id_acidente;id_veiculo;tipo_veiculo;sexo_condutor;idade_condutor;categoria_habilitacao;usa_cinto_seguranca;estado_alcoolizacao;escolaridade
D011301285;1;MO;M;28;SI;X;BR;5
D011301285;2;AU;F;30;SI;X;BR;6
D011301286;1;MO;M;30;SI;X;BR;7
D011301286;2;AU;M;SI;SI;X;BR;8
D011301287;1;MO;M;37;SI;X;BR;3
D011301288;1;MO;M;26;SI;X;BR;5
D011301288;2;AU;M;55;SI;X;BR;7
D011301289;1;MO;M;36;SI;X;BR;5
D011301289;2;MC;M;50;SI;X;BR;3
D011301290;1;MO;M;32;SI;X;BR;5
D011301290;2;AU;M;64;SI;X;BR;3
D011301291;1;AU;F;22;SI;X;BR;3
D011301292;1;AU;F;37;SI;X;BR;3
D011301293;1;AU;F;23;SI;X;BR;7
D011301293;2;AU;F;27;SI;X;BR;7
D011301294;1;AU;M;37;HA;X;SA;3
D011301294;2;AU;F;25;SI;X;BR;7
D011301294;3;AU;F;26;SI;X;BR;3
D011301295;1;MO;M;28;IN;X;BR;5
D011301295;2;AU;M;57;HA;X;BR;7
D011301296;1;MO;M;30;SI;X;BR;7
D011301296;2;AU;M;42;IN;X;BR;3
D011301297;1;MO;M;31;SI;X;BR;3
D011301297;2;AU;F;SI;SI;X;BR;8
D011301298;1;AU;M;47;HA;X;BR;5
D011301298;2;AU;M;SI;SI;X;BR;8
D011301300;1;CM;M;SI;SI;X;BR;3
D011301300;2;MO;M;20;SI;X;BR;3
D011301301;1;MO;M;25;SI;X;BR;5
D011301301;2;MO;M;25;SI;X;BR;3
D011301302;1;MO;M;20;SI;X;BR;3
D011301302;2;AU;F;40;SI;X;BR;7
D011301303;1;MO;M;61;SI;X;BR;5
D011301303;2;AU;M;19;SI;X;BR;3
D011301304;1;MO;M;26;SI;X;BR;3
D011301304;2;AU;M;34;SI;X;BR;3
D011301305;1;CM;M;34;SI;X;BR;5
D011301306;1;ON;M;SI;SI;X;BR;8
D011301307;1;MO;M;17;IN;X;BR;2
D011301307;2;AU;F;38;SI;X;BR;5
D011301308;1;MO;M;22;SI;X;BR;3
D011301308;2;AU;F;SI;SI;X;BR;8
D011301309;1;AU;F;31;IN;X;BR;8
D011301310;1;MO;M;56;SI;X;BR;3
D011301310;2;AU;M;SI;SI;X;BR;8
D011301311;1;AU;M;49;SI;X;BR;3
D011301311;2;MO;F;25;SI;X;BR;3
D011301312;1;MO;M;18;SI;X;BR;3
D011301312;2;MC;M;SI;SI;X;BR;8
D011301313;1;SI;F;SI;SI;X;BR;8
D011301314;1;AU;M;32;SI;X;BR;3
D011301315;1;MO;M;28;SI;X;BR;5
D011301315;2;AU;X;SI;SI;X;BR;8
D011301316;1;CA;M;36;IN;X;BR;3
D011301317;1;AU;M;35;SI;X;BR;6
D011301318;1;MO;M;31;SI;X;BR;2
D011301319;1;SI;M;29;SI;X;AA;8
D011301320;1;MO;M;18;IN;X;BR;3
D011301323;1;MO;M;50;SI;X;BR;5
D011301323;2;CA;M;45;SI;X;BR;5
D011301324;1;MO;M;33;SI;X;BR;3
D011301324;2;AU;F;38;SI;X;BR;5
D011301325;1;AU;M;57;SI;X;BR;7
D011301325;2;MO;M;24;SI;X;BR;5
D011301327;1;AU;M;24;IN;X;BR;5
D011301327;2;AU;M;31;SI;X;BR;5
D011301328;1;AU;M;31;HA;X;BR;5
D011301328;2;AU;M;79;SI;X;BR;3
D011301329;1;AU;M;22;SI;X;BR;6
D011301329;2;AU;M;24;SI;X;BR;3
D011301330;1;MO;M;24;SI;X;BR;5
D011301331;1;AU;M;SI;SI;X;BR;8
D011301331;2;MO;M;46;SI;X;BR;7
D011301332;1;MO;F;32;SI;X;BR;3
D011301332;2;AU;F;26;SI;X;BR;3
D011301333;1;AU;M;30;SI;X;BR;2
D011301334;1;AU;M;43;SI;X;BR;3
D011301334;2;MO;M;28;SI;X;BR;5
D011301335;1;ON;M;49;SI;X;BR;3
D011301336;1;AU;M;SI;SI;X;BR;8
D011301336;2;MO;M;27;SI;X;BR;5
D011301337;1;BI;M;33;NE;X;BR;8
D011301337;2;ON;M;33;SI;X;BR;8
D011301338;1;MO;M;31;SI;X;BR;8
D011301338;2;AU;M;42;SI;X;BR;8
D011301339;1;AU;M;31;SI;X;BR;3
D011301339;2;AU;M;33;SI;X;BR;5
D011301340;1;AU;M;24;SI;X;BR;2
D011301341;1;MO;M;30;SI;X;BR;5
D011301342;1;MO;M;30;IN;X;BR;3
D011301342;2;AU;M;28;HA;X;BR;3
D011301343;1;MO;M;31;IN;X;BR;3
D011301343;2;AU;F;28;SI;X;BR;7
D011301344;1;AU;M;39;SI;X;BR;3
D011301345;1;MO;M;36;HA;X;BR;5
D011301345;2;AU;M;46;HA;X;BR;7
D011301346;1;MO;M;23;IN;X;BR;3
D011301347;1;SI;X;SI;SI;X;BR;8
D011301348;1;SI;X;SI;SI;X;BR;8
D011301349;1;OU;M;41;HA;X;BR;5
D011301349;2;AU;M;23;HA;X;BR;5
D011301350;1;AU;M;31;HA;X;BR;5
D011301350;2;AU;M;23;HA;X;BR;5
D011301352;1;AU;F;41;SI;X;BR;7
D011301352;2;AU;M;30;SI;X;BR;5
D011301353;1;MO;M;32;SI;X;BR;5
D011301353;2;MO;M;26;SI;X;BR;5
D011301354;1;MO;M;19;SI;X;BR;5
D011301355;1;MO;M;30;HA;X;BR;8
D011301355;2;ON;M;55;HA;X;BR;8
D011301356;1;MO;M;34;SI;X;BR;5
D011301356;2;AU;M;38;SI;X;BR;3
D011301357;1;MO;M;SI;SI;X;BR;8
D011301357;2;BI;M;15;NE;X;BR;3
D011301358;1;AU;F;52;SI;X;BR;6
D011301358;2;BI;F;18;NE;X;BR;4
D011301359;1;AU;M;30;IN;X;BR;8
D011301359;2;AU;M;50;SI;X;BR;8
D011301360;1;AU;F;30;SI;X;BR;5
D011301360;2;AU;F;33;SI;X;BR;5
D011301361;1;MO;M;48;HA;X;BR;7
D011301361;2;AU;M;57;SI;X;BR;3
D011301363;1;MO;M;25;HA;X;BR;3
D011301363;2;CM;M;37;HA;X;BR;3
D011301364;1;MO;M;46;HA;X;BR;5
D011301364;2;AU;X;SI;SI;X;BR;8
D011301365;1;ON;M;47;SI;X;BR;5
D011301366;1;AU;M;30;SI;X;BR;5
D011301366;2;AU;X;SI;SI;X;BR;8
D011301367;1;MO;M;28;SI;X;BR;5
D011301367;2;AU;X;SI;SI;X;BR;8
D011301368;1;MO;M;29;SI;X;BR;5
D011301368;2;CM;M;58;SI;X;BR;5
D011301369;1;MO;M;19;SI;X;BR;4
D011301369;2;AU;F;31;SI;X;BR;5
D011301370;1;AU;F;22;SI;X;BR;6
D011301370;2;AU;M;48;SI;X;BR;5
D011301371;1;ON;X;SI;SI;X;BR;8
D011301372;1;AU;M;26;SI;X;BR;5
D011301373;1;AU;M;27;SI;X;BR;5
D011301374;1;MO;M;24;SI;X;BR;5
D011301374;2;AU;M;68;SI;X;BR;5
D011301375;1;MO;M;36;SI;X;BR;5
D011301375;2;MO;M;30;SI;X;BR;7
D011301375;3;AU;M;34;SI;X;BR;7
D011301375;4;AU;M;24;SI;X;BR;7
D011301376;1;MC;M;SI;SI;X;BR;8
D011301377;1;ON;M;32;SI;X;BR;3
D011301377;2;BI;M;15;NE;X;BR;4
D011301378;1;MO;M;32;SI;X;BR;5
D011301378;2;AU;X;SI;SI;X;BR;8
D011301379;1;MO;M;23;SI;X;BR;3
D011301379;2;AU;M;60;SI;X;BR;2
D011301380;1;MO;M;23;SI;X;BR;5
D011301380;2;AU;M;35;SI;X;BR;5
D011301381;1;AU;M;59;SI;X;BR;5
D011301381;2;AU;M;65;HA;X;AA;5
D011301381;3;AU;F;59;SI;X;BR;7
D011301382;1;AU;M;26;HA;X;BR;5
D011301382;2;AU;M;23;HA;X;BR;5
D011301384;1;MO;M;42;SI;X;BR;7
D011301385;1;AU;F;31;SI;X;BR;3
D011301385;2;AU;M;SI;SI;X;BR;8
D011301386;1;MO;M;33;SI;X;BR;7
D011301386;2;AU;F;28;SI;X;BR;7
D011301387;1;MO;M;19;SI;X;BR;5
D011301387;2;AU;M;51;SI;X;BR;8
D011301388;1;MO;M;SI;SI;X;BR;8
D011301388;2;CM;M;45;SI;X;BR;3
D011301389;1;ON;X;SI;SI;X;BR;8
D011301389;2;SI;M;SI;SI;X;BR;8
D011301390;1;SI;X;SI;SI;X;BR;8
D011301391;1;CM;M;29;SI;X;BR;7
D011301391;2;MO;M;33;SI;X;BR;3
D011301392;1;AU;F;34;SI;X;BR;5
D011301392;2;AU;F;36;SI;X;BR;3
D011301392;3;AU;M;50;SI;X;BR;5
D011301393;1;AU;M;52;SI;X;BR;3
D011301393;2;MO;M;20;SI;X;BR;3
D011301394;1;SI;X;SI;SI;X;BR;8
D011301394;2;SI;X;SI;SI;X;BR;8
D011301395;1;AU;F;SI;SI;X;BR;5
D011301395;2;MO;M;39;SI;X;BR;5
D011301396;1;ON;X;SI;SI;X;BR;8
D011301397;1;AU;M;34;SI;X;BR;5
D011301398;1;OU;M;39;HA;X;BR;5
D011301398;2;MO;M;30;SI;X;BR;3
D011301399;1;OU;M;SI;SI;X;BR;8
D011301400;1;AU;M;37;SI;X;BR;5
D011301400;2;OU;M;53;HA;X;BR;3
D011301401;1;MO;M;39;SI;X;BR;3
D011301402;1;OU;M;SI;HA;X;BR;8
D011301403;1;AU;M;40;SI;X;BR;3
D011301404;1;MO;M;18;SI;X;BR;2
D011301405;1;MO;M;16;IN;X;BR;8
D011301406;1;AU;M;21;SI;X;BR;5
D011301406;2;AU;M;27;SI;X;BR;5
D011301407;1;AU;X;SI;SI;X;BR;8
D011301409;1;OU;M;SI;HA;X;BR;8
D011301410;1;AU;M;44;SI;X;BR;3
D011301410;2;OU;M;33;HA;X;BR;3
D011301411;1;AU;X;SI;SI;X;BR;8
D011301412;1;MO;M;32;SI;X;BR;3
D011301412;2;AU;M;SI;SI;X;BR;8
D011301413;1;MO;M;25;SI;X;BR;3
D011301414;1;MC;M;19;HA;X;BR;4
D011301415;1;AU;M;57;HA;X;BR;5
D011301415;2;AU;M;34;HA;X;BR;3
D011301416;1;AU;M;21;SI;X;BR;5
D011301416;2;AU;M;39;SI;X;BR;2
D011301417;1;MO;M;43;SI;X;BR;5
D011301418;1;CA;M;51;SI;X;BR;2
D011301419;1;AU;X;SI;SI;X;BR;8
D011301419;2;MO;M;25;SI;X;BR;5
D011301420;1;AU;M;35;SI;X;BR;3
D011301420;2;MO;M;17;IN;X;BR;3
D011301421;1;AU;M;SI;SI;X;BR;3
D011301421;2;MO;M;43;SI;X;BR;5
D011301422;1;SI;X;SI;SI;X;BR;8
D011301423;1;AU;M;25;SI;X;BR;3
D011301424;1;MO;M;27;HA;X;BR;5
D011301424;2;AU;M;51;HA;X;BR;3
D011301425;1;AU;M;41;IN;X;BR;4
D011301426;1;MO;M;24;HA;X;BR;5
D011301426;2;AU;M;36;HA;X;BR;5
D011301427;1;AU;M;23;HA;X;AA;5
D011301427;2;AU;M;29;SI;X;BR;3
D011301427;3;MO;M;33;SI;X;BR;3
D011301427;4;AU;M;30;SI;X;BR;3
D011301428;1;MO;M;37;SI;X;BR;3
D011301428;2;AU;M;39;SI;X;BR;3
D011301429;1;AU;X;SI;SI;X;BR;8
D011301430;1;MO;M;18;SI;X;BR;3
D011301431;1;CM;X;SI;SI;X;BR;3
D011301432;1;CA;M;30;HA;X;BR;3
D011301433;1;AU;M;19;HA;X;BR;5
D011301434;1;AU;M;29;HA;X;BR;3
D011301434;2;AU;M;61;HA;X;BR;3
D011301435;1;MO;M;20;HA;X;BR;5
D011301437;1;SI;X;SI;SI;X;BR;8
D011301438;1;AU;M;20;IN;X;BR;3
D011301438;2;ON;M;34;HA;X;BR;5
D011301439;1;MO;M;12;IN;X;BR;2
D011301439;2;AU;M;44;HA;X;BR;5
D011301440;1;MO;M;27;HA;X;BR;5
D011301441;1;ON;M;51;SI;X;BR;6
D011301442;1;AU;M;63;SI;X;BR;8
D011301442;2;AU;M;SI;SI;X;BR;8
D011301443;1;ON;M;SI;SI;X;BR;8
D011301444;1;MO;M;20;SI;X;BR;5
D011301444;2;AU;M;24;SI;X;BR;5
D011301445;1;MO;M;29;HA;X;BR;5
D011301445;2;AU;X;SI;SI;X;BR;8
D011301446;1;AU;M;45;SI;X;BR;6
D011301447;1;MO;X;SI;SI;X;BR;8
D011301448;1;AU;M;46;IN;X;AA;3
D011301449;1;AU;M;23;SI;X;BR;8
D011301450;1;MO;M;34;SI;X;BR;5
D011301451;1;SI;X;SI;SI;X;BR;8
D011301452;1;MO;M;25;SI;X;BR;5
D011301453;1;SI;X;SI;SI;X;BR;8
D011301455;1;AU;F;44;HA;X;BR;5
D011301456;1;AU;F;45;HA;X;BR;7
D011301457;1;MO;M;SI;SI;X;SA;8
D011301458;1;MO;M;22;SI;X;BR;2
D011301458;2;AU;M;SI;SI;X;BR;8
D011301459;1;AU;F;36;SI;X;BR;3
D011301459;2;MO;M;17;IN;X;BR;1
D011301461;1;AU;X;SI;SI;X;BR;8
D011301462;1;AU;M;60;HA;X;BR;3
D011301463;1;OU;M;51;HA;X;BR;8
D011301464;1;AU;M;25;HA;X;BR;5
D011301465;1;MO;M;23;SI;X;BR;3
D011301465;2;AU;X;SI;SI;X;BR;8
D011301466;1;OU;M;46;HA;X;BR;5
D011301467;1;SI;X;SI;SI;X;BR;8
D011301468;1;AU;M;24;SI;X;BR;5
D011301469;1;AU;F;39;HA;X;BR;7
D011301469;2;AU;M;36;HA;X;BR;2
D011301469;3;AU;F;56;HA;X;BR;7
D011301470;1;AU;M;37;HA;X;BR;5
D011301470;2;CA;M;40;HA;X;BR;3
D011301471;1;MO;M;37;HA;X;BR;3
D011301472;1;MO;M;20;SI;X;BR;5
D011301472;2;AU;F;60;SI;X;BR;5
D011301473;1;MO;F;25;HA;X;BR;3
D011301473;2;AU;M;38;HA;X;BR;7
D011301474;1;MO;M;23;IN;X;BR;5
D011301474;2;AU;M;50;HA;X;BR;2
D011301475;1;MO;M;36;HA;X;BR;3
D011301475;2;AU;M;41;HA;X;BR;5
D011301476;1;MO;M;33;HA;X;BR;5
D011301476;2;AU;M;57;HA;X;BR;4
D011301477;1;AU;F;43;HA;X;BR;7
D011301477;2;AU;M;34;HA;X;BR;3
D011301478;1;MO;F;29;SI;X;BR;3
D011301479;1;MO;M;20;SI;X;BR;3
D011301479;2;MC;M;SI;SI;X;BR;8
D011301480;1;MO;M;21;SI;X;BR;3
D011301480;2;AU;M;31;SI;X;BR;3
D011301481;1;MO;M;28;SI;X;BR;5
D011301481;2;AU;M;24;SI;X;BR;7
D011301482;1;MO;M;30;HA;X;BR;3
D011301482;2;AU;M;31;HA;X;BR;4
D011301483;1;MO;M;33;SI;X;BR;5
D011301483;2;AU;M;SI;SI;X;BR;8
D011301484;1;MO;X;SI;SI;X;BR;8
D011301485;1;MO;M;33;SI;X;BR;8
D011301485;2;AU;X;SI;SI;X;BR;8
D011301486;1;AU;M;42;HA;X;BR;3
D011301486;2;BI;M;21;NE;X;BR;3
D011301487;1;SI;X;SI;SI;X;BR;8
D011301488;1;AU;X;SI;SI;X;BR;8
D011301488;2;OU;M;48;HA;X;BR;5
D011301489;1;MO;M;23;SI;X;BR;5
D011301489;2;AU;M;50;SI;X;BR;3
D011301490;1;MO;M;27;SI;X;BR;5
D011301490;2;AU;M;23;SI;X;BR;2
D011301491;1;MO;M;18;SI;X;BR;5
D011301491;2;AU;M;33;SI;X;BR;7
D011301491;3;AU;M;40;SI;X;BR;5
D011301492;1;AU;M;24;HA;X;BR;3
D011301493;1;MO;M;27;SI;X;BR;5
D011301493;2;MO;M;24;SI;X;BR;7
D011301494;1;SI;X;SI;SI;X;BR;8
D011301495;1;MO;M;26;HA;X;BR;5
D011301496;1;MO;M;26;HA;X;BR;8
D011301496;2;AU;X;SI;SI;X;BR;8
D011301497;1;OU;M;SI;HA;X;BR;8
D011301498;1;AU;M;21;SI;X;BR;4
D011301498;2;AU;M;SI;SI;X;BR;8
D011301499;1;MO;M;47;SI;X;BR;3
D011301500;1;MO;M;25;HA;X;BR;5
D011301501;1;MO;M;23;SI;X;BR;5
D011301501;2;AU;F;SI;SI;X;BR;8
D011301502;1;MO;M;44;SI;X;BR;3
D011301503;1;AU;M;44;IN;X;BR;2
D011301503;2;AU;M;66;SI;X;BR;2
D011301503;3;CM;M;36;SI;X;BR;5
D011301504;1;AU;F;46;SI;X;BR;5
D011301505;1;AU;M;21;HA;X;BR;5
D011301506;1;MO;M;34;SI;X;BR;7
D011301506;2;AU;M;26;SI;X;BR;5
D011301507;1;MO;M;33;SI;X;BR;3
D011301507;2;AU;F;34;SI;X;BR;5
D011301508;1;MO;M;31;SI;X;BR;5
D011301508;2;AU;M;44;SI;X;BR;3
D011301509;1;MO;M;41;SI;X;BR;3
D011301509;2;AU;F;42;SI;X;BR;7
D011301510;1;AU;M;50;HA;X;BR;5
D011301510;2;CM;M;47;HA;X;BR;3
D011301511;1;AU;M;21;SI;X;BR;4
D011301512;1;MO;M;49;SI;X;BR;3
D011301513;1;MO;M;33;SI;X;BR;8
D011301513;2;AU;M;46;SI;X;BR;5
D011301514;1;MO;M;27;IN;X;BR;3
D011301515;1;MO;M;30;HA;X;BR;5
D011301515;2;AU;M;57;HA;X;BR;5
D011301516;1;MO;M;22;SI;X;BR;5
D011301516;2;AU;M;40;SI;X;BR;3
D011301517;1;AU;M;37;SI;X;BR;5
D011301517;2;AU;M;41;SI;X;BR;3
D011301517;3;CA;M;52;SI;X;BR;2
D011301518;1;OU;X;SI;HA;X;BR;8
D011301519;1;AU;M;20;SI;X;BR;5
D011301520;1;ON;M;42;SI;X;BR;3
D011301520;2;AU;M;26;SI;X;BR;5
D011301521;1;MO;M;24;IN;X;BR;3
D011301521;2;AU;M;25;SI;X;BR;5
D011301522;1;ON;M;SI;SI;X;BR;8
D011301523;1;SI;X;SI;SI;X;BR;8
D011301524;1;AU;F;23;SI;X;BR;5
D011301524;2;AU;M;40;IN;X;BR;3
D011301525;1;AU;M;45;HA;X;BR;5
D011301526;1;AU;M;21;SI;X;BR;3
D011301527;1;MO;M;20;SI;X;BR;3
D011301527;2;CM;X;SI;SI;X;BR;8
D011301528;1;SI;X;SI;SI;X;BR;8
D011301529;1;MO;X;SI;SI;X;BR;8
D011301529;2;MO;F;23;SI;X;BR;6
D011301530;1;AU;M;41;SI;X;BR;5
D011301530;2;AU;M;58;SI;X;BR;7
D011301532;1;AU;F;46;SI;X;BR;7
D011301532;2;MO;M;31;IN;X;BR;5
D011301533;1;MO;M;40;SI;X;BR;5
D011301533;2;CA;M;47;SI;X;BR;5
D011301535;1;MO;M;23;SI;X;BR;5
D011301535;2;AU;M;45;SI;X;BR;3
D011301536;1;AU;M;41;SI;X;BR;8
D011301536;2;MO;M;28;SI;X;BR;5
D011301536;3;CA;M;30;SI;X;BR;5
D011301537;1;AU;X;SI;SI;X;BR;8
D011301537;2;MO;M;21;SI;X;BR;5
D011301538;1;AU;M;55;SI;X;BR;5
D011301539;1;AU;M;57;SI;X;BR;3
D011301539;2;AU;M;49;SI;X;BR;8
D011301539;3;CA;X;SI;SI;X;BR;8
D011301540;1;AU;M;45;HA;X;BR;2
D011301540;2;AU;M;23;SI;X;BR;5
D011301541;1;MO;M;18;SI;X;BR;4
D011301542;1;AU;M;49;SI;X;BR;5
D011301542;2;AU;M;SI;SI;X;BR;8
D011301543;1;MO;F;SI;SI;X;BR;8
D011301544;1;MO;M;26;SI;X;BR;8
D011301544;2;AU;M;40;SI;X;BR;3
D011301545;1;AU;M;38;SI;X;BR;5
D011301545;2;AU;M;60;SI;X;BR;7
D011301545;3;AU;X;SI;SI;X;BR;8
D011301546;1;AU;M;78;SI;X;BR;3
D011301546;2;BI;M;41;NE;X;BR;5
D011301548;1;MO;X;SI;SI;X;BR;8
D011301549;1;MC;X;SI;SI;X;BR;8
D011301550;1;MO;M;25;SI;X;BR;2
D011301550;2;AU;M;50;IN;X;BR;3
D011301551;1;AU;M;37;SI;X;BR;8
D011301551;2;CA;M;18;IN;X;BR;5
D011301552;1;MC;M;28;SI;X;BR;5
D011301552;2;CA;M;46;HA;X;BR;8
D011301553;1;AU;M;39;SI;X;BR;5
D011301554;1;AU;M;49;HA;X;BR;3
D011301554;2;MC;M;49;HA;X;BR;2
D011301555;1;AU;M;28;SI;X;BR;3
D011301555;2;AU;M;37;HA;X;BR;5
D011301556;1;MO;M;31;SI;X;BR;5
D011301556;2;AU;M;55;SI;X;BR;3
D011301557;1;CM;M;33;SI;X;BR;3
D011301557;2;AU;M;34;SI;X;BR;3
D011301557;3;MO;M;29;SI;X;BR;5
D011301557;4;AU;X;SI;SI;X;BR;8
D011301557;5;SI;X;SI;SI;X;BR;8
D011301559;1;AU;M;31;SI;X;BR;5
D011301559;2;AU;M;37;IN;X;AA;5
D011301560;1;AU;M;26;IN;X;BR;3
D011301561;1;MO;M;26;SI;X;BR;5
D011301561;2;AU;F;29;SI;X;BR;7
D011301563;1;MO;M;25;SI;X;BR;3
D011301563;2;AU;F;30;SI;X;BR;7
D011301564;1;AU;M;23;SI;X;BR;3
D011301565;1;AU;M;32;SI;X;BR;5
D011301565;2;AU;M;SI;SI;X;BR;8
D011301566;1;AU;M;45;SI;X;BR;3
D011301567;1;AU;M;35;IN;X;BR;3
D011301568;1;MC;M;52;HA;X;BR;2
D011301568;2;MC;M;42;HA;X;BR;5
D011301569;1;AU;M;71;SI;X;BR;3
D011301569;2;ON;M;32;SI;X;BR;5
D011301570;1;AU;M;27;IN;X;BR;5
D011301570;2;ON;M;38;SI;X;BR;3
D011301571;1;MC;M;38;IN;X;BR;5
D011301572;1;ON;M;SI;HA;X;BR;8
D011301573;1;MO;M;25;SI;X;BR;3
D011301573;2;AU;M;SI;SI;X;SA;8
D011301574;1;AU;M;27;IN;X;BR;5
D011301575;1;AU;X;SI;SI;X;BR;8
D011301576;1;MO;M;20;IN;X;BR;2
D011301577;1;ON;M;51;HA;X;BR;3
D011301578;1;CM;M;51;SI;X;BR;2
D011301579;1;MO;M;27;SI;X;BR;8
D011301580;1;MO;M;27;SI;X;BR;3
D011301580;2;AU;X;SI;SI;X;BR;8
D011301581;1;MO;M;18;IN;X;BR;2
D011301583;1;ON;M;54;HA;X;BR;3
D011301584;1;AU;F;31;SI;X;BR;5
D011301584;2;ON;M;SI;HA;X;BR;8
D011301585;1;MO;M;31;SI;X;BR;5
D011301585;2;AU;M;28;SI;X;BR;5
D011301586;1;AU;F;45;HA;X;BR;7
D011301586;2;AU;M;55;HA;X;BR;3
D011301587;1;MO;M;24;SI;X;BR;5
D011301588;1;MO;M;SI;SI;X;BR;8
D011301589;1;MO;M;20;IN;X;BR;3
D011301589;2;AU;X;SI;SI;X;BR;8
D011301590;1;MO;M;22;SI;X;BR;3
D011301590;2;AU;X;SI;SI;X;BR;8
D011301591;1;MO;M;26;HA;X;BR;5
D011301591;2;AU;M;41;HA;X;BR;5
D011301592;1;MO;M;53;SI;X;BR;8
D011301592;2;AU;M;36;SI;X;BR;3
D011301593;1;AU;F;SI;SI;X;BR;8
D011301594;1;MO;M;15;IN;X;BR;3
D011301594;2;ON;M;52;HA;X;BR;3
D011301595;1;MO;M;29;SI;X;BR;5
D011301595;2;MO;M;28;SI;X;BR;5
D011301596;1;AU;M;20;SI;X;BR;5
D011301597;1;AU;M;42;SI;X;BR;3
D011301597;2;ON;M;35;HA;X;BR;3
D011301598;1;MO;M;31;SI;X;BR;3
D011301598;2;ON;M;28;SI;X;BR;3
D011301599;1;AU;F;26;SI;X;BR;5
D011301601;1;AU;M;47;SI;X;BR;8
D011301604;1;MO;F;32;SI;X;BR;3
D011301604;2;CM;M;35;SI;X;BR;5
D011301605;1;AU;M;38;SI;X;BR;3
D011301605;2;MO;M;SI;SI;X;BR;8
D011301606;1;AU;F;44;SI;X;BR;7
D011301606;2;AU;F;26;SI;X;BR;7
D011301607;1;MO;M;34;SI;X;BR;3
D011301607;2;SI;M;61;SI;X;BR;3
D011301608;1;CA;M;46;SI;X;BR;8
D011301608;2;MO;M;23;SI;X;BR;5
D011301609;1;MO;M;24;IN;X;BR;3
D011301610;1;AU;M;25;SI;X;BR;3
D011301611;1;MO;M;30;SI;X;BR;5
D011301611;2;SI;F;SI;SI;X;BR;8
D011301612;1;AU;X;SI;SI;X;BR;8
D011301612;2;MO;M;32;SI;X;BR;3
D011301613;1;AU;X;SI;SI;X;BR;8
D011301613;2;AU;X;SI;SI;X;BR;8
D011301614;1;AU;M;38;IN;X;BR;8
D011301614;2;ON;M;29;HA;X;BR;3
D011301614;3;CA;M;41;HA;X;BR;8
D011301615;1;MO;M;37;SI;X;BR;5
D011301615;2;CM;M;25;SI;X;BR;5
D011301616;1;SI;X;SI;SI;X;BR;8
D011301616;2;MO;M;25;SI;X;BR;3
D011301617;1;MO;M;29;SI;X;BR;5
D011301618;1;MO;M;26;SI;X;BR;3
D011301619;1;MO;M;19;SI;X;BR;5
D011301619;2;CA;M;49;SI;X;BR;3
D011301620;1;MC;M;33;SI;X;BR;5
D011301621;1;AU;F;29;SI;X;BR;5
D011301621;2;AU;X;SI;SI;X;BR;8
D011301622;1;MO;M;26;SI;X;BR;3
D011301622;2;AU;M;37;SI;X;BR;5
D011301623;1;AU;M;27;HA;X;BR;8
D011301623;2;MO;M;49;HA;X;BR;3
D011301624;1;AU;F;SI;SI;X;BR;8
D011301625;1;AU;X;SI;SI;X;BR;8
D011301626;1;MO;M;36;SI;X;BR;3
D011301626;2;AU;M;SI;SI;X;BR;8
D011301627;1;MO;M;40;SI;X;BR;3
D011301628;1;SI;X;SI;SI;X;BR;8
D011301629;1;AU;M;SI;SI;X;BR;8
D011301629;2;AU;M;SI;SI;X;BR;2
D011301630;1;AU;M;28;SI;X;BR;3
D011301631;1;MO;M;15;IN;X;BR;2
D011301631;2;AU;M;35;SI;X;BR;7
D011301632;1;MO;M;29;SI;X;BR;8
D011301633;1;MO;M;33;SI;X;BR;7
D011301633;2;AU;F;25;SI;X;BR;5
D011301634;1;SI;X;SI;SI;X;BR;8
D011301635;1;AU;M;44;SI;X;BR;8
D011301635;2;MO;M;32;SI;X;BR;8
D011301636;1;MO;X;SI;SI;X;BR;8
D011301638;1;MO;X;SI;SI;X;BR;8
D011301638;2;AU;F;43;SI;X;BR;7
D011301639;1;BI;M;44;NE;X;BR;3
D011301640;1;MO;X;SI;SI;X;BR;8
D011301641;1;AU;X;SI;SI;X;BR;8
D011301641;2;MO;M;28;SI;X;BR;3
D011301642;1;MO;M;16;IN;X;BR;3
D011301643;1;AU;X;SI;SI;X;BR;8
D011301643;2;BI;M;27;NE;X;BR;3
D011301644;1;AU;M;32;SI;X;BR;5
D011301644;2;MO;M;SI;SI;X;BR;8
D011301645;1;MO;M;26;IN;X;BR;3
D011301646;1;BI;M;46;NE;X;BR;3
D011301646;2;AU;M;SI;SI;X;BR;8
D011301647;1;AU;F;24;SI;X;BR;5
D011301647;2;AU;M;49;IN;X;BR;5
D011301648;1;CM;M;38;SI;X;BR;5
D011301649;1;CA;M;45;SI;X;BR;3
D011301649;2;AU;F;56;SI;X;BR;3
D011301651;1;SI;X;SI;SI;X;BR;8
D011301652;1;AU;M;16;IN;X;BR;3
D011301653;1;MO;M;25;SI;X;BR;5
D011301653;2;AU;X;SI;SI;X;BR;8
D011301654;1;MO;M;22;SI;X;BR;3
D011301654;2;AU;F;64;SI;X;BR;8
D011301655;1;AU;M;19;SI;X;BR;5
D011301656;1;AU;F;39;SI;X;BR;5
D011301656;2;AU;X;SI;SI;X;BR;8
D011301657;1;MO;M;26;SI;X;BR;3
D011301658;1;MO;X;SI;SI;X;BR;8
D011301658;2;MO;X;SI;SI;X;BR;8
