id_acidente;codloga;logradouroA;codlogb;logradouroB;alt_num;referencia;data;cod_acid;tipo_acidente;dp;numero_BO;sentido;pista;automovel;moto;onibus;caminhao;bicicleta;moto_taxi;onibus_fretado;onibus_urbano;microonibus;van;vuc;caminhonete;carreta;jipe;outros;sem_informacao;carroca;princ_a;paiA;princ_b;paiB;cod_distrito;distrito;vit_ferida;vit_morta
D011301309;15533;PARQUE DO LAGO, RUA;;;123;;20/01/2013 14:40;2;QV;100;816; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15533;PARQUE DO LAGO, RUA;;;32;IGUATEMI;1;0
D011301601;17824;SAPOPEMBA, AV;;;17517;;20/01/2013 14:41;2;CH;55;965; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17824;SAPOPEMBA, AV;;;33;IPIRANGA;2;0
D011300045;9276;IPIRANGA, AV;;;925;;20/01/2013 14:50;2;CO;3;372; ; ;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;9276;IPIRANGA, AV;;;67;REPUBLICA;2;0
D011301226;12134;ANTONIO RAMOS ROSA, RUA;;;0;FRENTE  - CENTRO CUL;20/01/2013 15:10;2;CO;92;437; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12134;ANTONIO RAMOS ROSA, RUA;;;45;JARDIM SAO LUIS;1;0
D011301687;17824;SAPOPEMBA, AV;;;20020;;20/01/2013 16:00;2;CH;69;962; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17824;SAPOPEMBA, AV;;;  ;;4;1
D011301405;13227;SEBASTIAO LOPES GRANDIO, RUA;;;14;;20/01/2013 16:00;4;AT;50;843; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13227;SEBASTIAO LOPES GRANDIO, RUA;;;54;MOOCA;1;0
D011301680;7665;FURTADO NASCIMENTO, RUA GAL;15081;OROBO, RUA;0;;20/01/2013 16:10;2;CH;14;610; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7665;FURTADO NASCIMENTO, RUA GAL;15081;OROBO, RUA;2;ALTO DE PINHEIR;0;1
D011300031;14528;NEWTON PRADO, RUA;12560;MAMORE, RUA;0;;20/01/2013 16:40;2;QM;2;376; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12560;MAMORE, RUA;14528;NEWTON PRADO, RUA;9;BOM RETIRO;1;0
D011300840;9512;ITAMONTE, RUA;;;1622;;20/01/2013 17:02;4;AT;39;703; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9512;ITAMONTE, RUA;;;94;VILA MEDEIROS;1;0
D011300483;99621;JANIO QUADROS, TN PRS;;;0;NADA CONSTA ;20/01/2013 17:20;2;CH;34;513; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99621;JANIO QUADROS, TN PRS;;;13;CACHOEIRINHA;1;0
D011301127;36045;MARCILAC, ES ENG;;;0;NADA CONSTA ;20/01/2013 17:50;2;SI;25;480; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36045;MARCILAC, ES ENG;;;76;SAO MIGUEL;4;0
D011300322;33012;BANANEIRAS, TR;;;0;NADA CONSTA ;20/01/2013 18:00;4;AT;83;546; ; ;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33012;BANANEIRAS, TR;;;21;CASA VERDE;1;0
D011300809;9170;INES, AV STA;;;0;NADA CONSTA ;20/01/2013 18:00;2;QM;38;594; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9170;INES, AV STA;;;51;MANDAQUI;1;0
D011300533;28036;MIGUEL RIBAS, RUA;;;576;;20/01/2013 18:00;2;CO;46;344; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28036;MIGUEL RIBAS, RUA;;;52;MARSILAC;1;0
D011301310;12403;M'BOI MIRIM, ES;;;3453;;20/01/2013 19:00;2;CO;100;821; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12403;M'BOI MIRIM, ES;;;42;JARDIM ANGELA;1;0
D011301737;5204;CONCEICAO (ES.), AV;;;200;;20/01/2013 19:00;2;CO;20;1079; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5204;CONCEICAO (ES.), AV;;;  ;;0;1
D011301439;16490;PONTE RASA, RUA;17926;SEBASTIAO DA SILVA BUENO, RUA;0;;20/01/2013 19:10;2;CO;62;710; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16490;PONTE RASA, RUA;17926;SEBASTIAO DA SILVA BUENO, RUA;65;PONTE RASA;1;0
D011300912;27613;DANIEL CERRI, RUA;;;1001;;20/01/2013 20:09;2;CO;74;581; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27613;DANIEL CERRI, RUA;;;40;JAGUARE;2;0
D011301638;63073;APOLONIO SALLES, RUA MIN;;;1150;;20/01/2013 20:15;2;CO;69;665; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63073;APOLONIO SALLES, RUA MIN;;;56;PARELHEIROS;1;0
D011301319;25162;FRANCISCO INACIO SOLANO, RUA;;;230;;20/01/2013 20:30;4;AT;101;483; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25162;FRANCISCO INACIO SOLANO, RUA;;;32;IGUATEMI;2;0
D011300323;21698;SYLLA MATTOS, AV PROF;;;550;;20/01/2013 21:00;2;CO;83;553; ; ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21698;SYLLA MATTOS, AV PROF;;;18;CANGAIBA;2;0
D011300165;6642;ESTADO, AV DO;4146;CANTAREIRA, RUA DA;0;;20/01/2013 21:15;2;CO;12;523; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5567;CRUZEIRO DO SUL, AV;6642;ESTADO, AV DO;57;PARI;1;0
D011301320;19490;ANTONIO CARLOS B.DOS STO(COCAI, AV;;;600;;20/01/2013 21:30;2;SI;101;484; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19490;ANTONIO CARLOS B.DOS STO(COCAI, AV;;;30;GRAJAU;2;0
D011300544;28096;JORGE ANTONIO BENDA, RUA;;;20;;20/01/2013 21:34;2;CO;46;632; ; ;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;28096;JORGE ANTONIO BENDA, RUA;;;52;MARSILAC;1;0
D011301406;43627;MAGNOLIA AZUL, RUA;;;337;;20/01/2013 22:00;4;AT;50;852; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43627;MAGNOLIA AZUL, RUA;;;54;MOOCA;2;0
D011301112;6238;NACOES UNIDAS, AV DAS;;;16359;;20/01/2013 22:12;2;QM;11;752; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13014;MARGINAL DO RIO PINHEIROS, AV;;;90;VILA LEOPOLDINA;1;0
D011301375;42369;AIRTON SENNA DA SILVA, VIA;;;0;QUILOMETRO  - 15 200;20/01/2013 22:20;2;CO;24;721; ; ;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42369;AIRTON SENNA DA SILVA, VIA;;;18;CANGAIBA;2;0
D011300748;3813;CAETANO ALVARES, AV ENG;;;4579;;20/01/2013 22:30;2;SI;20;613; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3813;CAETANO ALVARES, AV ENG;;;21;CASA VERDE;2;0
D011300243;43154;TANCREDO NEVES, AV PRES;14705;SAUDE, RUA NSRA DA;0;;20/01/2013 23:20;4;AT;26;555; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3482;BOQUEIRAO, RUA DO;14705;SAUDE, RUA NSRA DA;69;SACOMA;1;0
D011300180;5797;DEODORO, PCA MAL;;;132;;21/01/2013 00:30;4;AT;77;382; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5797;DEODORO, PCA MAL;;;11;BRASILANDIA;1;0
D011301725;3509;BELMIRA MARIN, AV DONA;;;936;;21/01/2013 02:55;2;CH;11;943; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3509;BELMIRA MARIN, AV DONA;;;  ;;1;1
D011301722;14214;FELIPE CARRILLO PUERTO, AV;;;108;;21/01/2013 03:40;2;QM;47;828; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14214;FELIPE CARRILLO PUERTO, AV;;;29;FREGUESIA DO O;1;1
D011301733;15507;TEOTONIO VILELA, AV SEN;;;8000;;21/01/2013 04:11;4;AT;85;153; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15507;TEOTONIO VILELA, AV SEN;;;23;CIDADE DUTRA;0;1
D011300516;99949;CARLOS CALDEIRA FILHO, AV;;;5000;;21/01/2013 05:45;2;CO;37;839; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99949;CARLOS CALDEIRA FILHO, AV;;;19;CAPAO REDONDO;1;0
D011300706;719;ALFREDO PUJOL, RUA;1359;ANGELICA, RUA SOROR;0;;21/01/2013 06:10;2;CO;13;667; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;719;ALFREDO PUJOL, RUA;1359;ANGELICA, RUA SOROR;21;CASA VERDE;1;0
D011300848;14736;O, AV NSRA DO;;;1056;;21/01/2013 07:22;4;AT;40;218; ; ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14736;O, AV NSRA DO;;;50;LIMAO;1;0
D011300806;64137;FRANCISCO MACHADO DA SILVA, AV;;;853;;21/01/2013 07:40;4;AT;38;559; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64137;FRANCISCO MACHADO DA SILVA, AV;;;13;CACHOEIRINHA;1;0
D011300047;16725;QUEIROS, AV SEN;7204;FLORENCIO DE ABREU, RUA;0;;21/01/2013 07:40;4;AT;3;527; ; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7204;FLORENCIO DE ABREU, RUA;16725;QUEIROS, AV SEN;80;SE;1;0
D011300981;2181;ARICANDUVA, AV;;;6470;;21/01/2013 07:50;2;CO;21;343;C; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2181;ARICANDUVA, AV;;;60;PENHA;1;0
D011300718;541;ALCANTARA, RUA;967;AMAMBAI, RUA;0;;21/01/2013 08:25;2;CO;19;258; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;541;ALCANTARA, RUA;967;AMAMBAI, RUA;91;VILA MARIA;1;0
D011300556;19817;VITAL BRASIL, AV;;;579;;21/01/2013 08:30;4;AT;51;337; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19817;VITAL BRASIL, AV;;;13;CACHOEIRINHA;1;0
D011300683;14270;MORVAN DIAS DE FIGUEIREDO, AV;;;1000;;21/01/2013 08:30;2;QM;9;90031; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29772;MARGINAL DO RIO TIETE, AV;;;0;NULL;1;0
D011300950;43777;CARVALHO PINTO, AV GOV;13848;MERCEDES LOPES, RUA;0;;21/01/2013 08:30;4;AT;10;798; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13848;MERCEDES LOPES, RUA;43777;CARVALHO PINTO, AV GOV;60;PENHA;2;0
D011301076;14196;MONTEMAGNO, AV;33464;ESTEVAO PIMENTEL, RUA DOM;0;;21/01/2013 08:37;2;CO;58;158; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14196;MONTEMAGNO, AV;33464;ESTEVAO PIMENTEL, RUA DOM;87;VILA FORMOSA;1;0
D011301269;852;ALVARENGA, ES DO;;;205;;21/01/2013 09:00;2;CO;98;893;C; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;852;ALVARENGA, ES DO;;;59;PEDREIRA;1;0
D011300801;7592;FRANKLIN DO AMARAL, RUA;;;748;;21/01/2013 09:00;2;CO;38;366; ; ;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7592;FRANKLIN DO AMARAL, RUA;;;13;CACHOEIRINHA;1;0
D011300075;33667;LESTE-OESTE, LIG;;;1781;;21/01/2013 09:07;2;QM;4;509; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33667;LESTE-OESTE, LIG;;;2;ALTO DE PINHEIR;1;0
D011300158;10485;JOAO TEODORO, RUA;13967;MILLER, RUA;0;;21/01/2013 09:20;2;CO;12;387; ; ;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;10485;JOAO TEODORO, RUA;13967;MILLER, RUA;10;BRAS;1;0
D011301145;76220;RUBENS AYROLLA, RUA;12403;M'BOI MIRIM, ES;0;;21/01/2013 09:35;2;SI;47;426; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12403;M'BOI MIRIM, ES;21465;JOSE GARCIA LOPES FILHO, RUA;42;JARDIM ANGELA;1;0
D011300159;18993;TIRADENTES, AV;6642;ESTADO, AV DO;0;;21/01/2013 10:15;2;CO;12;391; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6642;ESTADO, AV DO;18993;TIRADENTES, AV;9;BOM RETIRO;1;0
D011300750;14767;NOVA CANTAREIRA, AV;7244;FLORINEIA, RUA;0;;21/01/2013 10:30;2;SI;20;624; ; ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7244;FLORINEIA, RUA;14767;NOVA CANTAREIRA, AV;71;SANTANA;1;0
D011300067;989;AMARAL GURGEL, RUA;18102;SERTORIO, RUA MAJ;0;;21/01/2013 10:30;2;QD;4;376; ; ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;989;AMARAL GURGEL, RUA;18102;SERTORIO, RUA MAJ;  ;;1;0
D011301022;11325;JULIO COLACO, RUA;;;862;;21/01/2013 10:45;2;CO;31;378; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11325;JULIO COLACO, RUA;;;20;CARRAO;1;0
D011300672;5567;CRUZEIRO DO SUL, AV;;;2357;;21/01/2013 11:15;2;CO;9;487; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5567;CRUZEIRO DO SUL, AV;;;5;ARTUR ALVIM;1;0
D011300403;16017;PEDROSO DE MORAIS, AV;;;900;;21/01/2013 11:22;2;CO;14;627; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16017;PEDROSO DE MORAIS, AV;;;45;JARDIM SAO LUIS;1;0
D011301618;17135;RIO DAS PEDRAS, AV;;;1041;;21/01/2013 11:30;2;QM;66;342; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17135;RIO DAS PEDRAS, AV;;;27;CURSINO;1;0
D011301003;1967;APUCARANA, RUA;2673;AZEVEDO SOARES, RUA;0;;21/01/2013 11:30;4;AT;30;394; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1967;APUCARANA, RUA;2673;AZEVEDO SOARES, RUA;82;TATUAPE;1;0
D011300614;9710;JOSE HOR. MEIRELLES TEIXEIRA, RUA PROF;69906;CUSTODIO DE OLIVEIRA, RUA;0;;21/01/2013 11:30;2;SI;89;530; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9710;JOSE HOR. MEIRELLES TEIXEIRA, RUA PROF;73454;JOAO BALDINATO, RUA;96;VILA SONIA;1;0
D011300476;7500;FRANCISCO MORATO, AV PROF;;;4799;;21/01/2013 12:38;2;CO;34;416; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7500;FRANCISCO MORATO, AV PROF;;;12;BUTANTA;1;0
D011301336;2483;ATLANTICA ANT. ROBERT KENNEDY, AV;;;0;PROXIMO  - LARGO DO S;21/01/2013 12:40;2;CO;102;356; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2483;ATLANTICA ANT. ROBERT KENNEDY, AV;;;23;CIDADE DUTRA;1;0
D011300436;29337;PACAEMBU, VD;;;0;NADA CONSTA ;21/01/2013 12:50;4;AT;23;333;C; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29337;PACAEMBU, VD;;;35;ITAIM PAULISTA;1;0
D011301124;39797;PEDRINHO ROSCHEL, RUA;37890;ALICE BASTIDE, RUA;0;;21/01/2013 12:52;2;CO;25;167; ; ;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;37890;ALICE BASTIDE, RUA;39797;PEDRINHO ROSCHEL, RUA;56;PARELHEIROS;1;0
D011301306;12403;M'BOI MIRIM, ES;;;5600;;21/01/2013 13:00;2;CF;100;625; ; ;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12403;M'BOI MIRIM, ES;;;42;JARDIM ANGELA;1;0
D011301113;1652;ANTONIO DAS CHAGAS, RUA;;;100;;21/01/2013 13:11;2;CO;11;770; ; ;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1652;ANTONIO DAS CHAGAS, RUA;;;72;SANTO AMARO;2;0
D011300160;15438;PARAIBA, RUA;14224;MORAIS, RUA CEL;0;;21/01/2013 13:31;2;CO;12;399; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14224;MORAIS, RUA CEL;15438;PARAIBA, RUA;57;PARI;1;0
D011301495;5408;COSME DEODATO TADEU, RUA PROF;;;1137;;21/01/2013 14:00;4;AT;68;214;B; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5408;COSME DEODATO TADEU, RUA PROF;;;45;JARDIM SAO LUIS;1;0
D011300360;7077;FERREIRA ALVES, RUA MIN;;;1031;;21/01/2013 14:30;2;SI;7;470; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7077;FERREIRA ALVES, RUA MIN;;;61;PERDIZES;1;0
D011301550;9044;RAGUEB CHOHFI, AV;24421;FORTE DO TRIUNFO, RUA;0;;21/01/2013 14:30;2;CO;49;900026; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9044;RAGUEB CHOHFI, AV;24421;FORTE DO TRIUNFO, RUA;75;SAO MATEUS;1;0
D011300951;4128;CANGAIBA, AV;;;1710;;21/01/2013 14:49;4;AT;10;809; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4128;CANGAIBA, AV;;;18;CANGAIBA;1;0
D011301125;38542;HERMANN VAN IHERING (EST JACEG, AV PROF;;;0;PROXIMO  - EST DO JAC;21/01/2013 14:50;2;CP;25;169; ; ;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;38542;HERMANN VAN IHERING (EST JACEG, AV PROF;;;56;PARELHEIROS;1;0
D011301532;9044;RAGUEB CHOHFI, AV;;;4513;;21/01/2013 15:45;2;CO;49;215;C; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9044;RAGUEB CHOHFI, AV;;;32;IGUATEMI;1;0
D011301527;12725;MANUEL MACHADO, RUA CEL;;;0;PROXIMO  - R ITAYUTIB;21/01/2013 16:00;2;CO;44;557; ; ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12725;MANUEL MACHADO, RUA CEL;;;50;LIMAO;1;0
D011300161;3787;CACHOEIRA, RUA;;;0;NADA CONSTA ;21/01/2013 16:25;4;AT;12;410; ; ;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3787;CACHOEIRA, RUA;;;57;PARI;1;0
D011300437;8615;HEITOR PENTEADO, RUA;;;600;;21/01/2013 16:30;2;CO;23;342; ; ;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;8615;HEITOR PENTEADO, RUA;;;61;PERDIZES;1;0
D011301496;40167;CLAUSETTI, RUA;;;1;;21/01/2013 16:40;2;CO;68;232; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40167;CLAUSETTI, RUA;;;50;LIMAO;1;0
D011300737;14499;MERE MARIE ANAIS DE SION, RUA;;;274;;21/01/2013 16:45;2;CO;20;294; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14499;MERE MARIE ANAIS DE SION, RUA;;;22;CIDADE ADEMAR;1;0
D011300623;13014;MARGINAL DO RIO PINHEIROS, AV;;;0;ACESSO  - AV MORUMBI;21/01/2013 16:45;2;QM;89;1149; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13014;MARGINAL DO RIO PINHEIROS, AV;;;40;JAGUARE;1;0
D011300370;11367;JUNDIAI, RUA BR DE;;;0;NADA CONSTA ;21/01/2013 16:50;4;AT;91;591; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11367;JUNDIAI, RUA BR DE;;;14;CAMBUCI;1;0
D011301038;19206;TUIUTI, RUA;13637;MARTINS PENA, RUA;0;;21/01/2013 17:00;2;SI;52;186; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13637;MARTINS PENA, RUA;19206;TUIUTI, RUA;82;TATUAPE;2;0
D011300776;5947;EDGAR FACO, AV GAL;;;101;;21/01/2013 17:10;2;CT;28;340; ; ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5947;EDGAR FACO, AV GAL;;;64;PIRITUBA;1;0
D011300919;14524;NEVIO BARACHO DOS SANTOS, AL SSARG;;;500;;21/01/2013 17:30;2;CO;90;265; ; ;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;14524;NEVIO BARACHO DOS SANTOS, AL SSARG;;;91;VILA MARIA;1;0
D011301057;8955;IBITIRAMA, RUA;;;875;;21/01/2013 17:30;2;CO;56;439; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8955;IBITIRAMA, RUA;;;95;VILA PRUDENTE;1;0
D011300129;543;ALCANTARA MACHADO, AV;18184;SILVA JARDIM, RUA;0;;21/01/2013 17:30;2;SI;8;547; ; ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543;ALCANTARA MACHADO, AV;18184;SILVA JARDIM, RUA;8;BELEM;2;0
D011300361;19004;TITO, RUA;3872;CAIO GRACO, RUA;0;;21/01/2013 17:50;4;AT;7;474; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3872;CAIO GRACO, RUA;19004;TITO, RUA;48;LAPA;1;0
D011301266;20048;YERVANT KISSAJIKIAN, AV;;;4020;;21/01/2013 17:52;2;CT;98;841; ; ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;20048;YERVANT KISSAJIKIAN, AV;;;29;FREGUESIA DO O;1;0
D011300488;99621;JANIO QUADROS, TN PRS;;;0;NADA CONSTA ;21/01/2013 17:56;2;QM;34;645; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99621;JANIO QUADROS, TN PRS;;;13;CACHOEIRINHA;1;0
D011301604;17824;SAPOPEMBA, AV;;;16243;;21/01/2013 18:00;2;CL;55;1023; ; ;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17824;SAPOPEMBA, AV;;;33;IPIRANGA;1;0
D011300986;1702;ANTONIO ESTEVAO DE CARVALHO, AV;11574;LAMARTINE, AV GAL;0;;21/01/2013 18:20;2;CL;21;831; ; ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1702;ANTONIO ESTEVAO DE CARVALHO, AV;11574;LAMARTINE, AV GAL;93;VILA MATILDE;2;0
D011300112;12452;MACHADO DE ASSIS, RUA;;;610;;21/01/2013 18:30;2;CO;6;382; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12452;MACHADO DE ASSIS, RUA;;;92;VILA MARIANA;1;0
D011301267;98780;JAIR RIBEIRO DA SILVA, AV;;;0;PROXIMO  - AV CUPECE;21/01/2013 19:00;2;SI;98;846; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98780;JAIR RIBEIRO DA SILVA, AV;;;23;CIDADE DUTRA;1;0
D011300726;28370;CARMOPOLIS DE MINAS, RUA;;;0;PROXIMO  - R MATIAS F;21/01/2013 19:05;2;QM;19;644; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28370;CARMOPOLIS DE MINAS, RUA;;;36;ITAQUERA;1;0
D011301726;24876;GASPAR JOSE RAPOSO, RUA;;;52;;21/01/2013 20:00;4;AT;26;718; ; ;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24876;GASPAR JOSE RAPOSO, RUA;;;32;IGUATEMI;1;1
D011301245;13929;MIGUEL LOPES, RUA;;;600;;21/01/2013 20:26;2;CO;92;870; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13929;MIGUEL LOPES, RUA;;;19;CAPAO REDONDO;1;0
D011300077;16044;PENAFORTE MENDES, RUA DR;;;548;;21/01/2013 20:54;4;AT;4;555; ; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16044;PENAFORTE MENDES, RUA DR;;;34;ITAIM BIBI;1;0
D011301538;13671;MATEO BEI, AV;;;2423;;21/01/2013 21:00;4;AT;49;1026;C; ;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13671;MATEO BEI, AV;;;75;SAO MATEUS;1;0
D011301293;13035;MIGUEL YUNES, RUA;64629;JOSE MARTINS COELHO, RUA;0;;21/01/2013 21:40;2;SI;99;782; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13035;MIGUEL YUNES, RUA;73884;CAMILO LOPES DE SOUZA, RUA;  ;;4;0
D011300567;22307;DOMINGOS ROSOLIA, RUA;;;242;;21/01/2013 21:45;2;CO;75;98; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22307;DOMINGOS ROSOLIA, RUA;;;13;CACHOEIRINHA;2;0
D011300013;15584;PASSOS, AV PREF;;;100;;21/01/2013 22:41;4;AT;1;551; ; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;15584;PASSOS, AV PREF;;;80;SE;1;0
D011301359;62020;FRANCISCO CASSOLA, RUA;;;46;;21/01/2013 23:05;2;CO;22;574; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62020;FRANCISCO CASSOLA, RUA;;;53;MOEMA;2;0
D011301056;8955;IBITIRAMA, RUA;11368;JUNDIAPEBA, RUA;0;;21/01/2013 23:17;2;CO;56;430; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8955;IBITIRAMA, RUA;11368;JUNDIAPEBA, RUA;95;VILA PRUDENTE;1;0
D011300236;6642;ESTADO, AV DO;;;8000;;22/01/2013 03:43;2;CH;17;938; ; ;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6642;ESTADO, AV DO;;;9;BOM RETIRO;1;0
D011300216;7355;EDUARDO SAIGH, VD DR;;;0;NADA CONSTA ;22/01/2013 05:30;2;CO;16;942; ; ;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7355;EDUARDO SAIGH, VD DR;;;92;VILA MARIANA;1;0
D011301644;17824;SAPOPEMBA, AV;;;11900;;22/01/2013 05:30;2;CO;69;1040; ; ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17824;SAPOPEMBA, AV;;;33;IPIRANGA;1;0
