id_acidente;id_vitima;id_veiculo;sexo;idade;tipo_vitima;classificacao;tipo_veiculo;estado_alcoolizacao;escolaridade;data_obito
D041300137;1;1;M;34;CD;F;MO;BR;8;          
D041300138;1;1;M;29;PD;F;AU;BR;3;          
D041300139;1;1;M;23;CD;F;MO;BR;3;          
D041300140;1;1;F;SI;PS;F;AU;BR;8;          
D041300141;1;1;F;88;PD;F;AU;BR;8;          
D041300142;1;1;M;6;PD;F;AU;BR;8;          
D041300143;1;1;F;25;PS;F;ON;BR;7;          
D041300144;1;1;M;31;CD;F;MO;BR;5;          
D041300145;1;1;M;30;CD;F;MO;BR;8;          
D041300145;2;2;M;25;CD;F;MO;BR;8;          
D041300145;3;3;M;20;PD;F;AU;BR;8;          
D041300146;1;1;M;42;CD;F;MO;BR;3;          
D041300147;1;1;F;SI;PS;F;AU;BR;8;          
D041300147;2;1;F;44;PD;F;AU;BR;7;          
D041300148;1;1;M;39;CD;F;AU;BR;5;          
D041300149;1;1;M;47;PD;F;SI;BR;8;          
D041300150;1;1;M;39;CD;F;MO;BR;5;          
D041300152;1;1;M;21;PS;F;MO;BR;5;          
D041300153;1;1;M;30;CD;F;MO;BR;5;          
D041300154;1;1;M;32;CD;F;MO;BR;7;          
D041300155;1;1;M;27;CD;F;MO;BR;5;          
D041300156;1;1;M;26;CD;F;MO;BR;3;          
D041300157;1;1;M;23;CD;F;MO;BR;8;          
D041300158;1;1;M;24;CD;F;MO;BR;8;          
D041300159;1;1;M;21;CD;F;MO;BR;5;          
D041300160;1;1;M;29;CD;F;AU;BR;7;          
D041300161;1;1;M;25;CD;F;MO;BR;5;          
D041300162;1;1;M;25;CD;F;MO;BR;5;          
D041300163;1;3;F;53;CD;F;CM;BR;8;          
D041300164;1;1;M;SI;CD;F;AU;SA;8;          
D041300165;1;1;M;44;CD;F;MO;BR;5;          
D041300165;2;1;F;43;PS;F;MO;BR;3;          
D041300166;1;1;M;44;PS;F;AU;BR;3;          
D041300167;1;1;M;23;CD;F;MO;BR;8;          
D041300168;1;1;M;23;CD;F;MO;BR;5;          
D041300169;1;1;F;17;PD;F;AU;BR;4;          
D041300170;1;1;M;31;CD;F;MO;BR;3;          
D041300171;1;1;M;28;CD;F;AU;BR;5;          
D041300172;1;1;F;20;PD;F;AU;BR;2;          
D041300172;2;1;M;2;PD;F;AU;BR;1;          
D041300173;1;1;M;30;PD;F;AU;BR;4;          
D041300174;1;1;M;23;CD;F;MO;BR;3;          
D041300175;1;1;F;59;PD;F;AU;BR;7;          
D041300176;1;1;M;28;CD;F;AU;SA;7;          
D041300177;1;1;F;22;PS;F;MO;BR;5;          
D041300178;1;1;F;24;PS;F;AU;BR;7;          
D041300179;1;1;M;31;CD;F;MO;BR;5;          
D041300180;1;1;F;27;PD;F;MO;BR;3;          
D041300181;1;1;M;26;PS;F;AU;BR;8;          
D041300182;1;1;M;20;CD;F;MO;BR;3;          
D041300183;1;1;M;26;CD;F;MO;BR;3;          
D041300184;1;1;M;42;CD;F;MO;BR;5;          
D041300184;2;1;F;17;PS;F;MO;BR;5;          
D041300186;1;1;F;41;PS;F;OU;BR;5;          
D041300187;1;1;M;23;CD;F;MO;BR;5;          
D041300188;1;1;F;27;PD;F;AU;BR;5;          
D041300189;1;1;M;22;CD;F;MO;BR;3;          
D041300190;1;1;F;43;CD;F;AU;BR;7;          
D041300191;1;1;F;64;PS;F;OU;BR;3;          
D041300192;1;1;M;46;CD;F;MO;BR;7;          
D041300193;1;1;F;32;CD;F;AU;BR;7;          
D041300193;2;2;M;20;CD;F;AU;BR;5;          
D041300194;1;1;M;25;CD;F;MO;BR;8;          
D041300195;1;1;M;31;CD;F;MO;BR;7;          
D041300195;2;2;M;49;CD;F;AU;BR;7;          
D041300196;1;1;M;24;PD;F;AU;BR;8;          
D041300197;1;1;M;22;CD;F;MO;BR;3;          
D041300198;1;1;M;34;CD;F;MO;BR;5;          
D041300199;1;1;M;23;CD;F;MO;BR;8;          
D041300199;2;1;M;26;PS;F;MO;BR;8;          
D041300200;1;1;M;41;PD;F;SI;BR;3;          
D041300201;1;1;M;31;CD;F;AU;BR;5;          
D041300202;1;1;M;37;CD;F;MO;BR;8;          
D041300202;2;1;F;52;PD;F;MO;BR;8;          
D041300203;1;1;F;26;CD;F;MO;AA;5;          
D041300204;1;1;F;57;CD;F;AU;BR;7;          
D041300204;2;2;F;42;PS;F;AU;BR;3;          
D041300205;1;1;M;36;CD;F;MO;BR;5;          
D041300206;1;1;M;44;CD;F;MO;BR;3;          
D041300207;1;1;M;SI;CD;F;BI;AA;8;          
D041300208;1;2;M;40;CD;F;MO;BR;8;          
D041300209;1;1;M;46;CD;F;AU;BR;7;          
D041300210;1;1;F;20;PS;F;MO;BR;6;          
D041300211;1;1;M;18;PD;F;AU;BR;8;          
D041300212;1;1;F;19;PD;F;MO;BR;5;          
D041300213;1;1;F;20;PD;F;AU;BR;8;          
D041300214;1;1;M;43;PD;F;SI;BR;3;          
D041300215;1;1;M;38;CD;F;MO;BR;7;          
D041300216;1;2;M;SI;CD;F;MO;BR;8;          
D041300216;2;1;X;SI;PS;F;AU;BR;8;          
D041300217;1;2;M;23;CD;F;MO;BR;5;          
D041300218;1;1;M;43;CD;F;MO;BR;7;          
D041300219;1;1;M;SI;PD;F;MO;BR;8;          
D041300219;2;1;M;SI;PD;F;MO;BR;8;          
D041300220;1;1;M;47;PS;F;OU;BR;5;          
D041300221;1;1;M;73;PD;F;MO;BR;3;          
D041300222;1;1;M;47;CD;F;MO;BR;5;          
D041300223;1;1;F;57;PS;F;ON;BR;3;          
D041300224;1;1;M;40;CD;F;MO;BR;5;          
D041300225;1;1;M;25;CD;F;MO;BR;6;          
D041300226;1;2;M;34;CD;F;MO;BR;8;          
D041300226;2;2;F;22;PS;F;MO;BR;5;          
D041300227;1;1;M;22;PD;F;MO;BR;8;          
D041300227;2;1;M;21;PD;F;MO;BR;3;          
D041300228;1;1;M;91;PD;F;CA;BR;8;          
D041300229;1;1;F;36;CD;F;MO;BR;5;          
D041300229;2;1;M;32;PD;F;MO;BR;8;          
D041300230;1;1;M;55;PD;F;CM;BR;3;          
D041300231;1;1;F;66;PD;F;MO;BR;3;          
D041300232;1;1;M;55;PD;F;CM;BR;3;          
D041300233;1;1;F;26;PD;F;CM;BR;5;          
D041300234;1;1;F;19;PD;F;AU;BR;3;          
D041300235;1;1;M;SI;CD;F;MO;BR;8;          
D041300235;2;1;M;SI;PD;F;MO;BR;8;          
D041300236;1;1;M;71;PD;F;CM;BR;8;          
D041300237;1;1;M;18;CD;F;MO;BR;3;          
D041300238;1;1;M;23;CD;F;MO;BR;3;          
D041300239;1;1;M;27;CD;F;MO;BR;5;          
D041300240;1;1;M;50;CD;F;AU;BR;3;          
D041300240;2;1;M;23;PS;F;AU;BR;5;          
D041300241;1;1;M;29;PD;F;AU;BR;3;          
D041300242;1;1;F;27;PD;F;AU;BR;8;          
D041300243;1;1;F;39;CD;F;MO;BR;5;          
D041300244;1;1;M;18;PD;F;AU;BR;8;          
D041300245;1;1;M;28;CD;F;MO;BR;7;          
D041300246;1;1;M;25;PD;F;AU;BR;3;          
D041300247;1;1;M;43;PD;F;AU;SA;3;          
D041300248;1;1;F;55;PD;F;AU;SA;8;          
D041300249;1;1;M;30;CD;F;MO;BR;3;          
D041300250;1;1;M;26;PD;F;AU;BR;8;          
D041300251;1;1;M;SI;PD;F;AU;SA;8;          
D041300252;1;1;F;41;CD;F;MO;BR;5;          
D041300253;1;1;M;21;CD;F;MO;BR;3;          
D041300253;2;1;F;34;PD;F;MO;BR;8;          
D041300254;1;1;M;9;PD;F;AU;BR;8;          
D041300255;1;2;M;23;CD;F;MO;BR;8;          
D041300256;1;2;F;54;PS;F;AU;BR;6;          
D041300257;1;1;F;40;CD;F;AU;BR;7;          
D041300258;1;1;F;76;CD;F;AU;BR;7;          
D041300258;2;1;M;26;PS;F;AU;BR;5;          
D041300259;1;1;F;45;PD;F;MO;BR;5;          
D041300260;1;1;M;53;PD;F;AU;BR;3;          
D041300261;1;1;M;10;PD;F;AU;BR;3;          
D041300261;2;1;F;40;PD;F;AU;BR;3;          
D041300262;1;2;F;28;CD;F;MO;BR;5;          
D041300263;1;2;M;39;CD;F;MO;BR;8;          
D041300264;1;1;M;52;PD;F;AU;BR;3;          
D041300265;1;2;M;50;CD;F;MO;BR;6;          
D041300266;1;1;M;42;CD;F;AU;BR;8;          
D041300266;2;1;F;13;PS;F;AU;BR;8;          
D041300267;1;2;F;32;CD;F;MO;BR;5;          
D041300267;2;2;F;32;PS;F;MO;BR;5;          
D041300268;1;2;M;28;CD;F;MO;BR;5;          
D041300269;1;1;M;28;PD;F;AU;BR;8;          
D041300270;1;1;F;SI;PD;F;OU;BR;8;          
D041300271;1;1;F;16;PD;F;AU;BR;3;          
D041300272;1;1;M;71;PD;F;SI;BR;8;          
D041300273;1;2;M;SI;CD;F;BI;BR;8;          
D041300274;1;1;M;23;CD;F;MO;BR;5;          
D041300275;1;1;M;25;CD;F;MO;BR;7;          
D041300276;1;1;F;29;CD;F;MO;BR;5;          
D041300277;1;1;F;45;PD;F;MO;BR;3;          
D041300278;1;1;M;35;CD;F;MO;BR;3;          
D041300279;1;1;M;37;CD;F;MO;BR;3;          
D041300280;1;1;F;48;CD;F;AU;BR;5;          
D041300280;2;1;F;SI;PS;F;AU;BR;8;          
D041300280;3;1;F;19;PD;F;AU;BR;5;          
D041300281;1;1;M;32;CD;F;MO;BR;5;          
D041300282;1;1;F;45;CD;F;AU;BR;5;          
D041300283;1;2;M;42;PS;F;OU;BR;5;          
D041300283;2;2;F;52;PS;F;OU;BR;7;          
D041300284;1;1;M;33;CD;F;AU;BR;7;          
D041300285;1;1;M;28;CD;F;MO;BR;8;          
D041300286;1;1;M;25;CD;F;MO;BR;3;          
D041300287;1;1;M;18;CD;F;MO;BR;5;          
D041300287;2;1;M;26;PD;F;MO;BR;3;          
D041300288;1;1;F;39;PS;F;MO;BR;2;          
D041300289;1;1;M;33;CD;F;MO;BR;2;          
D041300290;1;1;M;42;PD;F;AU;BR;5;          
D041300292;1;1;F;91;PD;F;AU;BR;5;          
D041300293;1;1;M;31;CD;F;MO;BR;3;          
D041300294;1;1;M;41;CD;F;MO;BR;8;          
D041300295;1;1;M;52;PD;F;AU;BR;3;          
D041300296;1;1;M;46;CD;F;MO;BR;3;          
D041300297;1;1;F;85;PD;F;AU;BR;8;          
D041300298;1;1;M;35;CD;F;AU;BR;8;          
D041300299;1;1;M;64;PD;F;MO;BR;8;          
D041300300;1;1;M;SI;PD;F;ON;BR;8;          
D041300301;1;1;M;22;CD;F;MO;BR;5;          
D041300302;1;1;M;30;CD;F;MO;BR;7;          
D041300303;1;1;M;SI;CD;F;OU;BR;8;          
D041300303;2;2;M;35;CD;F;OU;BR;3;          
D041300303;3;2;F;35;PS;F;OU;BR;5;          
D041300303;4;2;F;33;PS;F;OU;BR;3;          
D041300304;1;1;M;34;CD;F;MO;BR;7;          
D041300305;1;1;M;SI;CD;F;MO;BR;8;          
D041300306;1;1;M;40;CD;F;MO;BR;6;          
D041300307;1;1;M;SI;CD;F;MO;BR;8;          
D041300308;1;1;M;37;CD;F;MO;BR;7;          
D041300309;1;1;F;24;CD;F;MO;BR;7;          
D041300310;1;1;M;SI;CD;F;AU;BR;7;          
D041300311;1;2;F;87;CD;F;AU;BR;3;          
D041300311;2;3;F;47;PS;F;AU;BR;5;          
D041300312;1;1;M;35;CD;F;MO;BR;5;          
D041300313;1;1;M;25;CD;F;MO;BR;5;          
D041300313;2;1;F;48;PS;F;MO;BR;8;          
D041300314;1;1;M;24;CD;F;MO;BR;3;          
D041300315;1;1;M;47;PD;F;AU;BR;3;          
D041300316;1;1;F;48;PD;F;AU;BR;3;          
D041300317;1;1;F;75;PD;F;CM;BR;7;          
D041300318;1;2;M;32;CD;F;CM;BR;5;          
D041300319;1;1;F;57;PD;F;SI;BR;5;          
D041300320;1;1;M;36;PD;F;SI;SA;3;          
D041300321;1;1;F;27;CD;F;AU;BR;7;          
D041300321;2;2;F;35;PS;F;AU;BR;3;          
D041300322;1;1;M;58;CD;F;AU;BR;8;          
D041300323;1;1;M;29;CD;F;MO;BR;5;          
D041300324;1;1;F;44;PD;F;AU;BR;5;          
D041300325;1;1;F;28;CD;F;AU;BR;5;          
D041300326;1;1;F;71;PD;F;MO;BR;8;          
D041300327;1;1;M;36;CD;F;MO;BR;5;          
D041300328;1;1;M;29;CD;F;MO;BR;5;          
D041300328;2;1;F;24;PS;F;MO;BR;5;          
D041300329;1;1;M;30;CD;F;MO;BR;8;          
D041300330;1;1;M;40;CD;F;MO;BR;3;          
D041300331;1;1;F;36;CD;F;BI;BR;3;          
D041300332;1;1;F;22;PD;F;AU;BR;3;          
D041300333;1;1;F;41;PD;F;SI;BR;5;          
D041300334;1;1;M;56;CD;F;MO;BR;3;          
D041300335;1;1;M;29;CD;F;MO;BR;5;          
D041300336;1;1;F;28;PS;F;MO;BR;5;          
D041300337;1;1;F;29;CD;F;AU;BR;7;          
D041300338;1;1;M;SI;CD;F;AU;BR;3;          
D041300338;2;2;F;24;CD;F;AU;BR;5;          
D041300339;1;1;M;SI;PD;F;ON;BR;8;          
D041300340;1;1;M;37;CD;F;MO;BR;5;          
D041300341;1;1;M;40;CD;F;MO;BR;3;          
D041300342;1;1;M;22;SI;F;SI;BR;3;          
D041300342;2;2;X;SI;SI;F;SI;BR;8;          
D041300343;1;1;M;44;CD;F;AU;BR;2;          
D041300343;2;1;M;32;PS;F;AU;BR;3;          
D041300344;1;1;M;41;CD;F;MO;BR;5;          
D041300345;1;1;M;SI;CD;F;MO;BR;8;          
D041300346;1;2;M;47;CD;F;BI;BR;7;          
D041300347;1;1;F;81;PD;F;OU;BR;2;          
D041300348;1;1;F;59;PD;F;AU;BR;5;          
D041300349;1;1;M;31;CD;F;MO;BR;8;          
D041300350;1;1;M;53;CD;F;MO;BR;3;          
D041300351;1;1;M;42;PD;F;SI;BR;3;          
D041300352;1;1;M;30;CD;F;MO;BR;3;          
D041300352;2;1;M;35;PS;F;MO;BR;3;          
D041300353;1;1;M;27;CD;F;MO;BR;3;          
D041300354;1;1;F;SI;PD;F;MO;BR;8;          
D041300355;1;2;M;26;CD;F;BI;BR;5;          
D041300356;1;1;M;44;CD;F;AU;BR;8;          
D041300357;1;1;M;45;CD;F;MO;BR;5;          
D041300358;1;1;M;60;PD;F;MO;BR;5;          
D041300359;1;1;M;20;PD;F;AU;BR;8;          
D041300360;1;1;F;33;PS;F;AU;BR;5;          
D041300361;1;1;M;22;CD;F;MO;BR;3;          
D041300362;1;1;F;48;CD;F;AU;BR;7;          
D041300363;1;1;F;21;CD;F;MO;BR;7;          
D041300364;1;1;M;31;CD;F;MO;BR;5;          
D041300365;1;1;F;55;PD;F;AU;BR;5;          
D041300366;1;1;M;32;CD;F;AU;BR;6;          
D041300367;1;1;M;38;PS;F;MO;BR;3;          
D041300368;1;1;M;24;CD;F;MO;BR;3;          
D041300369;1;1;M;30;CD;F;MO;BR;7;          
D041300370;1;1;M;SI;PD;F;SI;BR;8;          
D041300371;1;1;M;44;CD;F;MO;BR;7;          
D041300372;1;1;F;42;PD;F;AU;BR;3;          
D041300373;1;1;M;55;PD;F;MO;BR;3;          
D041300374;1;1;F;27;CD;F;MO;BR;3;          
D041300375;1;1;M;26;CD;F;MO;BR;7;          
D041300376;1;1;F;33;CD;F;MO;BR;5;          
D041300376;2;1;F;32;PS;F;MO;BR;5;          
D041300377;1;1;M;26;CD;F;MO;BR;3;          
D041300378;1;1;M;23;CD;F;MO;BR;7;          
D041300379;1;1;M;33;CD;F;MO;BR;5;          
D041300380;1;1;M;29;CD;F;MO;BR;8;          
D041300381;1;1;F;42;PD;F;OU;BR;3;          
D041300382;1;1;M;35;CD;F;MO;BR;5;          
D041300382;2;2;M;35;CD;F;MO;BR;8;          
D041300383;1;1;F;30;CD;F;MO;BR;5;          
D041300384;1;1;M;83;PD;F;MO;BR;7;          
D041300385;1;1;M;32;CD;F;MO;BR;5;          
D041300386;1;1;F;35;PS;F;AU;BR;6;          
D041300387;1;1;F;20;PD;F;AU;BR;5;          
D041300388;1;1;M;30;CD;F;AU;BR;7;          
D041300389;1;1;M;27;CD;F;MO;BR;8;          
D041300390;1;1;M;32;CD;F;MO;BR;8;          
D041300391;1;1;M;43;CD;F;AU;BR;4;          
D041300392;1;1;F;43;PS;F;MO;BR;7;          
D041300393;1;1;M;36;CD;F;MO;BR;7;          
D041300394;1;1;M;80;PD;F;AU;BR;2;          
D041300395;1;2;M;38;CD;F;MO;BR;5;          
D041300396;1;1;M;35;CD;F;MO;BR;5;          
D041300396;2;1;M;55;PD;F;MO;BR;8;          
D041300397;1;1;M;33;PD;F;AU;BR;5;          
D041300398;1;1;M;27;CD;F;MO;BR;3;          
D041300399;1;1;M;26;CD;F;MO;BR;8;          
D041300400;1;1;M;35;CD;F;MO;BR;8;          
D041300401;1;1;M;25;CD;F;AU;BR;7;          
D041300401;2;1;F;19;PS;F;AU;BR;8;          
D041300403;1;1;M;14;PD;F;AU;BR;2;          
D041300404;1;1;M;34;CD;F;MO;BR;3;          
D041300405;1;1;M;25;CD;F;MO;BR;8;          
D041300406;1;1;M;44;CD;F;MO;BR;4;          
D041300407;1;1;F;77;PD;F;AU;BR;8;          
D041300408;1;1;M;29;CD;F;AU;BR;7;          
D041300408;2;1;M;8;PS;F;AU;BR;8;          
D041300409;1;1;M;38;CD;F;MO;BR;2;          
D041300410;1;1;M;32;CD;F;MO;BR;4;          
D041300411;1;1;M;35;CD;F;MO;BR;5;          
D041300412;1;1;M;34;CD;F;MO;BR;3;          
D041300413;1;1;M;32;CD;F;MO;BR;2;          
D041300414;1;1;F;35;PD;F;AU;BR;7;          
D041300414;2;1;F;SI;PD;F;AU;BR;8;          
D041300415;1;1;F;20;PD;F;CM;BR;3;          
D041300415;2;1;F;50;PD;F;CM;BR;8;          
D041300416;1;1;M;46;CD;F;AU;BR;3;          
D041300416;2;1;F;5;PS;F;AU;BR;8;          
D041300417;1;1;M;43;CD;F;MO;BR;3;          
D041300417;2;1;M;20;PS;F;MO;BR;3;          
D041300418;1;1;F;48;PD;F;AU;BR;7;          
D041300419;1;1;M;18;CD;F;MO;BR;5;          
D041300420;1;1;M;11;PD;F;AU;BR;3;          
D041300421;1;1;M;26;CD;F;MO;BR;5;          
D041300422;1;1;M;28;CD;F;MO;BR;3;          
D041300423;1;1;M;46;CD;F;MO;BR;3;          
D041300424;1;1;M;62;CD;F;AU;BR;8;          
D041300425;1;1;M;35;CD;F;BI;BR;4;          
D041300426;1;1;M;51;CD;F;MO;BR;8;          
D041300427;1;1;F;25;CD;F;AU;BR;3;          
D041300427;2;1;F;22;PS;F;AU;BR;5;          
D041300428;1;1;F;47;PS;F;OU;BR;3;          
D041300429;1;1;M;37;CD;F;MO;BR;5;          
D041300430;1;1;M;27;CD;F;MO;BR;5;          
D041300431;1;1;M;36;CD;F;MO;BR;6;          
D041300432;1;1;M;25;CD;F;MO;BR;5;          
D041300433;1;1;M;16;CD;F;MO;BR;3;          
D041300434;1;1;F;77;PD;F;CM;BR;8;          
D041300435;1;1;M;20;CD;F;MO;BR;3;          
D041300436;1;2;F;39;CD;F;AU;BR;5;          
D041300437;1;2;M;20;CD;F;MO;BR;5;          
D041300438;1;2;M;24;CD;F;MO;BR;5;          
D041300439;1;2;M;35;CD;F;MO;BR;5;          
D041300441;1;1;F;43;PS;F;OU;BR;5;          
D041300442;1;2;F;50;CD;F;MO;BR;3;          
D041300443;1;1;M;63;PD;F;MO;BR;3;          
D041300444;1;1;F;61;PD;F;MO;BR;8;          
D041300445;1;1;M;25;PD;F;CM;BR;3;          
D041300446;1;1;F;19;PD;F;MO;BR;5;          
D041300448;1;2;M;30;CD;F;MO;BR;4;          
D041300448;2;2;F;26;PS;F;MO;BR;5;          
D041300449;1;1;F;64;CD;F;AU;BR;5;          
D041300449;2;2;F;72;CD;F;AU;BR;5;          
D041300450;1;1;F;65;PD;F;MO;BR;5;          
D041300451;1;1;M;33;PD;F;MO;BR;5;          
D041300452;1;1;M;49;PD;F;MO;BR;8;          
D041300453;1;2;M;30;CD;F;MO;BR;5;          
D041300454;1;1;M;27;CD;F;MO;BR;8;          
D041300455;1;1;F;98;PD;F;MO;BR;3;          
D041300456;1;1;F;86;PD;F;AU;BR;8;          
D041300457;1;2;M;31;CD;F;MO;BR;7;          
D041300457;2;2;F;37;PS;F;MO;BR;7;          
D041300458;1;2;M;25;CD;F;MO;BR;3;          
D041300459;1;2;M;33;CD;F;MO;BR;3;          
D041300460;1;1;M;29;PS;F;MO;BR;5;          
D041300461;1;1;M;33;CD;F;MO;BR;3;          
D041300461;2;1;M;77;PD;F;MO;BR;3;          
D041300462;1;1;F;37;CD;F;AU;BR;5;          
D041300462;2;2;M;36;CD;F;AU;BR;8;          
D041300463;1;1;M;23;CD;F;MO;BR;5;          
D041300464;1;1;M;35;CD;F;CM;BR;5;          
D041300465;1;2;M;32;CD;F;MO;BR;7;          
D041300466;1;2;M;48;CD;F;MO;BR;3;          
D041300467;1;1;M;26;CD;F;AU;BR;5;          
D041300467;2;1;F;24;PD;F;AU;BR;7;          
D041300468;1;2;M;38;CD;F;MO;BR;3;          
D041300469;1;2;M;34;CD;F;MO;BR;5;          
D041300470;1;5;M;24;CD;F;MO;BR;5;          
D041300471;1;1;M;30;CD;F;AU;BR;3;          
D041300472;1;1;F;67;PS;F;ON;BR;3;          
D041300473;1;3;M;30;CD;F;MO;BR;3;          
D041300474;1;2;M;40;CD;F;MO;BR;7;          
D041300476;1;1;M;SI;PD;F;CA;BR;8;          
D041300477;1;1;M;29;CD;F;MO;BR;3;          
D041300478;1;1;M;21;CD;F;CM;BR;3;          
D041300478;2;1;M;24;PS;F;CM;BR;5;          
D041300478;3;1;M;31;PS;F;CM;BR;5;          
D041300478;4;1;M;28;PS;F;CM;BR;3;          
D041300478;5;1;M;21;PS;F;CM;BR;3;          
D041300479;1;1;M;25;CD;F;MO;BR;3;          
D041300480;1;1;M;34;CD;F;MO;BR;5;          
D041300481;1;2;M;28;CD;F;MO;BR;2;          
D041300482;1;1;M;SI;CD;F;MO;BR;8;          
D041300483;1;1;M;21;CD;F;MO;BR;5;          
D041300484;1;1;F;22;PD;F;MO;BR;5;          
D041300485;1;1;M;43;CD;F;MO;BR;3;          
D041300486;1;1;M;62;CD;F;CM;BR;8;          
D041300487;1;1;F;18;PD;F;MO;BR;2;          
D041300488;1;1;F;76;PD;F;AU;BR;8;          
D041300489;1;2;M;19;CD;F;MO;BR;3;          
D041300490;1;1;M;40;CD;F;MO;BR;8;          
D041300491;1;1;M;48;CD;F;MO;BR;2;          
D041300492;1;1;M;29;CD;F;MO;BR;6;          
D041300492;2;2;M;SI;CD;F;MO;BR;8;          
D041300493;1;1;M;25;CD;F;MO;BR;3;          
D041300494;1;1;M;22;CD;F;MO;BR;3;          
D041300495;1;1;F;15;PD;F;AU;BR;4;          
D041300496;1;1;M;43;CD;F;MO;BR;5;          
D041300496;2;2;M;29;CD;F;MO;BR;5;          
D041300497;1;1;M;37;CD;F;MO;BR;5;          
D041300498;1;2;M;85;CD;F;AU;BR;3;          
D041300499;1;1;F;43;CD;F;MO;BR;7;          
D041300500;1;1;M;27;CD;F;MO;BR;7;          
D041300501;1;1;F;57;PD;F;MO;BR;8;          
D041300502;1;1;M;66;CD;F;AU;BR;3;          
D041300503;1;1;M;34;CD;F;MO;BR;5;          
D041300504;1;2;M;41;CD;F;MO;BR;5;          
D041300505;1;2;F;76;PS;F;AU;BR;3;          
D041300506;1;2;M;28;CD;F;MO;BR;3;          
D041300507;1;2;M;21;CD;F;MO;BR;5;          
D041300508;1;1;M;46;PD;F;CM;BR;5;          
D041300509;1;1;M;53;CD;F;AU;BR;8;          
D041300510;1;1;F;22;PS;F;MO;BR;3;          
D041300511;1;2;M;18;CD;F;MO;BR;3;          
D041300511;2;2;F;17;PS;F;MO;BR;3;          
D041300512;1;2;M;18;CD;F;MO;BR;3;          
D041300512;2;2;F;19;PS;F;MO;BR;3;          
D041300513;1;1;F;20;PS;F;MO;BR;5;          
D041300514;1;1;M;19;CD;F;MO;BR;3;          
D041300515;1;1;M;42;CD;F;MO;BR;5;          
D041300516;1;1;M;32;CD;F;MO;BR;5;          
D041300517;1;1;M;25;CD;F;MO;BR;5;          
D041300518;1;2;M;41;CD;F;MO;BR;3;          
D041300519;1;1;F;39;PD;F;AU;BR;5;          
D041300520;1;1;F;25;PD;F;AU;BR;5;          
D041300521;1;1;M;33;CD;F;MO;BR;5;          
D041300522;1;1;F;28;CD;F;MO;BR;7;          
D041300523;1;1;M;40;CD;F;MO;BR;6;          
D041300524;1;1;M;47;CD;F;MO;BR;3;          
D041300525;1;1;M;45;CD;F;MO;BR;3;          
D041300526;1;1;M;43;CD;F;AU;BR;5;          
D041300526;2;1;M;38;PS;F;AU;BR;5;          
D041300527;1;1;M;45;CD;F;MO;BR;7;          
D041300528;1;2;F;32;CD;F;AU;BR;7;          
D041300531;1;1;M;52;CD;F;AU;BR;3;          
D041300531;2;1;M;17;PS;F;AU;BR;8;          
D041300531;3;1;F;17;PS;F;AU;BR;8;          
D041300531;4;1;M;17;PS;F;AU;BR;8;          
D041300532;1;1;M;32;CD;F;MO;BR;3;          
D041300533;1;1;M;24;PD;F;AU;BR;7;          
D041300534;1;1;M;30;CD;F;MO;BR;4;          
D041300535;1;1;M;52;CD;F;MO;BR;5;          
D041300536;1;1;M;35;CD;F;MO;BR;5;          
D041300537;1;1;M;21;CD;F;MO;BR;3;          
D041300538;1;1;M;34;CD;F;AU;BR;7;          
D041300538;2;1;F;37;PS;F;AU;BR;8;          
D041300539;1;2;M;63;CD;F;AU;BR;7;          
D041300539;2;2;F;43;PD;F;AU;BR;3;          
D041300540;1;1;M;30;CD;F;MO;BR;5;          
D041300541;1;1;M;30;CD;F;MO;BR;3;          
D041300542;1;1;M;24;CD;F;MO;BR;7;          
D041300542;2;2;M;37;CD;F;MO;BR;7;          
D041300543;1;1;M;30;CD;F;AU;BR;5;          
D041300543;2;1;M;33;PS;F;AU;BR;7;          
D041300544;1;1;M;96;CD;F;MO;BR;3;          
D041300545;1;1;F;20;PS;F;MO;BR;4;          
D041300546;1;1;M;59;CD;F;MO;BR;5;          
D041300547;1;1;F;36;CD;F;AU;BR;5;          
D041300548;1;1;M;24;CD;F;MO;BR;5;          
D041300549;1;1;M;26;CD;F;MO;BR;3;          
D041300550;1;1;M;21;CD;F;MO;BR;5;          
D041300550;2;1;F;60;PD;F;MO;BR;8;          
D041300550;3;1;F;66;PD;F;MO;BR;8;          
D041300551;1;1;M;85;PD;F;AU;BR;8;          
D041300552;1;1;M;22;CD;F;MO;BR;3;          
D041300553;1;1;M;32;CD;F;AU;BR;5;          
D041300554;1;1;M;28;CD;F;MO;BR;7;          
D041300554;2;1;M;19;PS;F;MO;BR;5;          
D041300555;1;1;M;44;CD;F;AU;BR;3;          
D041300555;2;1;F;45;PS;F;AU;BR;5;          
D041300556;1;1;F;SI;CD;F;BI;BR;8;          
D041300557;1;1;M;19;PD;F;CM;BR;4;          
D041300558;1;1;M;32;CD;F;AU;BR;4;          
D041300559;1;1;M;59;PD;F;AU;BR;3;          
D041300560;1;1;M;77;PS;F;MC;BR;3;          
D041300561;1;1;M;25;CD;F;MO;BR;3;          
D041300563;1;1;M;17;PD;F;MO;BR;2;          
D041300564;1;1;M;21;CD;F;MO;BR;8;          
D041300565;1;1;F;33;CD;F;MO;BR;7;          
D041300566;1;1;F;59;PD;F;SI;BR;8;          
D041300567;1;2;M;32;CD;F;MO;BR;7;          
D041300568;1;1;M;27;CD;F;MO;BR;4;          
