id_acidente;id_vitima;id_veiculo;sexo;idade;tipo_vitima;classificacao;tipo_veiculo;estado_alcoolizacao;escolaridade;data_obito
D031300384;1;3;F;28;PS;F;OU;BR;5;          
D031300384;2;3;F;43;PS;F;OU;BR;2;          
D031300385;1;1;M;37;CD;F;MO;BR;8;          
D031300386;1;1;M;13;PD;F;CM;BR;3;          
D031300387;1;1;F;31;CD;F;AU;BR;5;          
D031300388;1;1;M;20;CD;F;MO;BR;5;          
D031300389;1;1;M;21;SI;F;SI;BR;8;          
D031300390;1;1;M;SI;CD;F;MO;BR;8;          
D031300390;2;1;M;57;PS;F;MO;BR;3;          
D031300391;1;1;M;35;CD;F;MO;BR;7;          
D031300392;1;1;M;31;CD;F;MO;BR;3;          
D031300395;1;1;M;25;CD;F;MO;BR;5;          
D031300396;1;1;F;76;PS;F;MC;BR;1;          
D031300397;1;1;M;42;PD;F;AU;BR;8;          
D031300398;1;1;M;19;CD;F;MO;BR;5;          
D031300399;1;1;M;26;CD;F;MO;BR;5;          
D031300401;1;1;F;63;PD;F;AU;BR;3;          
D031300402;1;1;M;4;PD;F;MO;BR;8;          
D031300403;1;1;M;48;CD;F;MO;BR;2;          
D031300403;2;1;F;50;PS;F;MO;BR;8;          
D031300404;1;1;M;34;CD;F;MO;BR;8;          
D031300405;1;1;M;32;CD;F;MO;BR;5;          
D031300405;2;1;F;33;PS;F;MO;BR;5;          
D031300406;1;1;M;38;CD;F;MO;BR;3;          
D031300407;1;1;M;31;CD;F;MO;BR;5;          
D031300408;1;1;M;23;CD;F;MO;BR;5;          
D031300408;2;1;F;25;PS;F;MO;BR;5;          
D031300409;1;1;M;21;CD;F;MO;BR;3;          
D031300410;1;1;M;38;CD;F;MO;BR;5;          
D031300410;2;1;M;12;PS;F;MO;BR;2;          
D031300411;1;1;M;30;CD;F;AU;BR;5;          
D031300412;1;1;F;33;PS;F;ON;BR;5;          
D031300413;1;1;M;SI;PD;F;SI;BR;8;          
D031300414;1;1;M;10;PD;F;MO;BR;3;          
D031300415;1;1;F;57;PS;F;AU;BR;5;          
D031300416;1;1;F;16;PD;F;ON;BR;4;          
D031300417;1;1;M;7;PD;F;MO;BR;1;          
D031300418;1;3;M;57;CD;F;MO;BR;3;          
D031300419;1;1;F;43;PD;F;MO;BR;8;          
D031300420;1;1;M;25;CD;F;MO;BR;3;          
D031300421;1;1;M;32;CD;F;MO;BR;7;          
D031300422;1;1;F;40;PD;F;MO;BR;8;          
D031300423;1;1;M;23;CD;F;MO;BR;5;          
D031300424;1;2;M;22;CD;F;MO;BR;5;          
D031300424;2;2;M;22;PS;F;MO;BR;5;          
D031300425;1;1;M;34;PD;F;AU;BR;7;          
D031300426;1;1;F;50;PD;F;MO;BR;8;          
D031300427;1;1;M;22;CD;F;MO;BR;5;          
D031300428;1;1;M;33;CD;F;MO;BR;5;          
D031300430;1;1;M;82;PD;F;AU;BR;8;          
D031300431;1;2;M;21;CD;F;MO;BR;2;          
D031300431;2;2;M;14;PS;F;MO;BR;3;          
D031300432;1;2;M;41;CD;F;MO;BR;8;          
D031300434;1;2;M;31;CD;F;MO;BR;6;          
D031300435;1;1;F;64;PD;F;MO;BR;7;          
D031300436;1;1;M;31;CD;F;MO;BR;7;          
D031300437;1;2;M;56;CD;F;MO;BR;5;          
D031300437;2;2;F;7;PS;F;MO;BR;3;          
D031300439;1;1;M;22;CD;F;MO;BR;5;          
D031300440;1;1;M;SI;CD;F;MO;BR;8;          
D031300441;1;2;M;38;CD;F;MO;SA;5;          
D031300442;1;1;M;28;PD;F;CM;BR;5;          
D031300443;1;1;M;SI;PD;F;AU;BR;8;          
D031300445;1;1;M;33;CD;F;MO;BR;2;          
D031300446;1;1;F;27;PD;F;MO;BR;3;          
D031300447;1;3;M;34;CD;F;MO;BR;3;          
D031300448;1;1;M;SI;CD;F;MO;BR;8;          
D031300449;1;1;M;24;CD;F;MO;BR;5;          
D031300450;1;2;M;20;CD;F;MO;BR;3;          
D031300451;1;1;M;38;CD;F;MO;BR;3;          
D031300452;1;1;F;38;PD;F;AU;BR;8;          
D031300453;1;1;M;19;CD;F;MO;BR;4;          
D031300454;1;1;F;49;PD;F;AU;BR;3;          
D031300455;1;2;M;26;CD;F;MO;BR;3;          
D031300456;1;2;M;19;CD;F;MO;BR;3;          
D031300457;1;2;M;39;CD;F;MO;BR;5;          
D031300458;1;2;M;60;CD;F;MO;BR;5;          
D031300460;1;1;F;20;CD;F;MO;BR;5;          
D031300460;2;1;M;24;PS;F;MO;BR;3;          
D031300461;1;1;F;28;PD;F;AU;BR;5;          
D031300462;1;1;M;17;CD;F;MO;BR;3;          
D031300463;1;2;M;25;CD;F;MO;BR;3;          
D031300464;1;1;M;31;CD;F;MO;BR;3;          
D031300465;1;1;M;32;CD;F;MO;BR;3;          
D031300466;1;1;M;33;CD;F;AU;BR;6;          
D031300467;1;2;M;12;CD;F;BI;BR;3;          
D031300468;1;1;M;28;CD;F;SI;BR;8;          
D031300468;2;1;M;18;PS;F;SI;BR;3;          
D031300469;1;1;F;15;PS;F;AU;BR;8;          
D031300470;1;1;F;24;CD;F;MO;BR;3;          
D031300471;1;1;M;41;PD;F;CA;BR;3;          
D031300472;1;2;F;SI;PS;F;MO;BR;8;          
D031300472;2;3;F;29;PD;F;MO;BR;3;          
D031300473;1;1;F;37;PD;F;SI;BR;7;          
D031300474;1;1;M;3;PD;F;AU;BR;1;          
D031300475;1;1;F;24;PS;F;MO;BR;7;          
D031300476;1;1;F;33;PD;F;AU;BR;5;          
D031300477;1;1;M;40;CD;F;MO;BR;3;          
D031300477;2;2;M;27;CD;F;MO;BR;5;          
D031300478;1;1;M;25;CD;F;MO;BR;5;          
D031300479;1;1;F;31;CD;F;MO;BR;7;          
D031300479;2;1;M;28;PS;F;MO;BR;5;          
D031300480;1;1;M;28;CD;F;MO;BR;5;          
D031300480;2;2;M;42;CD;F;MO;BR;7;          
D031300481;1;1;M;31;CD;F;MO;BR;8;          
D031300482;1;2;M;30;CD;F;BI;BR;5;          
D031300483;1;2;F;SI;CD;F;BI;BR;8;          
D031300484;1;1;M;30;PD;F;AU;BR;8;          
D031300485;1;1;M;30;PS;F;AU;BR;5;          
D031300486;1;1;F;29;PS;F;AU;BR;5;          
D031300487;1;1;M;17;CD;F;MO;BR;3;          
D031300487;2;1;M;SI;PS;F;MO;BR;8;          
D031300488;1;1;M;21;CD;F;MO;BR;5;          
D031300489;1;1;M;36;CD;F;MO;BR;3;          
D031300489;2;2;M;25;CD;F;MO;BR;3;          
D031300490;1;1;F;24;PD;F;SI;BR;8;          
D031300491;1;1;F;24;CD;F;MO;BR;5;          
D031300494;1;1;M;23;CD;F;MO;BR;5;          
D031300495;1;2;M;22;CD;F;MO;BR;5;          
D031300495;2;2;M;20;PS;F;MO;BR;5;          
D031300496;1;1;M;28;CD;F;MO;BR;5;          
D031300497;1;1;M;23;CD;F;MO;BR;7;          
D031300498;1;1;F;42;CD;F;MO;BR;5;          
D031300499;1;1;M;32;CD;F;BI;BR;7;          
D031300500;1;1;M;43;CD;F;MO;BR;2;          
D031300501;1;1;M;24;CD;F;MO;BR;5;          
D031300502;1;1;M;SI;CD;F;MO;BR;8;          
D031300503;1;1;F;22;PD;F;ON;BR;3;          
D031300504;1;1;M;22;CD;F;MO;BR;3;          
D031300505;1;1;M;21;CD;F;MO;BR;3;          
D031300505;2;1;F;24;PS;F;MO;BR;5;          
D031300506;1;2;M;34;CD;F;MO;BR;3;          
D031300506;2;2;F;34;PS;F;MO;BR;8;          
D031300507;1;1;M;48;CD;F;MO;BR;6;          
D031300508;1;1;M;30;CD;F;MO;BR;5;          
D031300509;1;1;M;65;PS;F;ON;BR;3;          
D031300510;1;1;M;34;PD;F;CM;BR;8;          
D031300511;1;1;M;40;CD;F;MO;BR;5;          
D031300512;1;1;M;36;CD;F;MO;BR;8;          
D031300513;1;1;M;20;CD;F;MO;BR;3;          
D031300514;1;1;M;27;CD;F;MO;BR;5;          
D031300515;1;1;M;26;CD;F;MO;BR;5;          
D031300516;1;1;M;21;CD;F;MO;BR;5;          
D031300517;1;1;F;79;PD;F;MO;BR;8;          
D031300518;1;1;M;35;CD;F;MO;BR;5;          
D031300519;1;1;M;33;CD;F;AU;BR;4;          
D031300520;1;1;M;18;PD;F;MO;BR;8;          
D031300521;1;1;M;30;CD;F;MO;BR;5;          
D031300522;1;1;M;30;CD;F;MO;BR;7;          
D031300523;1;1;M;69;PD;F;AU;BR;3;          
D031300524;1;1;M;26;CD;F;MO;BR;5;          
D031300525;1;1;F;10;PD;F;AU;BR;8;          
D031300526;1;1;F;50;PD;F;AU;BR;3;          
D031300528;1;1;M;33;CD;F;AU;BR;3;          
D031300529;1;1;F;72;PD;F;AU;BR;8;          
D031300530;1;1;F;21;PD;F;MO;BR;5;          
D031300531;1;1;F;20;PD;F;AU;BR;5;          
D031300532;1;1;M;27;CD;F;MO;BR;3;          
D031300533;1;1;F;59;PD;F;CM;BR;5;          
D031300534;1;1;F;SI;PD;F;ON;BR;8;          
D031300535;1;1;F;41;PD;F;MO;BR;8;          
D031300536;1;1;M;35;CD;F;MO;BR;5;          
D031300538;1;1;F;72;PD;F;OU;BR;7;          
D031300539;1;1;F;38;CD;F;MO;BR;3;          
D031300540;1;1;M;56;CD;F;CA;BR;3;          
D031300541;1;1;M;SI;CD;F;MO;BR;8;          
D031300542;1;1;M;42;CD;F;MO;BR;5;          
D031300543;1;1;M;49;CD;F;MO;BR;3;          
D031300544;1;1;M;24;CD;F;MO;BR;7;          
D031300544;2;1;F;46;PD;F;MO;BR;7;          
D031300545;1;1;M;20;CD;F;MO;BR;6;          
D031300546;1;1;M;41;PD;F;MO;BR;3;          
D031300547;1;1;M;36;CD;F;MO;BR;3;          
D031300548;1;1;F;57;PD;F;AU;BR;5;          
D031300549;1;1;M;26;CD;F;MO;BR;8;          
D031300551;1;1;F;68;PS;F;ON;BR;6;          
D031300552;1;1;M;21;CD;F;MO;BR;3;          
D031300553;1;1;F;52;PD;F;AU;BR;8;          
D031300554;1;1;M;41;CD;F;MO;BR;5;          
D031300554;2;1;F;40;PS;F;MO;BR;5;          
D031300555;1;1;F;20;CD;F;MO;BR;3;          
D031300556;1;1;M;30;PD;F;MO;BR;3;          
D031300558;1;1;F;31;PD;F;AU;BR;7;          
D031300559;1;1;M;16;PS;F;MO;BR;3;          
D031300560;1;1;M;54;PD;F;AU;BR;6;          
D031300561;1;1;M;42;CD;F;BI;BR;7;          
D031300562;1;1;M;33;CD;F;MO;BR;5;          
D031300563;1;1;M;22;CD;F;AU;BR;5;          
D031300564;1;1;M;41;CD;F;MO;BR;8;          
D031300566;1;1;M;23;CD;F;MO;BR;3;          
D031300567;1;1;M;31;CD;F;MO;BR;3;          
D031300568;1;1;M;SI;PS;F;OU;BR;8;          
D031300569;1;1;F;36;CD;F;MO;BR;5;          
D031300569;2;1;M;69;PD;F;MO;BR;3;          
D031300570;1;1;M;26;CD;F;MO;BR;2;          
D031300571;1;1;F;43;PS;F;AU;BR;7;          
D031300572;1;1;M;SI;CD;F;BI;BR;8;          
D031300575;1;1;M;25;CD;F;MO;BR;3;          
D031300576;1;1;M;25;CD;F;AU;BR;5;          
D031300576;2;1;F;43;PS;F;AU;BR;5;          
D031300577;1;1;M;58;CD;F;AU;BR;5;          
D031300578;1;1;M;30;CD;F;MO;BR;5;          
D031300579;1;1;M;SI;CD;F;MO;BR;8;          
D031300580;1;1;F;45;CD;F;AU;BR;8;          
D031300581;1;1;M;24;CD;F;AU;BR;3;          
D031300581;2;1;F;22;PS;F;AU;BR;3;          
D031300582;1;1;F;79;PS;F;AU;BR;3;          
D031300583;1;1;M;38;CD;F;BI;BR;5;          
D031300584;1;1;M;20;CD;F;AU;BR;3;          
D031300584;2;1;M;22;PS;F;AU;BR;3;          
D031300585;1;1;M;29;CD;F;MO;BR;5;          
D031300586;1;1;F;50;PD;F;MO;BR;3;          
D031300587;1;1;M;23;PD;F;AU;BR;8;          
D031300588;1;1;F;31;PD;F;OU;BR;5;          
D031300588;2;1;M;7;PD;F;OU;BR;3;          
D031300589;1;1;M;33;CD;F;MO;BR;3;          
D031300590;1;1;F;39;PS;F;MO;BR;5;          
D031300591;1;1;M;30;CD;F;CM;BR;5;          
D031300591;2;1;F;22;PS;F;CM;BR;8;          
D031300592;1;1;M;SI;CD;F;MO;BR;7;          
D031300593;1;1;M;26;CD;F;OU;BR;8;          
D031300594;1;1;M;25;CD;F;MO;BR;8;          
D031300595;1;1;M;59;PD;F;AU;BR;6;          
D031300596;1;1;F;74;PD;F;AU;BR;2;          
D031300597;1;1;F;23;PD;F;AU;BR;5;          
D031300598;1;1;F;24;CD;F;MO;BR;5;          
D031300599;1;4;M;SI;CD;F;MO;BR;8;          
D031300600;1;1;M;33;CD;F;MO;BR;7;          
D031300601;1;1;F;37;CD;F;MO;BR;5;          
D031300602;1;1;M;27;CD;F;MO;BR;3;          
D031300603;1;1;M;26;PS;F;AU;BR;3;          
D031300604;1;1;F;69;PS;F;OU;BR;2;          
D031300605;1;1;M;47;CD;F;MO;BR;5;          
D031300606;1;1;M;14;CD;F;MO;BR;5;          
D031300607;1;1;F;29;PS;F;MO;BR;3;          
D031300608;1;1;F;46;CD;F;AU;BR;8;          
D031300609;1;1;M;22;PD;F;CA;BR;5;          
D031300610;1;1;M;22;CD;F;MO;BR;5;          
D031300611;1;1;M;46;CD;F;MO;BR;4;          
D031300612;1;1;M;25;CD;F;MO;BR;5;          
D031300613;1;1;M;38;CD;F;MO;BR;6;          
D031300614;1;1;M;25;CD;F;MO;BR;3;          
D031300615;1;1;M;SI;CD;F;MO;BR;8;          
D031300616;1;1;M;18;PD;F;CM;BR;5;          
D031300617;1;2;M;44;CD;F;AU;BR;8;          
D031300618;1;1;M;SI;CD;F;MO;BR;8;          
D031300619;1;1;M;32;CD;F;MO;BR;7;          
D031300620;1;1;M;44;CD;F;MO;BR;7;          
D031300622;1;1;M;28;CD;F;MO;BR;5;          
D031300624;1;1;F;38;CD;F;MO;BR;5;          
D031300625;1;2;M;82;CD;F;AU;BR;7;          
D031300625;2;2;F;82;PS;F;AU;BR;3;          
D031300626;1;1;F;31;PS;F;ON;BR;7;          
D031300627;1;1;M;22;CD;F;MO;BR;5;          
D031300627;2;1;M;19;PD;F;MO;BR;5;          
D031300628;1;1;M;SI;CD;F;MO;BR;8;          
D031300629;1;1;F;21;CD;F;AU;BR;7;          
D031300629;2;2;F;32;CD;F;AU;BR;7;          
D031300630;1;1;M;20;CD;F;MO;BR;3;          
D031300631;1;1;F;20;PD;F;AU;BR;8;          
D031300632;1;2;M;27;CD;F;BI;BR;3;          
D031300633;1;1;F;73;PD;F;MO;BR;3;          
D031300634;1;1;M;24;CD;F;MO;BR;3;          
D031300635;1;1;M;37;CD;F;MO;BR;5;          
D031300636;1;1;M;52;CD;F;MO;BR;7;          
D031300637;1;1;M;26;PD;F;AU;BR;7;          
D031300638;1;1;M;15;PD;F;CM;BR;8;          
D031300639;1;2;F;23;CD;F;MO;BR;5;          
D031300640;1;1;M;24;CD;F;MO;BR;5;          
D031300641;1;1;M;37;CD;F;MO;BR;5;          
D031300642;1;1;M;53;CD;F;SI;BR;5;          
D031300642;2;2;M;34;CD;F;MO;BR;7;          
D031300643;1;1;M;60;PD;F;ON;BR;8;          
D031300644;1;2;F;56;CD;F;AU;BR;5;          
D031300645;1;1;M;53;CD;F;MO;BR;7;          
D031300646;1;1;M;20;CD;F;AU;BR;6;          
D031300647;1;1;M;33;CD;F;MO;BR;8;          
D031300648;1;1;F;36;PD;F;AU;BR;5;          
D031300649;1;1;F;32;SI;F;MO;BR;7;          
D031300650;1;1;F;27;PD;F;CM;BR;5;          
D031300650;2;1;M;3;PD;F;CM;BR;1;          
D031300651;1;1;M;36;CD;F;SI;BR;8;          
D031300651;2;1;M;44;PS;F;SI;BR;8;          
D031300651;3;1;M;49;PS;F;SI;BR;5;          
D031300651;4;1;M;29;PS;F;SI;BR;7;          
D031300652;1;1;M;25;CD;F;MO;BR;3;          
D031300652;2;2;M;29;CD;F;MO;BR;3;          
D031300653;1;1;M;32;PD;F;SI;BR;3;          
D031300654;1;1;M;5;PS;F;MC;BR;8;          
D031300655;1;2;M;49;CD;F;MO;BR;4;          
D031300656;1;1;M;35;CD;F;MO;BR;5;          
D031300657;1;1;M;28;PD;F;ON;BR;3;          
D031300658;1;1;F;25;CD;F;MO;BR;7;          
D031300659;1;1;M;38;CD;F;MO;BR;5;          
D031300660;1;1;F;24;PS;F;AU;BR;5;          
D031300661;1;1;M;23;CD;F;MO;BR;6;          
D031300662;1;2;M;58;CD;F;AU;BR;8;          
D031300663;1;1;M;28;CD;F;MO;BR;5;          
D031300664;1;1;M;52;PD;F;MO;BR;8;          
D031300665;1;1;M;29;CD;F;MO;BR;3;          
D031300665;2;1;M;20;PS;F;MO;BR;3;          
D031300665;3;1;F;22;PD;F;MO;BR;5;          
D031300665;4;1;M;29;PD;F;MO;BR;5;          
D031300666;1;1;M;44;CD;F;AU;BR;7;          
D031300666;2;1;M;51;PS;F;AU;BR;8;          
D031300667;1;1;F;62;PS;F;OU;BR;3;          
D031300668;1;1;F;7;PS;F;AU;BR;8;          
D031300669;1;1;M;32;CD;F;MO;BR;5;          
D031300670;1;1;M;47;PS;F;OU;BR;8;          
D031300671;1;1;M;35;PD;F;AU;BR;5;          
D031300672;1;1;F;42;PD;F;MO;BR;3;          
D031300673;1;1;M;24;CD;F;AU;SA;5;          
D031300674;1;1;M;39;CD;F;AU;BR;5;          
D031300675;1;1;F;25;PS;F;AU;BR;5;          
D031300676;1;1;F;19;PS;F;AU;BR;5;          
D031300676;2;1;F;17;PS;F;AU;BR;3;          
D031300677;1;1;F;25;PS;F;MO;BR;5;          
D031300678;1;1;F;42;PS;F;MO;BR;7;          
D031300679;1;1;M;25;CD;F;MO;BR;5;          
D031300680;1;1;F;37;PD;F;AU;BR;5;          
D031300681;1;1;F;37;PS;F;AU;BR;4;          
D031300682;1;1;F;31;PS;F;AU;BR;3;          
D031300682;2;1;M;39;PS;F;AU;BR;3;          
D031300683;1;1;M;22;CD;F;MO;BR;3;          
D031300684;1;1;M;25;CD;F;MO;BR;5;          
D031300685;1;1;M;25;CD;F;MO;BR;5;          
D031300686;1;1;M;33;CD;F;AU;BR;5;          
D031300687;1;1;M;SI;CD;F;MO;BR;8;          
D031300688;1;1;M;28;CD;F;MO;BR;5;          
D031300689;1;1;M;10;PD;F;AU;BR;8;          
D031300690;1;1;M;55;CD;F;MO;BR;3;          
D031300691;1;1;F;25;PS;F;MO;BR;5;          
D031300692;1;1;M;25;CD;F;MO;BR;5;          
D031300693;1;1;M;2;PD;F;AU;BR;1;          
D031300694;1;1;F;SI;CD;F;AU;BR;5;          
D031300694;2;2;X;SI;CD;F;MO;BR;8;          
D031300695;1;1;M;27;CD;F;MO;BR;5;          
D031300696;1;1;F;SI;PD;F;AU;SA;8;          
D031300697;1;1;M;24;CD;F;MO;BR;4;          
D031300698;1;1;M;65;PD;F;SI;BR;2;          
D031300699;1;1;M;22;CD;F;MO;BR;5;          
D031300700;1;1;M;SI;CD;F;MO;BR;8;          
D031300701;1;1;F;57;PD;F;AU;BR;8;          
D031300702;1;2;M;13;CD;F;BI;BR;3;          
D031300703;1;1;M;44;CD;F;MO;BR;3;          
D031300704;1;1;F;19;PS;F;MO;BR;5;          
D031300704;2;1;M;69;PS;F;MO;BR;5;          
D031300705;1;1;M;38;PS;F;MO;BR;3;          
D031300707;1;3;M;SI;CD;F;BI;BR;8;          
D031300708;1;1;M;28;CD;F;MO;BR;8;          
D031300709;1;1;F;28;CD;F;MO;BR;5;          
D031300710;1;1;F;42;PD;F;AU;BR;3;          
D031300711;1;1;M;53;CD;F;MO;BR;5;          
D031300712;1;2;M;25;CD;F;BI;BR;5;          
D031300713;1;1;M;21;CD;F;MO;BR;5;          
D031300714;1;1;M;32;CD;F;MO;BR;2;          
D031300715;1;1;F;24;CD;F;MO;BR;3;          
D031300716;1;1;M;28;CD;F;MO;BR;5;          
D031300717;1;1;M;46;CD;F;MO;BR;8;          
D031300718;1;1;M;45;CD;F;MO;BR;3;          
D031300719;1;1;M;35;CD;F;MO;BR;5;          
D031300719;2;1;F;20;PS;F;MO;BR;8;          
D031300720;1;2;F;26;PS;F;OU;BR;7;          
D031300721;1;1;M;29;CD;F;MO;BR;5;          
D031300722;1;1;M;26;CD;F;MO;BR;5;          
D031300723;1;1;M;18;CD;F;MO;BR;3;          
D031300724;1;1;M;27;CD;F;MO;BR;5;          
D031300725;1;1;M;64;CD;F;AU;BR;7;          
D031300728;1;1;M;36;CD;F;AU;BR;5;          
D031300729;1;2;M;SI;CD;F;MO;BR;8;          
D031300729;2;2;M;SI;PS;F;MO;BR;8;          
D031300730;1;2;M;27;CD;F;MO;BR;5;          
D031300730;2;2;F;31;PS;F;MO;BR;5;          
D031300731;1;1;M;39;CD;F;AU;BR;3;          
D031300732;1;1;M;23;CD;F;MO;BR;5;          
D031300733;1;1;F;42;PS;F;MO;BR;5;          
D031300734;1;1;M;44;CD;F;MO;BR;7;          
D031300735;1;1;M;42;CD;F;MO;BR;7;          
D031300736;1;1;M;29;CD;F;MO;BR;5;          
D031300736;2;2;M;24;CD;F;MO;BR;7;          
D031300737;1;1;M;25;CD;F;MO;BR;5;          
D031300738;1;1;M;SI;CD;F;MO;BR;8;          
D031300739;1;1;M;25;CD;F;MO;BR;5;          
D031300740;1;1;M;38;CD;F;MO;BR;8;          
D031300741;1;1;M;31;CD;F;MO;BR;5;          
D031300742;1;1;M;26;CD;F;MO;BR;5;          
D031300743;1;1;M;36;CD;F;MO;BR;7;          
D031300744;1;1;M;SI;CD;F;MO;BR;8;          
D031300745;1;1;M;18;PD;F;AU;BR;5;          
D031300746;1;1;F;46;PD;F;AU;BR;5;          
D031300747;1;1;M;22;CD;F;MO;BR;3;          
D031300748;1;1;M;42;CD;F;MO;BR;8;          
D031300749;1;1;M;39;CD;F;MO;BR;3;          
D031300750;1;1;M;SI;CD;F;MO;BR;8;          
D031300751;1;1;M;21;CD;F;MO;BR;5;          
D031300752;1;1;F;27;CD;F;MO;BR;3;          
D031300753;1;1;M;20;CD;F;MO;BR;3;          
D031300754;1;1;M;36;CD;F;MO;BR;6;          
D031300755;1;1;M;SI;CD;F;MO;BR;8;          
D031300756;1;1;M;20;CD;F;MO;BR;3;          
D031300757;1;1;M;57;PD;F;AU;BR;3;          
D031300758;1;1;M;23;PS;F;MO;BR;3;          
D031300759;1;1;M;17;PS;F;MO;BR;3;          
D031300760;1;2;M;27;CD;F;MO;BR;8;          
D031300760;2;2;F;59;PS;F;MO;BR;8;          
D031300761;1;1;F;12;PD;F;CA;BR;2;          
D031300762;1;2;M;23;CD;F;MO;BR;5;          
D031300762;2;2;M;18;PS;F;MO;BR;8;          
D031300763;1;1;F;37;PS;F;MO;BR;5;          
D031300764;1;1;F;48;PD;F;MO;BR;3;          
D031300765;1;1;M;50;CD;F;MO;BR;3;          
D031300766;1;1;M;SI;CD;F;MO;BR;8;          
D031300767;1;1;M;27;CD;F;MO;BR;5;          
D031300769;1;2;F;29;CD;F;AU;BR;5;          
D031300770;1;3;M;20;CD;F;MO;BR;6;          
D031300771;1;1;M;35;CD;F;MO;BR;5;          
D031300772;1;1;M;57;PD;F;AU;BR;3;          
D031300773;1;1;F;37;PD;F;MO;BR;3;          
D031300774;1;2;M;45;CD;F;BI;BR;3;          
D031300775;1;2;M;16;CD;F;MO;BR;3;          
D031300776;1;1;M;22;CD;F;MO;BR;5;          
D031300777;1;1;M;SI;CD;F;MO;BR;8;          
D031300778;1;1;F;19;CD;F;AU;BR;6;          
D031300779;1;1;M;32;CD;F;MO;BR;3;          
D031300781;1;1;F;35;CD;F;MO;BR;5;          
D031300782;1;1;M;44;CD;F;MO;BR;7;          
D031300783;1;1;M;22;CD;F;MO;BR;3;          
D031300783;2;1;M;31;PS;F;MO;BR;5;          
D031300784;1;1;F;52;PD;F;AU;BR;5;          
D031300785;1;1;F;20;PS;F;AU;BR;5;          
D031300786;1;1;F;51;CD;F;MO;BR;7;          
D031300787;1;1;M;39;CD;F;MO;BR;7;          
D031300788;1;1;M;21;CD;F;MO;BR;8;          
D031300789;1;1;F;55;PD;F;SI;BR;3;          
D031300790;1;1;M;16;PD;F;CM;BR;2;          
D031300791;1;1;F;SI;PS;F;MO;BR;8;          
D031300793;1;1;F;24;PS;F;AU;BR;5;          
D031300794;1;1;M;18;CD;F;MO;BR;5;          
D031300795;1;1;M;31;CD;F;MO;BR;3;          
D031300796;1;2;M;53;CD;F;AU;BR;3;          
D031300796;2;2;F;48;PS;F;AU;BR;3;          
D031300797;1;2;F;45;PS;F;MO;BR;8;          
D031300798;1;1;M;30;CD;F;AU;BR;5;          
D031300799;1;1;M;36;CD;F;MO;BR;3;          
D031300800;1;1;M;32;CD;F;MO;BR;7;          
D031300801;1;1;M;32;CD;F;MO;BR;8;          
D031300802;1;1;M;28;CD;F;MO;BR;5;          
D031300802;2;1;F;21;PS;F;MO;BR;5;          
D031300803;1;1;F;31;PS;F;MO;BR;7;          
D031300804;1;1;M;24;CD;F;MO;BR;5;          
D031300805;1;1;F;26;CD;F;MO;BR;7;          
D031300806;1;1;M;SI;CD;F;MO;BR;8;          
D031300806;2;1;X;SI;SI;F;MO;BR;8;          
D031300807;1;1;M;22;CD;F;MO;BR;8;          
D031300807;2;1;F;33;PS;F;MO;BR;8;          
D031300808;1;1;M;41;PD;F;SI;BR;3;          
D031300809;1;1;M;32;CD;F;MO;BR;3;          
D031300810;1;1;M;SI;PD;F;CM;BR;8;          
D031300811;1;1;M;7;PD;F;AU;BR;8;          
D031300812;1;1;M;26;CD;F;AU;BR;3;          
D031300813;1;1;M;18;PD;F;SI;BR;3;          
D031300814;1;1;M;15;CD;F;AU;BR;8;          
D031300815;1;1;F;38;PD;F;AU;BR;5;          
D031300816;1;1;M;24;CD;F;MO;BR;8;          
D031300817;1;1;M;47;PD;F;AU;SA;5;          
D031300818;1;2;M;38;PS;F;AU;BR;5;          
D031300819;1;2;M;25;PS;F;AU;BR;1;          
D031300820;1;1;M;24;CD;F;MO;BR;3;          
D031300820;2;1;F;21;PS;F;MO;BR;3;          
D031300821;1;1;M;49;CD;F;CA;BR;5;          
D031300822;1;1;M;28;CD;F;MO;BR;3;          
D031300823;1;1;M;25;CD;F;MO;BR;3;          
D031300824;1;1;M;21;CD;F;MO;BR;3;          
D031300825;1;1;F;49;PD;F;AU;BR;8;          
D031300826;1;1;M;13;PD;F;SI;BR;2;          
D031300827;1;2;M;29;CD;F;AU;BR;5;          
D031300827;2;2;F;37;PS;F;AU;BR;5;          
D031300828;1;1;F;47;PD;F;MO;BR;5;          
D031300829;1;1;M;60;CD;F;MO;BR;2;          
D031300830;1;1;M;48;CD;F;AU;SA;8;          
D031300832;1;1;F;SI;PS;F;MO;BR;8;          
D031300833;1;1;F;53;PD;F;AU;BR;3;          
D031300834;1;1;M;18;CD;F;MO;BR;8;          
D031300834;2;1;M;7;PD;F;MO;BR;8;          
D031300835;1;2;M;17;CD;F;MO;BR;3;          
D031300836;1;1;F;45;CD;F;AU;BR;8;          
D031300836;2;1;F;SI;PS;F;AU;BR;8;          
D031300836;3;2;F;11;PS;F;AU;BR;2;          
D031300836;4;2;F;28;PS;F;AU;BR;5;          
D031300836;5;2;F;37;PS;F;AU;BR;5;          
D031300837;1;1;M;18;CD;F;MO;BR;3;          
D031300837;2;1;M;16;PS;F;MO;BR;3;          
D031300838;1;1;M;25;CD;F;AU;BR;5;          
D031300838;2;1;F;25;PS;F;AU;BR;7;          
D031300839;1;1;M;56;PD;F;AU;BR;3;          
D031300840;1;1;M;46;PD;F;MO;BR;5;          
