Groups, Gene1, Gene2, Sigmma_diag, C, gamma, errors
braca1_x_not_braca1, 83, 124, 0.1, 3.98107170553, 100.0, 0.319090909091
braca2_x_not_braca2, 1855, 1998, 0.1, 3.98107170553, 0.1, 0.114545454545
braca1_x_braca2, 1784, 2622, 0.1, 3.98107170553, 0.1, 0.236
braca1_x_not_braca1, 886, 1347, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2494, 2052, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1129, 263, 0.1, 1000.0, 0.1, 0.234666666667
braca1_x_not_braca1, 2580, 540, 0.1, 63.095734448, 0.1, 0.276363636364
braca2_x_not_braca2, 2371, 2195, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2808, 2910, 0.1, 3.98107170553, 10.0, 0.281333333333
braca1_x_not_braca1, 2974, 1755, 0.1, 1000.0, 1.0, 0.362727272727
braca2_x_not_braca2, 1180, 257, 0.1, 3.98107170553, 0.1, 0.158181818182
braca1_x_braca2, 1635, 1002, 0.1, 3.98107170553, 0.1, 0.226666666667
braca1_x_not_braca1, 1184, 268, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 593, 3100, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 885, 976, 0.1, 3.98107170553, 10.0, 0.28
braca1_x_not_braca1, 2778, 3196, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1419, 885, 0.1, 3.98107170553, 1.0, 0.259090909091
braca1_x_braca2, 790, 1999, 0.1, 3.98107170553, 10.0, 0.322666666667
braca1_x_not_braca1, 801, 2629, 0.1, 63.095734448, 1.0, 0.31
braca2_x_not_braca2, 1282, 1060, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1433, 1613, 0.1, 0.001, 0.1, 0.466666666667
braca1_x_not_braca1, 2201, 2028, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 758, 2813, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2526, 1623, 0.1, 3.98107170553, 1.0, 0.301333333333
braca1_x_not_braca1, 3159, 951, 0.1, 63.095734448, 10.0, 0.270909090909
braca2_x_not_braca2, 109, 2080, 0.1, 3.98107170553, 1.0, 0.269090909091
braca1_x_braca2, 2268, 1042, 0.1, 1000.0, 0.1, 0.297333333333
braca1_x_not_braca1, 1059, 132, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2409, 400, 0.1, 3.98107170553, 1.0, 0.215454545455
braca1_x_braca2, 1359, 295, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 82, 1761, 0.1, 63.095734448, 1.0, 0.271818181818
braca2_x_not_braca2, 2369, 2308, 0.1, 3.98107170553, 0.1, 0.173636363636
braca1_x_braca2, 2088, 2987, 0.1, 3.98107170553, 0.1, 0.252
braca1_x_not_braca1, 2075, 1361, 0.1, 63.095734448, 0.1, 0.197272727273
braca2_x_not_braca2, 761, 220, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 932, 1461, 0.1, 1000.0, 1.0, 0.426666666667
braca1_x_not_braca1, 2587, 387, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 780, 2311, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1259, 1578, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 1457, 482, 0.1, 3.98107170553, 10.0, 0.273636363636
braca2_x_not_braca2, 831, 689, 0.1, 1000.0, 0.1, 0.258181818182
braca1_x_braca2, 2495, 2808, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2899, 2533, 0.1, 63.095734448, 0.01, 0.206363636364
braca2_x_not_braca2, 1524, 913, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 174, 2087, 0.1, 3.98107170553, 100.0, 0.442666666667
braca1_x_not_braca1, 2006, 796, 0.1, 63.095734448, 10.0, 0.219090909091
braca2_x_not_braca2, 2716, 966, 0.1, 1000.0, 1.0, 0.327272727273
braca1_x_braca2, 2544, 1135, 0.1, 63.095734448, 0.01, 0.277333333333
braca1_x_not_braca1, 291, 636, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1853, 1557, 0.1, 3.98107170553, 10.0, 0.308181818182
braca1_x_braca2, 3126, 460, 0.1, 0.001, 10.0, 0.466666666667
braca1_x_not_braca1, 155, 1098, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1347, 1392, 0.1, 1000.0, 0.1, 0.271818181818
braca1_x_braca2, 1338, 1494, 0.1, 3.98107170553, 0.01, 0.156
braca1_x_not_braca1, 121, 2440, 0.1, 63.095734448, 1.0, 0.250909090909
braca2_x_not_braca2, 1954, 367, 0.1, 3.98107170553, 100.0, 0.34
braca1_x_braca2, 1890, 936, 0.1, 63.095734448, 0.1, 0.296
braca1_x_not_braca1, 653, 3194, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2999, 2801, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2494, 1899, 0.1, 63.095734448, 0.1, 0.38
braca1_x_not_braca1, 1484, 2546, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 512, 1905, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1427, 875, 0.1, 3.98107170553, 10.0, 0.3
braca1_x_not_braca1, 2981, 1834, 0.1, 3.98107170553, 100.0, 0.351818181818
braca2_x_not_braca2, 1653, 3145, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 262, 766, 0.1, 3.98107170553, 100.0, 0.486666666667
braca1_x_not_braca1, 1662, 108, 0.1, 63.095734448, 10.0, 0.357272727273
braca2_x_not_braca2, 1646, 1521, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1048, 37, 0.1, 3.98107170553, 1.0, 0.341333333333
braca1_x_not_braca1, 2872, 2065, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2677, 1493, 0.1, 63.095734448, 0.1, 0.274545454545
braca1_x_braca2, 1501, 2327, 0.1, 3.98107170553, 0.1, 0.304
braca1_x_not_braca1, 1245, 1972, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1297, 982, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 177, 132, 0.1, 3.98107170553, 10.0, 0.306666666667
braca1_x_not_braca1, 497, 2393, 0.1, 63.095734448, 0.01, 0.148181818182
braca2_x_not_braca2, 2145, 2656, 0.1, 63.095734448, 1.0, 0.31
braca1_x_braca2, 452, 1827, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2819, 916, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2496, 2404, 0.1, 63.095734448, 1.0, 0.314545454545
braca1_x_braca2, 2190, 1296, 0.1, 3.98107170553, 0.1, 0.353333333333
braca1_x_not_braca1, 204, 1137, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1831, 2971, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1473, 2294, 0.1, 3.98107170553, 10.0, 0.269333333333
braca1_x_not_braca1, 470, 2629, 0.1, 63.095734448, 1.0, 0.224545454545
braca2_x_not_braca2, 1901, 184, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2962, 2835, 0.1, 1000.0, 0.01, 0.28
braca1_x_not_braca1, 1320, 1651, 0.1, 3.98107170553, 100.0, 0.322727272727
braca2_x_not_braca2, 2933, 1113, 0.1, 1000.0, 1.0, 0.305454545455
braca1_x_braca2, 858, 1188, 0.1, 1000.0, 0.01, 0.434666666667
braca1_x_not_braca1, 1024, 3196, 0.1, 3.98107170553, 100.0, 0.319090909091
braca2_x_not_braca2, 2222, 2214, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1535, 1578, 0.1, 63.095734448, 0.1, 0.178666666667
braca1_x_not_braca1, 1163, 2846, 0.1, 63.095734448, 0.01, 0.261818181818
braca2_x_not_braca2, 1310, 987, 0.1, 1000.0, 0.1, 0.259090909091
braca1_x_braca2, 753, 1918, 0.1, 1000.0, 0.1, 0.206666666667
braca1_x_not_braca1, 2309, 915, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2219, 3057, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1728, 2169, 0.1, 3.98107170553, 0.1, 0.284
braca1_x_not_braca1, 3040, 3174, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 600, 2529, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 253, 867, 0.1, 3.98107170553, 0.1, 0.345333333333
braca1_x_not_braca1, 237, 620, 0.1, 3.98107170553, 100.0, 0.354545454545
braca2_x_not_braca2, 1090, 3056, 0.1, 63.095734448, 0.01, 0.184545454545
braca1_x_braca2, 2629, 3075, 0.1, 1000.0, 0.1, 0.374666666667
braca1_x_not_braca1, 1119, 940, 0.1, 1000.0, 0.1, 0.248181818182
braca2_x_not_braca2, 2807, 266, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3159, 479, 0.1, 3.98107170553, 10.0, 0.326666666667
braca1_x_not_braca1, 2993, 2386, 0.1, 1000.0, 0.1, 0.208181818182
braca2_x_not_braca2, 2580, 799, 0.1, 3.98107170553, 1.0, 0.180909090909
braca1_x_braca2, 3186, 320, 0.1, 3.98107170553, 10.0, 0.233333333333
braca1_x_not_braca1, 1688, 2185, 0.1, 63.095734448, 10.0, 0.310909090909
braca2_x_not_braca2, 3116, 2155, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 519, 1302, 0.1, 3.98107170553, 0.1, 0.3
braca1_x_not_braca1, 1260, 1259, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2088, 1370, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2472, 2872, 0.1, 3.98107170553, 1.0, 0.256
braca1_x_not_braca1, 1161, 2154, 0.1, 63.095734448, 0.1, 0.259090909091
braca2_x_not_braca2, 3013, 1513, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 26, 411, 0.1, 3.98107170553, 1.0, 0.410666666667
braca1_x_not_braca1, 512, 1114, 0.1, 63.095734448, 0.1, 0.161818181818
braca2_x_not_braca2, 80, 356, 0.1, 3.98107170553, 1.0, 0.202727272727
braca1_x_braca2, 2914, 2374, 0.1, 3.98107170553, 1.0, 0.176
braca1_x_not_braca1, 93, 3041, 0.1, 3.98107170553, 1.0, 0.255454545455
braca2_x_not_braca2, 921, 839, 0.1, 63.095734448, 0.1, 0.184545454545
braca1_x_braca2, 385, 880, 0.1, 63.095734448, 10.0, 0.338666666667
braca1_x_not_braca1, 988, 842, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 200, 1555, 0.1, 3.98107170553, 0.1, 0.149090909091
braca1_x_braca2, 2520, 456, 0.1, 3.98107170553, 0.1, 0.258666666667
braca1_x_not_braca1, 1646, 1739, 0.1, 3.98107170553, 10.0, 0.338181818182
braca2_x_not_braca2, 1190, 1379, 0.1, 3.98107170553, 100.0, 0.340909090909
braca1_x_braca2, 204, 2523, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2319, 761, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1603, 1357, 0.1, 3.98107170553, 1.0, 0.209090909091
braca1_x_braca2, 2945, 243, 0.1, 3.98107170553, 10.0, 0.382666666667
braca1_x_not_braca1, 661, 269, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1529, 1414, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 552, 1320, 0.1, 1000.0, 0.1, 0.316
braca1_x_not_braca1, 1486, 2056, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2290, 2882, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1760, 3094, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2700, 105, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2151, 106, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 469, 823, 0.1, 63.095734448, 1.0, 0.212
braca1_x_not_braca1, 2498, 156, 0.1, 3.98107170553, 10.0, 0.304545454545
braca2_x_not_braca2, 2509, 2816, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2951, 1703, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2838, 639, 0.1, 3.98107170553, 100.0, 0.350909090909
braca2_x_not_braca2, 601, 139, 0.1, 63.095734448, 0.1, 0.191818181818
braca1_x_braca2, 273, 1379, 0.1, 3.98107170553, 0.1, 0.350666666667
braca1_x_not_braca1, 889, 3025, 0.1, 3.98107170553, 1.0, 0.230909090909
braca2_x_not_braca2, 1310, 3004, 0.1, 63.095734448, 0.01, 0.263636363636
braca1_x_braca2, 1879, 1621, 0.1, 3.98107170553, 0.1, 0.272
braca1_x_not_braca1, 885, 2407, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1614, 1267, 0.1, 1000.0, 0.1, 0.260909090909
braca1_x_braca2, 985, 2253, 0.1, 3.98107170553, 10.0, 0.2
braca1_x_not_braca1, 1635, 1842, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1764, 967, 0.1, 1000.0, 0.1, 0.204545454545
braca1_x_braca2, 975, 994, 0.1, 3.98107170553, 0.1, 0.229333333333
braca1_x_not_braca1, 560, 3170, 0.1, 63.095734448, 1.0, 0.303636363636
braca2_x_not_braca2, 3093, 295, 0.1, 63.095734448, 0.01, 0.114545454545
braca1_x_braca2, 529, 1803, 0.1, 0.001, 10.0, 0.466666666667
braca1_x_not_braca1, 1231, 1379, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 50, 1233, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2423, 726, 0.1, 1000.0, 0.1, 0.398666666667
braca1_x_not_braca1, 771, 1293, 0.1, 3.98107170553, 100.0, 0.343636363636
braca2_x_not_braca2, 1125, 205, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3056, 2444, 0.1, 3.98107170553, 0.1, 0.313333333333
braca1_x_not_braca1, 194, 1127, 0.1, 3.98107170553, 10.0, 0.313636363636
braca2_x_not_braca2, 2758, 921, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 805, 2122, 0.1, 3.98107170553, 1.0, 0.118666666667
braca1_x_not_braca1, 2909, 1004, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1867, 579, 0.1, 63.095734448, 1.0, 0.360909090909
braca1_x_braca2, 2194, 2535, 0.1, 1000.0, 0.1, 0.325333333333
braca1_x_not_braca1, 863, 2594, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 472, 2288, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2106, 1100, 0.1, 3.98107170553, 0.1, 0.152
braca1_x_not_braca1, 2527, 2421, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 420, 2683, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2796, 171, 0.1, 3.98107170553, 100.0, 0.497333333333
braca1_x_not_braca1, 2124, 1317, 0.1, 3.98107170553, 10.0, 0.324545454545
braca2_x_not_braca2, 2284, 1484, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1293, 810, 0.1, 63.095734448, 1.0, 0.288
braca1_x_not_braca1, 15, 1023, 0.1, 1000.0, 0.1, 0.312727272727
braca2_x_not_braca2, 592, 674, 0.1, 3.98107170553, 1.0, 0.23
braca1_x_braca2, 1604, 194, 0.1, 3.98107170553, 0.1, 0.245333333333
braca1_x_not_braca1, 231, 1820, 0.1, 3.98107170553, 100.0, 0.330909090909
braca2_x_not_braca2, 1485, 651, 0.1, 63.095734448, 0.01, 0.288181818182
braca1_x_braca2, 1387, 1367, 0.1, 3.98107170553, 0.1, 0.350666666667
braca1_x_not_braca1, 885, 3225, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2608, 2871, 0.1, 3.98107170553, 10.0, 0.252727272727
braca1_x_braca2, 1307, 1263, 0.1, 3.98107170553, 0.01, 0.264
braca1_x_not_braca1, 3077, 393, 0.1, 3.98107170553, 10.0, 0.349090909091
braca2_x_not_braca2, 1362, 2362, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 507, 2870, 0.1, 3.98107170553, 1.0, 0.328
braca1_x_not_braca1, 979, 3120, 0.1, 3.98107170553, 100.0, 0.333636363636
braca2_x_not_braca2, 2168, 986, 0.1, 3.98107170553, 100.0, 0.323636363636
braca1_x_braca2, 1240, 2630, 0.1, 1000.0, 1.0, 0.393333333333
braca1_x_not_braca1, 2619, 101, 0.1, 3.98107170553, 1.0, 0.272727272727
braca2_x_not_braca2, 842, 445, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 727, 1969, 0.1, 3.98107170553, 0.1, 0.321333333333
braca1_x_not_braca1, 202, 2683, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2635, 2944, 0.1, 3.98107170553, 1.0, 0.211818181818
braca1_x_braca2, 1233, 2179, 0.1, 3.98107170553, 0.1, 0.229333333333
braca1_x_not_braca1, 3033, 193, 0.1, 1000.0, 0.1, 0.212727272727
braca2_x_not_braca2, 2241, 120, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1925, 87, 0.1, 3.98107170553, 0.1, 0.301333333333
braca1_x_not_braca1, 786, 2224, 0.1, 1000.0, 0.1, 0.281818181818
braca2_x_not_braca2, 1569, 680, 0.1, 3.98107170553, 100.0, 0.311818181818
braca1_x_braca2, 2642, 1878, 0.1, 0.001, 0.1, 0.466666666667
braca1_x_not_braca1, 204, 3154, 0.1, 63.095734448, 0.01, 0.19
braca2_x_not_braca2, 1843, 1039, 0.1, 3.98107170553, 10.0, 0.325454545455
braca1_x_braca2, 2568, 482, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2584, 572, 0.1, 63.095734448, 1.0, 0.167272727273
braca2_x_not_braca2, 1589, 266, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 684, 431, 0.1, 3.98107170553, 0.1, 0.313333333333
braca1_x_not_braca1, 461, 2013, 0.1, 63.095734448, 1.0, 0.134545454545
braca2_x_not_braca2, 3002, 1146, 0.1, 1000.0, 0.1, 0.258181818182
braca1_x_braca2, 2783, 1878, 0.1, 1000.0, 0.01, 0.214666666667
braca1_x_not_braca1, 1408, 2444, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 476, 1976, 0.1, 3.98107170553, 0.1, 0.229090909091
braca1_x_braca2, 2654, 576, 0.1, 0.001, 100.0, 0.466666666667
braca1_x_not_braca1, 1460, 735, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 537, 2062, 0.1, 3.98107170553, 0.01, 0.17
braca1_x_braca2, 1575, 339, 0.1, 3.98107170553, 1.0, 0.0386666666667
braca1_x_not_braca1, 1633, 3168, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2597, 3085, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2649, 1818, 0.1, 63.095734448, 0.01, 0.297333333333
braca1_x_not_braca1, 1668, 2356, 0.1, 1000.0, 0.01, 0.202727272727
braca2_x_not_braca2, 2984, 1363, 0.1, 3.98107170553, 0.1, 0.244545454545
braca1_x_braca2, 2677, 274, 0.1, 1000.0, 1.0, 0.284
braca1_x_not_braca1, 401, 1003, 0.1, 1000.0, 0.01, 0.220909090909
braca2_x_not_braca2, 1303, 2026, 0.1, 3.98107170553, 0.1, 0.182727272727
braca1_x_braca2, 921, 3054, 0.1, 63.095734448, 1.0, 0.334666666667
braca1_x_not_braca1, 3011, 2934, 0.1, 63.095734448, 1.0, 0.157272727273
braca2_x_not_braca2, 2319, 775, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1596, 2136, 0.1, 63.095734448, 0.01, 0.356
braca1_x_not_braca1, 76, 3164, 0.1, 3.98107170553, 100.0, 0.329090909091
braca2_x_not_braca2, 2115, 396, 0.1, 63.095734448, 0.01, 0.198181818182
braca1_x_braca2, 2529, 1144, 0.1, 1000.0, 0.01, 0.456
braca1_x_not_braca1, 2807, 2562, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 126, 2800, 0.1, 3.98107170553, 10.0, 0.364545454545
braca1_x_braca2, 2432, 2477, 0.1, 3.98107170553, 0.1, 0.181333333333
braca1_x_not_braca1, 712, 2285, 0.1, 3.98107170553, 10.0, 0.303636363636
braca2_x_not_braca2, 2289, 2400, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1876, 2890, 0.1, 3.98107170553, 0.1, 0.238666666667
braca1_x_not_braca1, 2790, 1963, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1195, 2918, 0.1, 63.095734448, 0.01, 0.147272727273
braca1_x_braca2, 1923, 604, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 1706, 1155, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2374, 290, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2752, 2637, 0.1, 63.095734448, 0.1, 0.289333333333
braca1_x_not_braca1, 580, 3138, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 276, 629, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1118, 1719, 0.1, 3.98107170553, 1.0, 0.230666666667
braca1_x_not_braca1, 2855, 238, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2766, 69, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 138, 958, 0.1, 63.095734448, 1.0, 0.372
braca1_x_not_braca1, 1726, 908, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 722, 2343, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1181, 958, 0.1, 1000.0, 0.01, 0.245333333333
braca1_x_not_braca1, 27, 3167, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2397, 2008, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 124, 1608, 0.1, 3.98107170553, 1.0, 0.328
braca1_x_not_braca1, 221, 3130, 0.1, 3.98107170553, 0.01, 0.224545454545
braca2_x_not_braca2, 2612, 179, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2877, 3195, 0.1, 3.98107170553, 100.0, 0.425333333333
braca1_x_not_braca1, 2766, 349, 0.1, 3.98107170553, 10.0, 0.330909090909
braca2_x_not_braca2, 1524, 2842, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2937, 363, 0.1, 63.095734448, 0.01, 0.0773333333333
braca1_x_not_braca1, 3204, 1027, 0.1, 63.095734448, 0.1, 0.195454545455
braca2_x_not_braca2, 1607, 1052, 0.1, 3.98107170553, 1.0, 0.288181818182
braca1_x_braca2, 417, 512, 0.1, 3.98107170553, 100.0, 0.449333333333
braca1_x_not_braca1, 2649, 1373, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 3217, 759, 0.1, 3.98107170553, 1.0, 0.238181818182
braca1_x_braca2, 2784, 1911, 0.1, 63.095734448, 0.1, 0.316
braca1_x_not_braca1, 1826, 191, 0.1, 63.095734448, 1.0, 0.28
braca2_x_not_braca2, 2437, 1440, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2850, 2959, 0.1, 63.095734448, 0.01, 0.238666666667
braca1_x_not_braca1, 2912, 2012, 0.1, 3.98107170553, 1.0, 0.236363636364
braca2_x_not_braca2, 1764, 2502, 0.1, 63.095734448, 0.01, 0.157272727273
braca1_x_braca2, 690, 423, 0.1, 63.095734448, 0.01, 0.357333333333
braca1_x_not_braca1, 402, 79, 0.1, 3.98107170553, 1.0, 0.294545454545
braca2_x_not_braca2, 645, 1600, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2036, 1181, 0.1, 3.98107170553, 1.0, 0.0306666666667
braca1_x_not_braca1, 1856, 2212, 0.1, 63.095734448, 10.0, 0.315454545455
braca2_x_not_braca2, 1186, 566, 0.1, 3.98107170553, 10.0, 0.326363636364
braca1_x_braca2, 2199, 1057, 0.1, 3.98107170553, 0.1, 0.290666666667
braca1_x_not_braca1, 328, 48, 0.1, 63.095734448, 0.01, 0.182727272727
braca2_x_not_braca2, 1003, 242, 0.1, 63.095734448, 0.01, 0.198181818182
braca1_x_braca2, 2754, 1212, 0.1, 3.98107170553, 0.1, 0.324
braca1_x_not_braca1, 1954, 2032, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2342, 170, 0.1, 3.98107170553, 1.0, 0.213636363636
braca1_x_braca2, 1611, 1704, 0.1, 3.98107170553, 0.01, 0.289333333333
braca1_x_not_braca1, 711, 1808, 0.1, 63.095734448, 0.1, 0.238181818182
braca2_x_not_braca2, 2686, 2214, 0.1, 63.095734448, 100.0, 0.333636363636
braca1_x_braca2, 2756, 3002, 0.1, 3.98107170553, 0.1, 0.269333333333
braca1_x_not_braca1, 1634, 3157, 0.1, 3.98107170553, 100.0, 0.334545454545
braca2_x_not_braca2, 1861, 589, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 713, 2555, 0.1, 3.98107170553, 100.0, 0.414666666667
braca1_x_not_braca1, 2185, 3196, 0.1, 3.98107170553, 100.0, 0.325454545455
braca2_x_not_braca2, 3110, 1609, 0.1, 3.98107170553, 100.0, 0.317272727273
braca1_x_braca2, 1605, 2832, 0.1, 3.98107170553, 0.01, 0.245333333333
braca1_x_not_braca1, 715, 471, 0.1, 3.98107170553, 10.0, 0.263636363636
braca2_x_not_braca2, 1992, 2412, 0.1, 63.095734448, 0.1, 0.251818181818
braca1_x_braca2, 3208, 2694, 0.1, 3.98107170553, 0.1, 0.169333333333
braca1_x_not_braca1, 1676, 2297, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 821, 612, 0.1, 3.98107170553, 100.0, 0.326363636364
braca1_x_braca2, 2899, 2724, 0.1, 0.001, 1.0, 0.466666666667
braca1_x_not_braca1, 3164, 149, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1489, 175, 0.1, 3.98107170553, 10.0, 0.214545454545
braca1_x_braca2, 3141, 2053, 0.1, 3.98107170553, 1.0, 0.293333333333
braca1_x_not_braca1, 1731, 2448, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1393, 2850, 0.1, 3.98107170553, 1.0, 0.2
braca1_x_braca2, 201, 198, 0.1, 3.98107170553, 10.0, 0.362666666667
braca1_x_not_braca1, 2650, 458, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 310, 1099, 0.1, 3.98107170553, 100.0, 0.385454545455
braca1_x_braca2, 2377, 652, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 530, 260, 0.1, 3.98107170553, 0.1, 0.2
braca2_x_not_braca2, 2186, 1882, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 858, 1555, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 3090, 2222, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2437, 1481, 0.1, 3.98107170553, 10.0, 0.169090909091
braca1_x_braca2, 2997, 1818, 0.1, 3.98107170553, 0.1, 0.197333333333
braca1_x_not_braca1, 1105, 618, 0.1, 0.001, 0.01, 0.318181818182
