Groups, Gene1, Gene2, Sigmma_diag, C, gamma, errors
braca1_x_not_braca1, 960, 820, 0.1, 3.98107170553, 1.0, 0.174545454545
braca2_x_not_braca2, 766, 588, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 914, 2660, 0.1, 3.98107170553, 100.0, 0.428
braca1_x_not_braca1, 1878, 3082, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2908, 1097, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2710, 2169, 0.1, 1000.0, 0.1, 0.258666666667
braca1_x_not_braca1, 683, 2681, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1076, 1401, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2500, 1150, 0.1, 3.98107170553, 100.0, 0.445333333333
braca1_x_not_braca1, 3221, 2914, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 239, 2025, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2, 905, 0.1, 3.98107170553, 1.0, 0.309333333333
braca1_x_not_braca1, 672, 2907, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1961, 793, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3121, 222, 0.1, 3.98107170553, 1.0, 0.2
braca1_x_not_braca1, 1770, 2792, 0.1, 3.98107170553, 100.0, 0.33
braca2_x_not_braca2, 1697, 2466, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2204, 2398, 0.1, 3.98107170553, 100.0, 0.405333333333
braca1_x_not_braca1, 1701, 1845, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1562, 1444, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1075, 1184, 0.1, 1000.0, 0.1, 0.294666666667
braca1_x_not_braca1, 2422, 2024, 0.1, 3.98107170553, 1.0, 0.185454545455
braca2_x_not_braca2, 749, 286, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2750, 209, 0.1, 3.98107170553, 1.0, 0.308
braca1_x_not_braca1, 1815, 2531, 0.1, 63.095734448, 10.0, 0.340909090909
braca2_x_not_braca2, 2607, 1027, 0.1, 63.095734448, 1.0, 0.153636363636
braca1_x_braca2, 949, 246, 0.1, 3.98107170553, 0.1, 0.186666666667
braca1_x_not_braca1, 835, 3020, 0.1, 63.095734448, 10.0, 0.33
braca2_x_not_braca2, 2788, 3160, 0.1, 63.095734448, 10.0, 0.344545454545
braca1_x_braca2, 435, 675, 0.1, 63.095734448, 0.01, 0.285333333333
braca1_x_not_braca1, 611, 2768, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1758, 245, 0.1, 3.98107170553, 10.0, 0.314545454545
braca1_x_braca2, 1377, 615, 0.1, 3.98107170553, 0.1, 0.201333333333
braca1_x_not_braca1, 1332, 1682, 0.1, 3.98107170553, 100.0, 0.321818181818
braca2_x_not_braca2, 1993, 664, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 72, 425, 0.1, 63.095734448, 0.01, 0.309333333333
braca1_x_not_braca1, 2583, 957, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 978, 2739, 0.1, 63.095734448, 0.1, 0.235454545455
braca1_x_braca2, 66, 2858, 0.1, 3.98107170553, 10.0, 0.237333333333
braca1_x_not_braca1, 2428, 1365, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 734, 1902, 0.1, 3.98107170553, 100.0, 0.328181818182
braca1_x_braca2, 2288, 1081, 0.1, 1000.0, 0.01, 0.365333333333
braca1_x_not_braca1, 1197, 2189, 0.1, 3.98107170553, 100.0, 0.325454545455
braca2_x_not_braca2, 2827, 1719, 0.1, 3.98107170553, 1.0, 0.190909090909
braca1_x_braca2, 252, 2850, 0.1, 3.98107170553, 0.1, 0.197333333333
braca1_x_not_braca1, 2496, 2463, 0.1, 63.095734448, 1.0, 0.327272727273
braca2_x_not_braca2, 118, 53, 0.1, 63.095734448, 0.01, 0.181818181818
braca1_x_braca2, 646, 2853, 0.1, 63.095734448, 1.0, 0.276
braca1_x_not_braca1, 1199, 2934, 0.1, 1000.0, 0.01, 0.120909090909
braca2_x_not_braca2, 1235, 316, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2492, 2057, 0.1, 63.095734448, 10.0, 0.486666666667
braca1_x_not_braca1, 3205, 363, 0.1, 3.98107170553, 10.0, 0.24
braca2_x_not_braca2, 1906, 673, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 119, 1196, 0.1, 3.98107170553, 1.0, 0.34
braca1_x_not_braca1, 2354, 287, 0.1, 3.98107170553, 1.0, 0.256363636364
braca2_x_not_braca2, 2946, 298, 0.1, 63.095734448, 1.0, 0.311818181818
braca1_x_braca2, 1492, 1871, 0.1, 1000.0, 0.01, 0.296
braca1_x_not_braca1, 1256, 1439, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1857, 1371, 0.1, 1000.0, 0.01, 0.267272727273
braca1_x_braca2, 876, 2478, 0.1, 1000.0, 0.1, 0.353333333333
braca1_x_not_braca1, 2148, 1078, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 29, 1525, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1904, 1579, 0.1, 0.001, 100.0, 0.466666666667
braca1_x_not_braca1, 3043, 1911, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1400, 3077, 0.1, 1000.0, 1.0, 0.499090909091
braca1_x_braca2, 1657, 2321, 0.1, 3.98107170553, 0.01, 0.212
braca1_x_not_braca1, 802, 1579, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2989, 2316, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2352, 1083, 0.1, 3.98107170553, 1.0, 0.0413333333333
braca1_x_not_braca1, 920, 1131, 0.1, 3.98107170553, 10.0, 0.284545454545
braca2_x_not_braca2, 1530, 1615, 0.1, 63.095734448, 0.1, 0.153636363636
braca1_x_braca2, 1452, 1237, 0.1, 3.98107170553, 0.1, 0.348
braca1_x_not_braca1, 159, 3135, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 4, 459, 0.1, 3.98107170553, 10.0, 0.271818181818
braca1_x_braca2, 2342, 776, 0.1, 3.98107170553, 10.0, 0.450666666667
braca1_x_not_braca1, 2730, 2537, 0.1, 3.98107170553, 1.0, 0.227272727273
braca2_x_not_braca2, 2168, 1563, 0.1, 1000.0, 1.0, 0.348181818182
braca1_x_braca2, 2180, 3123, 0.1, 3.98107170553, 0.1, 0.233333333333
braca1_x_not_braca1, 2640, 1597, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 440, 2003, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 784, 2045, 0.1, 3.98107170553, 10.0, 0.334666666667
braca1_x_not_braca1, 2783, 1420, 0.1, 1000.0, 0.01, 0.317272727273
braca2_x_not_braca2, 2549, 921, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1128, 1670, 0.1, 3.98107170553, 100.0, 0.432
braca1_x_not_braca1, 9, 2947, 0.1, 3.98107170553, 1.0, 0.186363636364
braca2_x_not_braca2, 264, 388, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1834, 1188, 0.1, 3.98107170553, 0.1, 0.348
braca1_x_not_braca1, 343, 2650, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 117, 2702, 0.1, 1000.0, 0.1, 0.227272727273
braca1_x_braca2, 1727, 3037, 0.1, 63.095734448, 0.01, 0.310666666667
braca1_x_not_braca1, 2739, 2098, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2688, 2676, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3111, 1885, 0.1, 3.98107170553, 1.0, 0.225333333333
braca1_x_not_braca1, 1771, 1571, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 218, 915, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2510, 1659, 0.1, 63.095734448, 0.1, 0.342666666667
braca1_x_not_braca1, 1678, 376, 0.1, 3.98107170553, 1.0, 0.216363636364
braca2_x_not_braca2, 1878, 2346, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1839, 864, 0.1, 1000.0, 10.0, 0.505333333333
braca1_x_not_braca1, 2762, 2050, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1146, 2620, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1891, 1407, 0.1, 63.095734448, 0.01, 0.412
braca1_x_not_braca1, 2576, 1071, 0.1, 1000.0, 0.1, 0.256363636364
braca2_x_not_braca2, 2264, 619, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2966, 471, 0.1, 63.095734448, 0.01, 0.316
braca1_x_not_braca1, 2545, 1236, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1725, 2801, 0.1, 3.98107170553, 100.0, 0.320909090909
braca1_x_braca2, 1690, 2551, 0.1, 63.095734448, 0.1, 0.36
braca1_x_not_braca1, 1422, 2630, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1578, 2525, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1763, 529, 0.1, 0.001, 10.0, 0.466666666667
braca1_x_not_braca1, 1845, 655, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2690, 2252, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 530, 1355, 0.1, 3.98107170553, 0.1, 0.284
braca1_x_not_braca1, 2725, 1748, 0.1, 3.98107170553, 100.0, 0.336363636364
braca2_x_not_braca2, 1797, 1905, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 423, 2551, 0.1, 63.095734448, 0.1, 0.336
braca1_x_not_braca1, 1929, 848, 0.1, 3.98107170553, 1.0, 0.320909090909
braca2_x_not_braca2, 2640, 2021, 0.1, 3.98107170553, 0.1, 0.155454545455
braca1_x_braca2, 788, 765, 0.1, 1000.0, 1.0, 0.286666666667
braca1_x_not_braca1, 2470, 1039, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1630, 764, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1402, 2025, 0.1, 0.001, 1.0, 0.466666666667
braca1_x_not_braca1, 2328, 1338, 0.1, 3.98107170553, 0.1, 0.197272727273
braca2_x_not_braca2, 152, 2409, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2410, 112, 0.1, 3.98107170553, 100.0, 0.424
braca1_x_not_braca1, 1019, 366, 0.1, 3.98107170553, 100.0, 0.327272727273
braca2_x_not_braca2, 2752, 2725, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2414, 1022, 0.1, 1000.0, 0.01, 0.434666666667
braca1_x_not_braca1, 2142, 1435, 0.1, 3.98107170553, 100.0, 0.325454545455
braca2_x_not_braca2, 1270, 2645, 0.1, 3.98107170553, 10.0, 0.243636363636
braca1_x_braca2, 1326, 162, 0.1, 3.98107170553, 10.0, 0.404
braca1_x_not_braca1, 802, 3065, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1395, 1512, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1804, 3087, 0.1, 0.001, 10.0, 0.466666666667
braca1_x_not_braca1, 2674, 2554, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1603, 2347, 0.1, 63.095734448, 1.0, 0.27
braca1_x_braca2, 3076, 2588, 0.1, 63.095734448, 0.01, 0.330666666667
braca1_x_not_braca1, 3066, 456, 0.1, 63.095734448, 0.1, 0.179090909091
braca2_x_not_braca2, 3032, 1661, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 533, 2648, 0.1, 3.98107170553, 1.0, 0.270666666667
braca1_x_not_braca1, 1448, 1919, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 254, 658, 0.1, 3.98107170553, 0.1, 0.159090909091
braca1_x_braca2, 2695, 1442, 0.1, 3.98107170553, 10.0, 0.313333333333
braca1_x_not_braca1, 717, 2587, 0.1, 3.98107170553, 100.0, 0.313636363636
braca2_x_not_braca2, 2794, 2409, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 888, 1457, 0.1, 3.98107170553, 0.01, 0.270666666667
braca1_x_not_braca1, 213, 1369, 0.1, 3.98107170553, 0.1, 0.202727272727
braca2_x_not_braca2, 218, 2137, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3193, 2704, 0.1, 3.98107170553, 10.0, 0.213333333333
braca1_x_not_braca1, 2971, 1184, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2975, 266, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 879, 2689, 0.1, 3.98107170553, 10.0, 0.270666666667
braca1_x_not_braca1, 634, 696, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 925, 1473, 0.1, 3.98107170553, 100.0, 0.326363636364
braca1_x_braca2, 1190, 2845, 0.1, 3.98107170553, 0.1, 0.350666666667
braca1_x_not_braca1, 617, 2141, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1856, 2486, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1516, 865, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 987, 1192, 0.1, 3.98107170553, 1.0, 0.165454545455
braca2_x_not_braca2, 1531, 14, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1538, 2487, 0.1, 3.98107170553, 1.0, 0.289333333333
braca1_x_not_braca1, 2967, 1305, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2207, 3093, 0.1, 1000.0, 0.1, 0.208181818182
braca1_x_braca2, 3134, 1500, 0.1, 1000.0, 0.1, 0.428
braca1_x_not_braca1, 267, 2689, 0.1, 3.98107170553, 1.0, 0.185454545455
braca2_x_not_braca2, 1082, 83, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3078, 1729, 0.1, 3.98107170553, 10.0, 0.216
braca1_x_not_braca1, 369, 1468, 0.1, 3.98107170553, 100.0, 0.326363636364
braca2_x_not_braca2, 2790, 144, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 664, 734, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 391, 2293, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 213, 1417, 0.1, 63.095734448, 0.01, 0.188181818182
braca1_x_braca2, 2905, 433, 0.1, 3.98107170553, 10.0, 0.16
braca1_x_not_braca1, 1836, 129, 0.1, 63.095734448, 1.0, 0.375454545455
braca2_x_not_braca2, 889, 180, 0.1, 63.095734448, 1.0, 0.222727272727
braca1_x_braca2, 1354, 2330, 0.1, 3.98107170553, 0.1, 0.298666666667
braca1_x_not_braca1, 1695, 1921, 0.1, 63.095734448, 0.1, 0.217272727273
braca2_x_not_braca2, 2178, 685, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 694, 1347, 0.1, 3.98107170553, 0.1, 0.262666666667
braca1_x_not_braca1, 2237, 470, 0.1, 3.98107170553, 0.1, 0.21
braca2_x_not_braca2, 2424, 1452, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2397, 3147, 0.1, 63.095734448, 1.0, 0.358666666667
braca1_x_not_braca1, 742, 962, 0.1, 63.095734448, 0.01, 0.190909090909
braca2_x_not_braca2, 625, 809, 0.1, 3.98107170553, 100.0, 0.312727272727
braca1_x_braca2, 541, 47, 0.1, 1000.0, 0.01, 0.309333333333
braca1_x_not_braca1, 388, 1217, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1512, 2379, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2493, 331, 0.1, 3.98107170553, 0.1, 0.272
braca1_x_not_braca1, 1419, 748, 0.1, 3.98107170553, 10.0, 0.202727272727
braca2_x_not_braca2, 459, 1554, 0.1, 3.98107170553, 10.0, 0.298181818182
braca1_x_braca2, 1559, 1058, 0.1, 1000.0, 0.1, 0.358666666667
braca1_x_not_braca1, 764, 3107, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 287, 740, 0.1, 63.095734448, 0.1, 0.269090909091
braca1_x_braca2, 96, 1486, 0.1, 3.98107170553, 0.1, 0.333333333333
braca1_x_not_braca1, 616, 1299, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2844, 1632, 0.1, 3.98107170553, 1.0, 0.133636363636
braca1_x_braca2, 674, 840, 0.1, 3.98107170553, 0.1, 0.349333333333
braca1_x_not_braca1, 1930, 2157, 0.1, 3.98107170553, 1.0, 0.273636363636
braca2_x_not_braca2, 1515, 2687, 0.1, 3.98107170553, 0.1, 0.26
braca1_x_braca2, 304, 3099, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 2327, 1884, 0.1, 3.98107170553, 1.0, 0.254545454545
braca2_x_not_braca2, 2823, 1745, 0.1, 3.98107170553, 10.0, 0.345454545455
braca1_x_braca2, 1253, 903, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 880, 2191, 0.1, 3.98107170553, 1.0, 0.240909090909
braca2_x_not_braca2, 546, 1904, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2174, 73, 0.1, 63.095734448, 0.1, 0.392
braca1_x_not_braca1, 2143, 2957, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2094, 324, 0.1, 63.095734448, 0.01, 0.100909090909
braca1_x_braca2, 1858, 2058, 0.1, 3.98107170553, 0.1, 0.162666666667
braca1_x_not_braca1, 3087, 3215, 0.1, 3.98107170553, 10.0, 0.326363636364
braca2_x_not_braca2, 2247, 466, 0.1, 1000.0, 0.01, 0.218181818182
braca1_x_braca2, 44, 1066, 0.1, 63.095734448, 0.01, 0.225333333333
braca1_x_not_braca1, 1395, 2555, 0.1, 3.98107170553, 100.0, 0.341818181818
braca2_x_not_braca2, 644, 1038, 0.1, 3.98107170553, 1.0, 0.187272727273
braca1_x_braca2, 1069, 351, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 1723, 2390, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1951, 1487, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 232, 757, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 1825, 918, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 3094, 1737, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 287, 1814, 0.1, 63.095734448, 0.1, 0.144
braca1_x_not_braca1, 889, 811, 0.1, 3.98107170553, 100.0, 0.351818181818
braca2_x_not_braca2, 1770, 1794, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 969, 937, 0.1, 3.98107170553, 100.0, 0.473333333333
braca1_x_not_braca1, 2889, 1761, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 355, 1826, 0.1, 63.095734448, 0.1, 0.314545454545
braca1_x_braca2, 116, 1963, 0.1, 0.001, 1.0, 0.466666666667
braca1_x_not_braca1, 18, 2602, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2665, 1306, 0.1, 63.095734448, 1.0, 0.386363636364
braca1_x_braca2, 2233, 650, 0.1, 63.095734448, 0.1, 0.258666666667
braca1_x_not_braca1, 176, 500, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2589, 2905, 0.1, 3.98107170553, 1.0, 0.0418181818182
braca1_x_braca2, 44, 2594, 0.1, 0.001, 1.0, 0.466666666667
braca1_x_not_braca1, 212, 1872, 0.1, 63.095734448, 0.1, 0.265454545455
braca2_x_not_braca2, 3151, 847, 0.1, 1000.0, 0.01, 0.317272727273
braca1_x_braca2, 3004, 792, 0.1, 63.095734448, 0.1, 0.166666666667
braca1_x_not_braca1, 1995, 1473, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 218, 1863, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 669, 1141, 0.1, 63.095734448, 0.1, 0.381333333333
braca1_x_not_braca1, 1657, 1877, 0.1, 3.98107170553, 0.01, 0.140909090909
braca2_x_not_braca2, 1727, 2906, 0.1, 3.98107170553, 1.0, 0.181818181818
braca1_x_braca2, 2686, 1645, 0.1, 63.095734448, 0.01, 0.232
braca1_x_not_braca1, 1349, 1788, 0.1, 1000.0, 10.0, 0.363636363636
braca2_x_not_braca2, 2665, 1124, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1164, 2634, 0.1, 63.095734448, 0.1, 0.382666666667
braca1_x_not_braca1, 1094, 1299, 0.1, 3.98107170553, 0.1, 0.173636363636
braca2_x_not_braca2, 1312, 473, 0.1, 3.98107170553, 0.1, 0.171818181818
braca1_x_braca2, 1890, 1073, 0.1, 3.98107170553, 0.1, 0.341333333333
braca1_x_not_braca1, 309, 2497, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2545, 394, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1186, 1895, 0.1, 3.98107170553, 10.0, 0.394666666667
braca1_x_not_braca1, 2689, 2799, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 193, 1805, 0.1, 3.98107170553, 100.0, 0.352727272727
braca1_x_braca2, 1647, 1472, 0.1, 63.095734448, 10.0, 0.344
braca1_x_not_braca1, 2369, 2847, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 901, 707, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3127, 2819, 0.1, 0.001, 10.0, 0.466666666667
braca1_x_not_braca1, 537, 3124, 0.1, 3.98107170553, 0.01, 0.175454545455
braca2_x_not_braca2, 1493, 524, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1466, 2494, 0.1, 1000.0, 0.01, 0.393333333333
braca1_x_not_braca1, 2796, 1950, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 553, 2623, 0.1, 3.98107170553, 1.0, 0.251818181818
braca1_x_braca2, 2417, 1898, 0.1, 63.095734448, 0.01, 0.285333333333
braca1_x_not_braca1, 718, 8, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 569, 3215, 0.1, 3.98107170553, 100.0, 0.335454545455
braca1_x_braca2, 1694, 2928, 0.1, 1000.0, 0.1, 0.201333333333
braca1_x_not_braca1, 1259, 236, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1457, 336, 0.1, 3.98107170553, 1.0, 0.263636363636
braca1_x_braca2, 1104, 1770, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 733, 2198, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1164, 1230, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2925, 680, 0.1, 3.98107170553, 1.0, 0.245333333333
braca1_x_not_braca1, 2511, 383, 0.1, 3.98107170553, 100.0, 0.318181818182
braca2_x_not_braca2, 1171, 2017, 0.1, 1000.0, 0.01, 0.238181818182
braca1_x_braca2, 1862, 855, 0.1, 1000.0, 0.1, 0.269333333333
braca1_x_not_braca1, 1250, 2724, 0.1, 3.98107170553, 100.0, 0.334545454545
braca2_x_not_braca2, 1945, 194, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1383, 2447, 0.1, 3.98107170553, 1.0, 0.321333333333
braca1_x_not_braca1, 1110, 654, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1774, 953, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3067, 2727, 0.1, 3.98107170553, 1.0, 0.332
braca1_x_not_braca1, 2029, 1750, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 936, 2079, 0.1, 3.98107170553, 1.0, 0.213636363636
braca1_x_braca2, 920, 2581, 0.1, 3.98107170553, 100.0, 0.422666666667
braca1_x_not_braca1, 691, 257, 0.1, 3.98107170553, 0.1, 0.161818181818
braca2_x_not_braca2, 2923, 2162, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 1967, 918, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 622, 2906, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2469, 2140, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 3072, 3024, 0.1, 63.095734448, 0.01, 0.149333333333
braca1_x_not_braca1, 3051, 564, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 1539, 3153, 0.1, 3.98107170553, 0.1, 0.161818181818
braca1_x_braca2, 1468, 686, 0.1, 63.095734448, 1.0, 0.392
braca1_x_not_braca1, 2961, 2368, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 3078, 1728, 0.1, 1000.0, 0.01, 0.267272727273
braca1_x_braca2, 2726, 1104, 0.1, 1000.0, 1.0, 0.450666666667
braca1_x_not_braca1, 460, 2980, 0.1, 3.98107170553, 100.0, 0.344545454545
braca2_x_not_braca2, 2581, 1566, 0.1, 3.98107170553, 10.0, 0.267272727273
braca1_x_braca2, 1611, 968, 0.1, 3.98107170553, 0.01, 0.108
braca1_x_not_braca1, 170, 1900, 0.1, 63.095734448, 0.01, 0.224545454545
braca2_x_not_braca2, 1203, 2612, 0.1, 63.095734448, 0.01, 0.170909090909
braca1_x_braca2, 71, 2860, 0.1, 63.095734448, 1.0, 0.345333333333
braca1_x_not_braca1, 875, 848, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 3134, 2033, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2353, 2603, 0.1, 0.001, 0.01, 0.466666666667
braca1_x_not_braca1, 441, 257, 0.1, 3.98107170553, 0.1, 0.123636363636
braca2_x_not_braca2, 772, 2247, 0.1, 63.095734448, 0.1, 0.165454545455
braca1_x_braca2, 2648, 1196, 0.1, 3.98107170553, 0.1, 0.326666666667
braca1_x_not_braca1, 1079, 312, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 833, 2126, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 451, 2275, 0.1, 0.001, 1.0, 0.466666666667
braca1_x_not_braca1, 2437, 342, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 551, 1747, 0.1, 3.98107170553, 0.1, 0.202727272727
braca1_x_braca2, 2410, 2667, 0.1, 3.98107170553, 10.0, 0.312
braca1_x_not_braca1, 1509, 3149, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 2060, 2195, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 709, 166, 0.1, 3.98107170553, 0.1, 0.318666666667
braca1_x_not_braca1, 2149, 1081, 0.1, 1000.0, 0.1, 0.308181818182
braca2_x_not_braca2, 3196, 780, 0.1, 0.001, 0.01, 0.318181818182
braca1_x_braca2, 2771, 518, 0.1, 3.98107170553, 1.0, 0.326666666667
braca1_x_not_braca1, 3221, 3173, 0.1, 0.001, 0.01, 0.318181818182
braca2_x_not_braca2, 772, 1341, 0.1, 3.98107170553, 1.0, 0.230909090909
braca1_x_braca2, 2829, 2731, 0.1, 63.095734448, 0.01, 0.196
braca1_x_not_braca1, 2109, 3138, 0.1, 1000.0, 1.0, 0.297272727273
braca2_x_not_braca2, 966, 297, 0.1, 3.98107170553, 1.0, 0.250909090909
