1, 85
2, 274
3, 299
4, 237
5, 261
6, 247
7, 299
8, 275
9, 276
10, 265
11, 245
12, 426
13, 808
14, 836
15, 776
16, 790
17, 802
18, 831
19, 831
20, 778
21, 786
22, 411
23, 819
24, 845
25, 810
26, 828
27, 809
28, 810
29, 804
30, 796
31, 372
32, 780
33, 851
34, 844
35, 836
36, 787
37, 793
38, 772
39, 439
40, 815
41, 803
42, 773
43, 774
44, 846
45, 807
46, 392
47, 842
48, 765
49, 799
50, 798
51, 815
52, 373
53, 805
54, 826
55, 814
56, 778
57, 397
58, 815
59, 819
60, 819
61, 386
62, 845
63, 805
64, 436
65, 849
66, 405
67, 286
68, 853
69, 775
70, 809
71, 824
72, 816
73, 821
74, 802
75, 859
76, 777
77, 808
78, 1643
79, 1642
80, 1649
81, 1671
82, 1607
83, 1532
84, 1674
85, 1674
86, 852
87, 1700
88, 1626
89, 1635
90, 1621
91, 1697
92, 1643
93, 1683
94, 775
95, 1730
96, 1646
97, 1681
98, 1700
99, 1656
100, 1589
101, 812
102, 1619
103, 1686
104, 1605
105, 1634
106, 1503
107, 822
108, 1554
109, 1671
110, 1676
111, 1681
112, 788
113, 1620
114, 1580
115, 1652
116, 805
117, 1681
118, 1629
119, 830
120, 1655
121, 837
122, 278
123, 834
124, 882
125, 791
126, 854
127, 814
128, 838
129, 812
130, 815
131, 835
132, 1620
133, 1573
134, 1760
135, 1673
136, 1585
137, 1607
138, 1609
139, 797
140, 1641
141, 1676
142, 1640
143, 1622
144, 1621
145, 1651
146, 793
147, 1605
148, 1604
149, 1662
150, 1565
151, 1682
152, 835
153, 1670
154, 1614
155, 1626
156, 1587
157, 811
158, 1640
159, 1620
160, 1692
161, 786
162, 1579
163, 1659
164, 802
165, 1607
166, 831
167, 290
168, 764
169, 759
170, 814
171, 825
172, 819
173, 799
174, 861
175, 836
176, 1695
177, 1575
178, 1625
179, 1613
180, 1671
181, 1596
182, 830
183, 1584
184, 1676
185, 1619
186, 1607
187, 1616
188, 859
189, 1639
190, 1726
191, 1658
192, 1602
193, 808
194, 1703
195, 1661
196, 1656
