gene1,gene2,margin,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17
1655.0,3153.0,1.0960398952871109,-1.6879760306227765,0.6931475180512267,0.9539222962710558,3.678410729004956e-12,3.678807884081407e-12,3.67854810737719e-12,3.678405233831872e-12,3.68269234479417e-12,3.678998560090129e-12,3.678448282509492e-12,3.678825394688939e-12,3.678480788142323e-12,3.680796414847622e-12,3.678436703654561e-12,3.678368740047186e-12,3.678407298847584e-12,3.680950158058731e-12,3.678391298028821e-12
1019.0,2718.0,1.093192229051146,1.203292827480972,1.3781047652715823,-7.944979079346143,6.454379851274667e-12,6.454511215180684e-12,6.4546473353684e-12,6.461501097486444e-12,6.454595920902254e-12,6.456181399018985e-12,6.454392517176806e-12,6.454374019124434e-12,6.4543986894124215e-12,6.462112358981058e-12,6.454335371104128e-12,6.454308082085675e-12,6.456337039391887e-12,6.454335466020829e-12,6.454282216734702e-12
1998.0,2339.0,1.0897443262509954,-1.6472750629859543,0.8091877484094622,0.14384468547565876,6.977861381787471e-13,6.968888571588609e-13,6.967951956053894e-13,6.968145955533981e-13,6.96796048971128e-13,6.968331061080492e-13,6.967959714529826e-13,6.967206663531154e-13,6.968050185617056e-13,6.967943749056465e-13,6.9672750145206e-13,6.967935087578477e-13,6.967949826670502e-13,6.980717222937097e-13,6.967939502455827e-13
2186.0,2669.0,1.0876547533418996,-0.4373974866787607,-1.7860397502944965,4.318753459009179,4.768258953223799e-12,4.767555464174925e-12,4.7673762988616065e-12,4.767597309346423e-12,4.772395409776997e-12,4.767725898294647e-12,4.769347283437409e-12,4.771493694862038e-12,4.771024320009034e-12,4.767765988730585e-12,4.767554409810088e-12,4.767504992780084e-12,4.767496244229757e-12,4.767358619600581e-12,4.767535934586867e-12
1976.0,3008.0,1.086433914321903,-1.378816605611904,-1.2197223874772267,4.627693017021224,8.175712370025389e-13,8.168261619981466e-13,8.168343104826934e-13,8.167262411057911e-13,8.168397747198433e-13,8.1751235608435e-13,8.168295331421403e-13,8.168482390348727e-13,8.168409127633053e-13,8.168404070545212e-13,8.168340691200502e-13,8.168317490032329e-13,8.168331788688159e-13,8.180885475993799e-13,8.16847008051478e-13
1680.0,2279.0,1.0826136643818085,-1.6265655951926898,0.8758431466158801,0.1473539777468524,2.6221779761395624e-11,2.618764528032287e-11,2.6195953349103468e-11,2.618770538447841e-11,2.6187865226032677e-11,2.618778992250824e-11,2.6187714176211805e-11,2.618770908738799e-11,2.61892641570945e-11,2.6188090243212463e-11,2.6187685590395836e-11,2.6187681398495127e-11,2.6187646152201427e-11,2.62283141700242e-11,2.6187690622339816e-11
2869.0,2914.0,1.0814433766874116,1.2335868652983375,-1.3778500203031683,-0.14402377848360584,3.6831750725129175e-11,3.683059396119932e-11,3.68314707817472e-11,3.682702094586131e-11,3.683058132332258e-11,3.68931744399814e-11,3.683084938695166e-11,3.684123133401728e-11,3.6830992645393735e-11,3.683065213827384e-11,3.6831475554647576e-11,3.6830538667609e-11,3.6879713024367256e-11,3.68305031579778e-11,3.683069318010304e-11
1509.0,3216.0,1.081156431689112,1.2603790591017452,1.3540559757480657,-4.547200846185524,2.1968925526599046e-11,2.1972294583069606e-11,2.1968063417028227e-11,2.1968811712571528e-11,2.1969131231070706e-11,2.199459549355855e-11,2.1968672193229842e-11,2.1967677262598876e-11,2.1998328528259504e-11,2.1977439949796476e-11,2.1966993865095824e-11,2.196806770984373e-11,2.1967817600899e-11,2.1967911459123102e-11,2.19639830724277e-11
808.0,2760.0,1.080866482621922,-1.5213575524822893,-1.0532475298610249,6.361029947882191,4.463402058548454e-12,4.463425002846079e-12,4.463350593016572e-12,4.4661621905446015e-12,4.463324843886749e-12,4.46754092222877e-12,4.463306788429565e-12,4.4641047203260356e-12,4.468879691211731e-12,4.4633392972884004e-12,4.464003455871663e-12,4.463352989625779e-12,4.463329118240925e-12,4.463384029533907e-12,4.463425170301091e-12
3004.0,3008.0,1.080017644362983,-1.201339959586557,-1.4092641811030187,5.15848447345291,6.904185399767138e-13,6.904058566250185e-13,6.904094955287077e-13,6.910260669239755e-13,6.90868220791175e-13,6.904307613947857e-13,6.904059223467929e-13,6.912852472623004e-13,6.904338260317209e-13,6.904464838137643e-13,6.904324629119619e-13,6.904268225289624e-13,6.904136367201429e-13,6.904887256211576e-13,6.904410472470208e-13
1287.0,2669.0,1.0761045575693071,-1.2288786661525637,-1.3943047078426292,5.829256987293121,1.450362397267975e-11,1.4492753306587566e-11,1.4509122308773166e-11,1.449285320153049e-11,1.4493166625680758e-11,1.4490112745573022e-11,1.4492765287571854e-11,1.4516383349553193e-11,1.44930335762925e-11,1.4492685991951564e-11,1.449309440211122e-11,1.4492819393339502e-11,1.4492859310270067e-11,1.449324657660118e-11,1.4492989878148335e-11
2252.0,2869.0,1.075450357418608,-1.2770263089124996,1.351900853236919,-0.7307846053080249,4.5976093011246314e-12,4.596584805233037e-12,4.6021545855656066e-12,4.5967894617100295e-12,4.596579353600672e-12,4.596654973753356e-12,4.596724560662203e-12,4.596992755348285e-12,4.596578474544875e-12,4.596541884147251e-12,4.596603870120385e-12,4.59654941988888e-12,4.603249315251014e-12,4.596556557083102e-12,4.596549753124277e-12
643.0,3153.0,1.0750281527601429,-0.4785603765096345,1.7978123169989382,0.40931282205110614,1.4181843682342277e-12,1.4160274547063985e-12,1.4160269936302382e-12,1.4160278945346929e-12,1.416028223525438e-12,1.4162005131252955e-12,1.4160294288645406e-12,1.4160285593135916e-12,1.4160279566961527e-12,1.4160361332777114e-12,1.416533147315712e-12,1.4160281496810343e-12,1.415920770920547e-12,1.4179419672415744e-12,1.4160329929932738e-12
1655.0,3064.0,1.0741084866945447,-1.715404490446671,0.7242003156173695,0.061942529249352084,1.7443699609477522e-11,1.744346772790985e-11,1.744367965841323e-11,1.744347456348931e-11,1.7443517238954928e-11,1.747176629589511e-11,1.744345032818221e-11,1.7449766404877622e-11,1.744347938762091e-11,1.7444694675882327e-11,1.7443444928192695e-11,1.7463796240606837e-11,1.7444200730474502e-11,1.744355100659194e-11,1.744350677032336e-11
584.0,2669.0,1.0728466588711665,-1.225195439352369,-1.4050392160407519,4.19044156337028,4.08311075701817e-12,4.083426404556512e-12,4.083819816776246e-12,4.083176570316965e-12,4.083417397722968e-12,4.083147902226562e-12,4.088683199421282e-12,4.083344832418545e-12,4.083395382588277e-12,4.083352422676856e-12,4.08330011969388e-12,4.083178430824058e-12,4.083264895588111e-12,4.0888109902250524e-12,4.0832593740425955e-12
267.0,1481.0,1.0700785436305804,-1.632245177642399,-0.910504107423961,3.700310914353955,1.1049165341934939e-12,1.1057323968831077e-12,1.1050187214500665e-12,1.1049426324028923e-12,1.1049032694925173e-12,1.1055699409428441e-12,1.1049084948360806e-12,1.1050761566541375e-12,1.1062322857423364e-12,1.1049305612351994e-12,1.1049440992392094e-12,1.1049288607569232e-12,1.1049138460445316e-12,1.1049107930913415e-12,1.1049477100208387e-12
2892.0,3214.0,1.0696211612306883,-1.698435981812615,0.7820136862868547,2.069892488875649,1.9647642869309077e-12,1.9647944359220895e-12,1.9667541405345685e-12,1.9647092930850674e-12,1.965804193996112e-12,1.9647198702316177e-12,1.9647216352452327e-12,1.964781584758402e-12,1.9647329124669955e-12,1.9648060215476746e-12,1.9678343214712832e-12,1.964734937909948e-12,1.9646432960643917e-12,1.9647196144409025e-12,1.9647189292199927e-12
857.0,1441.0,1.0695081568782017,0.9794226957949108,1.5930160815265155,-5.059381662241939,4.210082098537231e-12,4.206660847344783e-12,4.210252133361775e-12,4.2100146078576015e-12,4.210470343785624e-12,4.219241037289387e-12,4.210276834447299e-12,4.21011227097888e-12,4.210407985723076e-12,4.214164802206922e-12,4.210096668422973e-12,4.2102796312188794e-12,4.210008544228164e-12,4.210145820291649e-12,4.211757355126813e-12
1481.0,2271.0,1.0690478863442734,-1.7872377695420545,-0.5529575425646609,2.8535216025029086,8.135386325269437e-12,8.13541747717172e-12,8.135459233499264e-12,8.147241103865214e-12,8.135402907297403e-12,8.138749005325704e-12,8.135393114170577e-12,8.135320154204222e-12,8.125683446787311e-12,8.135614227642585e-12,8.135559985495498e-12,8.159481909033965e-12,8.135520210788713e-12,8.1355910081627e-12,8.135699614590092e-12
859.0,1019.0,1.0688891847798083,1.4138540458819209,1.225576195375843,-6.9831580628598315,6.497890417414608e-12,6.507839676360007e-12,6.4978784408047615e-12,6.498465390045763e-12,6.4979556414759985e-12,6.497901469963518e-12,6.497909639356826e-12,6.497986370510111e-12,6.497853038613306e-12,6.505213603248353e-12,6.497493624404779e-12,6.497846392192579e-12,6.501600439181125e-12,6.497846549206452e-12,6.497848437301104e-12
2892.0,3103.0,1.0671267749393867,-1.7870691473190374,0.5647812706642518,2.353367762079393,2.2057735402069093e-11,2.205852287049772e-11,2.207297455665872e-11,2.2057092738884227e-11,2.2059488541019898e-11,2.2057811516924948e-11,2.2070950458134396e-11,2.2084844607887815e-11,2.206051501093134e-11,2.2057649855539833e-11,2.2058827609956522e-11,2.205712513092753e-11,2.205720445411713e-11,2.2057420129458635e-11,2.2057959782984447e-11
2151.0,2892.0,1.0655384876603715,0.6083369942788797,-1.7756687876065875,2.5031575121550422,5.14055482577905e-12,5.140658655239645e-12,5.148121230667247e-12,5.140467260399907e-12,5.141543835620039e-12,5.140474033083034e-12,5.140566495503235e-12,5.1404611405773505e-12,5.140433792379398e-12,5.140475430058946e-12,5.140447399280341e-12,5.143355118360136e-12,5.146525748912841e-12,5.140629556791519e-12,5.140477199801941e-12
537.0,1094.0,1.0645834859707817,-1.6895861211638497,-0.8213987919511293,7.411851443154413,7.251421181326043e-13,7.258546086607991e-13,7.251549639468758e-13,7.254283027084683e-13,7.250930765217141e-13,7.250937724156578e-13,7.250945947461873e-13,7.250934239189598e-13,7.250982459014554e-13,7.251055152106387e-13,7.250971192240625e-13,7.250967200711469e-13,7.250934099323567e-13,7.262750632115223e-13,7.250935223165268e-13
296.0,1619.0,1.0604556340510325,1.3037542108550568,-1.3627737217927078,1.1633799918079053,2.734107417130716e-12,2.7340657098649602e-12,2.7341102008186253e-12,2.734068130451755e-12,2.734067508317791e-12,2.734548502828685e-12,2.737995205070838e-12,2.734082086699867e-12,2.734098267730628e-12,2.7340747822915492e-12,2.7340872461190484e-12,2.7340703136770054e-12,2.734970582054336e-12,2.7341404069659195e-12,2.737494804888298e-12
1619.0,2669.0,1.0597951244730086,-0.47155903840596713,-1.8272915399492236,4.972295841237252,9.044892928590327e-12,9.044443201473552e-12,9.044467866941558e-12,9.044450535122446e-12,9.044448992953175e-12,9.044600870812136e-12,9.058510399855436e-12,9.051758194248042e-12,9.050734823549607e-12,9.044470337940772e-12,9.044710416006495e-12,9.044428221609543e-12,9.044442562828288e-12,9.045018099333474e-12,9.044639533527099e-12
584.0,1481.0,1.0585643195584862,-1.7726117037716076,-0.6538321915970849,3.9729023076785857,2.935479544557114e-12,2.9352611985071293e-12,2.9349037627597376e-12,2.934954694512539e-12,2.9348770418503767e-12,2.9385338941265025e-12,2.9348516368457836e-12,2.934900684293609e-12,2.935009409585821e-12,2.939136011137532e-12,2.9349171257555686e-12,2.93495895915153e-12,2.934961953575488e-12,2.9349044946520388e-12,2.934915985033851e-12
815.0,2892.0,1.0562196737255531,0.6095375142484325,-1.7927572459040857,1.9996413210532535,3.4218292812633693e-13,3.4218179725879604e-13,3.427565053272181e-13,3.421818636835641e-13,3.422189998545426e-13,3.4218870386031847e-13,3.421813876858475e-13,3.4213717051288685e-13,3.421797500381815e-13,3.4288991122756147e-13,3.4214460768662696e-13,3.421792846789317e-13,3.421821240527369e-13,3.4218012443749106e-13,3.421799385436992e-13
2779.0,2869.0,1.0557078557585824,-1.3249922858772176,1.3540263650900786,-0.5942151057584543,5.535733300105508e-13,5.535146767712082e-13,5.535252544378677e-13,5.53587428864581e-13,5.535201834201505e-13,5.541761003330607e-13,5.535564943201792e-13,5.538609250233541e-13,5.535110857083562e-13,5.53472147990549e-13,5.535213900899023e-13,5.53505921890306e-13,5.540692005786232e-13,5.535071019790806e-13,5.535082640552736e-13
584.0,1445.0,1.0523973908624435,-1.380597152414691,-1.3059702657518473,5.1552243125221935,3.660278647385424e-11,3.660629368269097e-11,3.660779314664532e-11,3.660642629336517e-11,3.664277004902464e-11,3.663413099561702e-11,3.660631211939704e-11,3.6607103965650936e-11,3.6607543097024745e-11,3.6656146542005124e-11,3.661083977910096e-11,3.660958681276016e-11,3.66067207098618e-11,3.6607139527367216e-11,3.660760012811911e-11
2892.0,3009.0,1.0512550773030644,-1.5915592650665509,-1.042304697483812,5.577864921722772,5.639637107762308e-13,5.639851989683918e-13,5.63327310042626e-13,5.639511468914396e-13,5.654553857846278e-13,5.639732529018404e-13,5.639527150825655e-13,5.639711361187355e-13,5.639969179438411e-13,5.639614626580476e-13,5.63393241696782e-13,5.653594509192554e-13,5.639565102927654e-13,5.639555323433837e-13,5.639624027693188e-13
1321.0,1445.0,1.050756404637836,1.4857914827120347,-1.1896721988328305,0.09252428155694518,2.7889408700360965e-12,2.788885847878733e-12,2.788898610363515e-12,2.788935693606256e-12,2.7890016486463784e-12,2.7922445624813953e-12,2.7897365883315906e-12,2.792547167275308e-12,2.7888704933038194e-12,2.7888632856638975e-12,2.789628827031684e-12,2.7889609898322043e-12,2.7888691559521194e-12,2.7888919298655314e-12,2.7888678851877866e-12
145.0,2869.0,1.049731023406165,-1.5610720157743507,1.0922598622379438,-0.6590191781765956,9.577349322619382e-12,9.57714687242225e-12,9.577527873889855e-12,9.601920184840663e-12,9.579371974412053e-12,9.566216283910034e-12,9.577591112713123e-12,9.577753678893207e-12,9.577156336776111e-12,9.577154021673973e-12,9.577966896627966e-12,9.577159385145532e-12,9.592645105806803e-12,9.577197899522712e-12,9.57715232385516e-12
2760.0,3153.0,1.048935478317757,-1.8125572609284024,0.5917109794141951,4.509725850050394,1.5251194252531727e-08,1.5252241761719535e-08,1.5250848486275143e-08,1.5256216047145937e-08,1.5250833720941226e-08,1.525119888823844e-08,1.997643352315653,1.5250973516340925e-08,1.6191317216444553e-08,1.52508845878953e-08,1.525093874570345e-08,1.5250905202720165e-08,1.5250925394205588e-08,2.646292807789064e-07,1.5250933640231842e-08
1481.0,2669.0,1.0472944302560934,-0.9808839365463192,-1.6385220523857031,4.085214443484742,1.268940526315161e-11,1.2704675444174285e-11,1.2689338766654931e-11,1.2689520364400788e-11,1.2689440955427803e-11,1.2698042440793394e-11,1.2689369405969311e-11,1.2709889528106878e-11,1.2689774846193432e-11,1.2689462420206766e-11,1.268965408013721e-11,1.268941630596171e-11,1.2689449381183614e-11,1.2692044915051855e-11,1.2689494726966921e-11
1467.0,3153.0,1.0451274173806762,1.4964717198410575,1.1927275953315835,-7.040696206921748,1.5942440345436167e-11,1.5961740036492635e-11,1.5942441520703273e-11,1.5942442077939697e-11,1.5946854687921383e-11,1.5947498214827772e-11,1.5942443342429606e-11,1.5942720187311914e-11,1.5942465197521185e-11,1.595710596466986e-11,1.5942446380866862e-11,1.5942441350121467e-11,1.594377324230056e-11,1.5954721917976518e-11,1.5942567420376794e-11
187.0,879.0,1.043072374842623,-1.6176976348881,-1.0293323179294191,5.0998870675710775,5.655061947356742e-12,5.654832175486857e-12,5.6550819144661135e-12,5.655070755297396e-12,5.6653911747604385e-12,5.65512341066226e-12,5.655056749285272e-12,5.654765491458303e-12,5.665274146508515e-12,5.655103179681756e-12,5.655113529495706e-12,5.655068436448078e-12,5.65506288090575e-12,5.655071083290794e-12,5.655209795887158e-12
879.0,2869.0,1.0421856246687333,-1.4347324251672866,1.2744694914598014,-1.0101496498348475,1.4050178051985308e-12,1.4069182678981993e-12,1.405274636150666e-12,1.4050250518048375e-12,1.4051846315968685e-12,1.4050168394675955e-12,1.4050246841367554e-12,1.4050510681655674e-12,1.4050586707247264e-12,1.4050179805075968e-12,1.405025887665625e-12,1.4050215055344943e-12,1.4071591565191346e-12,1.4051156047574609e-12,1.4050239479027125e-12
738.0,2892.0,1.0416868665558725,0.4898727573439443,-1.856416363108633,2.3109142261283524,1.521234122053614e-12,1.5233619668923808e-12,1.5212921337205519e-12,1.5212061471347222e-12,1.5213607658584e-12,1.521227949534767e-12,1.5212149078028837e-12,1.5212066111182414e-12,1.5212496171050183e-12,1.5212718424568308e-12,1.5211984351036633e-12,1.5222791350833912e-12,1.5212063148636601e-12,1.5224733079198807e-12,1.5212007161371532e-12
859.0,2892.0,1.0388780361025882,0.6530556757879826,-1.8110039872695547,2.5033636941660222,4.725468411265761e-12,4.726782503882198e-12,4.731614760623858e-12,4.725352959345358e-12,4.725595866699337e-12,4.725384889775247e-12,4.725787879837868e-12,4.725394374770368e-12,4.725335592965813e-12,4.7253575426071344e-12,4.725397782561448e-12,4.728206924928912e-12,4.730861831445755e-12,4.725362776394557e-12,4.7253933155573216e-12
421.0,774.0,1.038380509724835,1.1959040320083745,-1.50982883969148,0.5286643228991894,1.104310126988853e-12,1.1042651833000326e-12,1.1046117828936023e-12,1.1043236314302036e-12,1.1046550857069946e-12,1.1042673923499778e-12,1.1053647059848193e-12,1.104262972557301e-12,1.1038541474774917e-12,1.1065478806473316e-12,1.1043297121286551e-12,1.1042619291761299e-12,1.1042612099916494e-12,1.1042602158795915e-12,1.1042814845169184e-12
749.0,1312.0,1.0359417219740572,1.2026290041129133,-1.5102782884397654,-1.49811214802579,1.4115836355365786e-12,1.411220362871473e-12,1.4127782082053531e-12,1.4112209117083428e-12,1.4118345750889816e-12,1.4112251919940237e-12,1.4112163353016185e-12,1.4112169867496486e-12,1.4112180750409626e-12,1.4112163876128823e-12,1.4137054725377409e-12,1.4112295737686136e-12,1.4112192940947198e-12,1.411258365812471e-12,1.4112260071606392e-12
2278.0,3008.0,1.0351397910007076,-1.153849435262734,-1.5497308859079844,5.817946695136911,4.3251748610446555e-11,4.327829792521446e-11,4.332493680017453e-11,4.32798519545267e-11,4.333270140651819e-11,4.327800561985026e-11,4.3277699893737866e-11,4.327789829715196e-11,4.327799269420524e-11,4.3277867100643965e-11,4.327790034216743e-11,4.327875467569662e-11,4.327790950346734e-11,4.327864576731708e-11,4.3353852427533817e-11
139.0,537.0,1.0345274117040444,-1.6784380261278353,-0.9593231527481787,5.218061122457719,3.5080650566284587e-12,3.5071652146885833e-12,3.5055542004438294e-12,3.5142019793179046e-12,3.5071552380640425e-12,3.5071580059347594e-12,3.507154175877282e-12,3.5073508025917944e-12,3.507303878731358e-12,3.506745298192198e-12,3.5074230860761445e-12,3.5071732816924406e-12,3.507158942059298e-12,3.5132719548866013e-12,3.5071666945414275e-12
307.0,1287.0,1.0293303223287515,0.8551065229253499,-1.7447303677400767,1.8527746198103112,3.812803145417376e-12,3.807756601513884e-12,3.809120201987444e-12,3.807754529961481e-12,3.807808400321436e-12,3.807961628741034e-12,3.80775417298843e-12,3.807912850027594e-12,3.807773748482531e-12,3.8077616948468664e-12,3.807131477357959e-12,3.807780714360307e-12,3.813017300483013e-12,3.8095386395819845e-12,3.807780371462976e-12
419.0,1210.0,1.0273858084357013,1.0087315208683438,-1.6649493417420642,0.5040946074938815,1.0477712107350643e-11,1.0477733365349342e-11,1.0478056758069273e-11,1.0500511326941128e-11,1.047796441103963e-11,1.0471434040252681e-11,1.0477863933388703e-11,1.047751508421706e-11,1.0488141717697016e-11,1.048305484735086e-11,1.0477618193620861e-11,1.0477588216313807e-11,1.047936512872493e-11,1.0477841755101528e-11,1.0477573148908964e-11
2669.0,3064.0,1.0265450062394972,-1.856049536388518,0.5923563679469632,1.7390547602092237,1.10992732438551e-11,1.1083107912223561e-11,1.1083254096599296e-11,1.1082968977106927e-11,1.108580526857152e-11,1.1083378899500807e-11,1.1082947012159765e-11,1.108290689803203e-11,1.1082911845932599e-11,1.1082913935942349e-11,1.1082903101856595e-11,1.1082985028430081e-11,1.1083284525287436e-11,1.1102774324615042e-11,1.1082951733063569e-11
721.0,2669.0,1.0234661916190015,-0.36846549303993914,-1.9190911235619115,4.689721352648742,7.300953521665916e-13,7.299861492194909e-13,7.299889030209641e-13,7.300369659145065e-13,7.301353503858758e-13,7.299602455952196e-13,7.307892758845254e-13,7.304987688948011e-13,7.304743669440625e-13,7.299611100666593e-13,7.299931488323292e-13,7.299566530808143e-13,7.299892514747004e-13,7.300964117786361e-13,7.299762130042869e-13
859.0,1889.0,1.0230462313505413,1.75749862904068,0.8561611444195948,-5.865902924964965,2.761588951231814e-12,2.764732281890089e-12,2.7616618575879217e-12,2.7618461600951123e-12,2.7624119494023653e-12,2.7615847942310445e-12,2.761861326561245e-12,2.764872757760688e-12,2.761558038923326e-12,2.7615742169945383e-12,2.7615417695932577e-12,2.7615932928036168e-12,2.762577697944996e-12,2.761544410127791e-12,2.7619554078614307e-12
2163.0,2760.0,1.021896595334906,1.4121884952896369,-1.3550427759377481,-1.874267207982285,8.261727785291567e-13,8.261602675357414e-13,8.261615498550248e-13,8.276165725536167e-13,8.261630068247832e-13,8.261602619270303e-13,8.261727115318439e-13,8.262197716903841e-13,8.262076282500082e-13,8.261697180610825e-13,8.265060671011995e-13,8.261642488670916e-13,8.261645882663796e-13,8.270965117640976e-13,8.262356868015516e-13
1287.0,2140.0,1.0205590308484025,-1.8932545103611558,0.5060154621925047,3.275897867103131,3.71307354684263e-12,3.706353116708141e-12,3.706378982711036e-12,3.706352013846325e-12,3.7063712400839365e-12,3.706631646745747e-12,3.706352010041915e-12,3.706655339451214e-12,3.706356454673494e-12,3.706400927015699e-12,3.706417060574875e-12,3.7129417579465686e-12,3.706354613393749e-12,3.706380333285632e-12,3.706353070829189e-12
2301.0,2892.0,1.0188573668785375,1.4004881102216378,-1.3754768277221425,1.5178699390504966,2.7130413901658805e-11,2.7108544171287815e-11,2.711487141508962e-11,2.7104447713567954e-11,2.7110226344389758e-11,2.710463861131433e-11,2.7106379019454236e-11,2.7108209367360284e-11,2.7104362308878663e-11,2.7104450201346733e-11,2.710566170072431e-11,2.7143793372794723e-11,2.7104488819482968e-11,2.710819596045414e-11,2.7104679519694478e-11
500.0,1962.0,1.014586589235573,1.8503820010804917,-0.6796309233387223,-2.254886410392503,2.538501143990075e-12,2.5385511482487268e-12,2.5424214123290046e-12,2.5384681826759036e-12,2.538466937404502e-12,2.538896717877129e-12,2.5384394715707127e-12,2.5413608617881772e-12,2.5384299936591534e-12,2.5384821450712083e-12,2.540165208151041e-12,2.538424583662666e-12,2.538422800305623e-12,2.538445676342495e-12,2.5384247227138985e-12
1481.0,2163.0,1.0135848059893169,-1.4311704080738934,1.3583990342503034,-3.107944222985778,1.0231895272194342e-12,1.0231902563767272e-12,1.0231899291523487e-12,1.0243985736865183e-12,1.023186280897305e-12,1.023862054542913e-12,1.0231869539314276e-12,1.02321950611483e-12,1.0231977280688177e-12,1.0248864685190699e-12,1.0232233145935691e-12,1.0231884159813286e-12,1.0231910895487253e-12,1.0232493833838109e-12,1.0232328019700133e-12
2932.0,3008.0,1.0104868365950335,-1.4600346702832603,-1.3363029372723219,4.992081287694466,9.989809534731032e-12,9.987721632163896e-12,9.987573282750235e-12,9.987601121932717e-12,1.0003261035563551e-11,9.987501647132817e-12,9.987499942555318e-12,9.988142336724092e-12,1.0011609734728126e-11,9.987465258817847e-12,9.987530471845992e-12,9.987456410948047e-12,9.987440523424231e-12,9.981302756454902e-12,9.987492099511439e-12
1465.0,2892.0,1.0102529476172528,-1.4271084433059547,-1.3720722861917012,5.292102663330465,6.216091156541686e-13,6.216077479550861e-13,6.223788516397193e-13,6.215066015575592e-13,6.21547720204486e-13,6.215259824481925e-13,6.215098026367862e-13,6.215536043944733e-13,6.214160771524251e-13,6.22035070480931e-13,6.21542480868762e-13,6.221099337456473e-13,6.215065206160751e-13,6.215084184162184e-13,6.215183116510015e-13
520.0,738.0,1.009188017816842,1.7835272843787426,0.8640179685552442,-5.58532556092678,3.7067463134654196e-12,3.707289320278347e-12,3.70666029657619e-12,3.706666641291629e-12,3.704665097449058e-12,3.714890728199351e-12,3.706675357367673e-12,3.708511330238165e-12,3.706650499325972e-12,3.7066516425733304e-12,3.706711681267194e-12,3.7066477155082984e-12,3.706644754461233e-12,3.7117417424595555e-12,3.7066459002828815e-12
1344.0,2669.0,1.0088708244534992,-1.3702897711580788,-1.4325755126178052,4.253192317276059,2.0822483512760425e-11,2.0827067664526467e-11,2.0833748188000252e-11,2.0823554404473544e-11,2.0845462277424295e-11,2.082357970341621e-11,2.082382389733879e-11,2.0846332637735844e-11,2.0825475997014466e-11,2.0824944391845586e-11,2.0827526988356756e-11,2.0823150135107657e-11,2.0823124975913845e-11,2.0828349682468225e-11,2.0823856616959266e-11
91.0,2892.0,1.0061982935598512,0.4459308811526763,-1.9370122730829855,3.2948718117186395,1.3088249795468803e-12,1.3088336935675611e-12,1.3101656698893286e-12,1.3087954079629988e-12,1.3097758374283973e-12,1.3088026202754054e-12,1.3088005956919454e-12,1.3088827121227692e-12,1.3091290284221338e-12,1.3089666033238293e-12,1.3106001768818244e-12,1.308824688561e-12,1.3087966009003634e-12,1.3087990875903147e-12,1.3087959256154437e-12
815.0,879.0,1.0054641709835286,1.0940032869438665,-1.6612643178196058,-1.3492706483885724,2.1390323195744307e-11,2.1390599205581375e-11,2.1430474529566818e-11,2.13909704080896e-11,2.1390935721426185e-11,2.1390350381646425e-11,2.1390286814181612e-11,2.1409257957499413e-11,2.1390233378076226e-11,2.1414312912346807e-11,2.139040223457113e-11,2.1390252381231447e-11,2.138924791629878e-11,2.1390179470020874e-11,2.139024600970817e-11
805.0,1287.0,1.0039365308049184,-1.5366778087901294,-1.2677988995045921,5.715002280969041,3.954096463179534e-12,3.9476592172643605e-12,3.94787657586356e-12,3.9476762954624e-12,3.9477276525138875e-12,3.9480172029366745e-12,3.947663290042324e-12,3.947933400739163e-12,3.947929414690156e-12,3.948962836120605e-12,3.947844079487914e-12,3.948480043075558e-12,3.9517187466658435e-12,3.947790344981362e-12,3.94771070877628e-12
426.0,3008.0,1.0023981683602061,-1.514663868472256,-1.2987212222730768,4.488505578267079,3.720565595399536e-12,3.720446366860573e-12,3.720419778223337e-12,3.720468986082318e-12,3.720591193155927e-12,3.7269265461385474e-12,3.720404523644737e-12,3.720511199154336e-12,3.7204861811966505e-12,3.720402667601214e-12,3.721621904834454e-12,3.720417244216794e-12,3.72039831095756e-12,3.725910004624535e-12,3.720456644648805e-12
879.0,3064.0,1.0009594474567298,-1.1928770345917503,1.6029285177600405,-2.437044063115785,8.114441315447378e-13,8.113752201083348e-13,8.122121623343299e-13,8.114536556876541e-13,8.114681620158495e-13,8.121882336329034e-13,8.114399048540016e-13,8.114352800673833e-13,8.114336253003227e-13,8.114353895295121e-13,8.114341711969401e-13,8.114732799887972e-13,8.115119933042981e-13,8.128471131346851e-13,8.114437565190393e-13
1481.0,2721.0,0.9992179291535256,-1.8137847870102481,-0.8464329036968308,3.4848851758864132,6.186442386924079e-12,6.1964561745398766e-12,6.1864890785475096e-12,6.186975662736614e-12,6.186444313668952e-12,6.18789851192742e-12,6.186434502166619e-12,6.1867254817025775e-12,6.186368608786969e-12,6.186746052476935e-12,6.197084120292985e-12,6.186716286150051e-12,6.186558868175112e-12,6.186645612615857e-12,6.186728896613305e-12
1067.0,2892.0,0.9962780262779902,-0.7593166248391341,-1.8583275058256836,6.093615765176168,1.2472649694590573e-12,1.24769171960465e-12,1.2473235589970594e-12,1.247321656824646e-12,1.2493796948007525e-12,1.2473229929734704e-12,1.2473340302993362e-12,1.2473595516848552e-12,1.2495352696329287e-12,1.2473281673387714e-12,1.2473553540903005e-12,1.2473648744287547e-12,1.2473486104613758e-12,1.2473254482102666e-12,1.247336595237239e-12
