gene1,gene2,margin,w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,w_12,w_13,w_14,w_15,w_16,w_17
147.0,3064.0,1.4189136024444153,1.0843146099844119,0.900574308111811,-5.7726072669185715,8.213429418186379e-12,8.2133352136049e-12,8.213303301287888e-12,8.213322644862259e-12,8.213435805701125e-12,8.220743725304552e-12,8.213318568120394e-12,8.216713145735738e-12,8.21331540819295e-12,8.213534624392427e-12,8.2132926854221e-12,8.217206013160858e-12,8.213358602279099e-12,8.213410136754986e-12,8.213327585850906e-12
500.0,3064.0,1.4013684386779257,1.0687696922485577,0.9458138803297956,-5.916435189368071,7.760234905214712e-12,7.760825419322189e-12,7.760393793572673e-12,7.760249419317513e-12,7.76321725097634e-12,7.762423653263243e-12,7.76023059407292e-12,7.760190872731278e-12,7.760135273804603e-12,7.760105252542826e-12,7.760148368493805e-12,7.760096832912184e-12,7.760209090989705e-12,7.766672783431037e-12,7.76009924598973e-12
342.0,2279.0,1.3922205293117038,0.7643746821635284,1.2163136115112214,-7.653094122057045,1.6583732296400648e-11,1.6584271494478126e-11,1.6583729161130114e-11,1.6583721337205894e-11,1.659865992023575e-11,1.6583740319293238e-11,1.6584266124696214e-11,1.6583700787203076e-11,1.6594309477879886e-11,1.658379125251408e-11,1.6583704540787603e-11,1.6583701512162983e-11,1.6583701520889325e-11,1.6589193248017683e-11,1.658370102545136e-11
2279.0,2869.0,1.390978703006523,0.6735758864283301,1.2703028888886017,-6.442318717876953,1.134894114508494e-11,1.1349357753527393e-11,1.1348895031812029e-11,1.134891573371602e-11,1.1356691603729489e-11,1.1348987970779563e-11,1.1350546535259433e-11,1.1348860095326626e-11,1.1348893637796803e-11,1.1348881535726921e-11,1.1348847276891038e-11,1.1348862296848181e-11,1.1349709149942795e-11,1.1358249570220022e-11,1.1348863375247061e-11
1708.0,2718.0,1.3671642244220403,1.1135992388837093,0.9486414603463804,-6.109002523358622,1.9998837065145646e-12,1.9998657807068003e-12,1.999866582000899e-12,1.999875678196342e-12,1.999902188466848e-12,1.9998810323906047e-12,2.0017197103782736e-12,1.999868452477121e-12,2.0007825770342857e-12,1.999860162618399e-12,1.9998638331115473e-12,1.9998671851301817e-12,1.999917858063598e-12,2.000825688713419e-12,1.9998611845539048e-12
1656.0,3064.0,1.35908083802897,0.9435938062142291,1.1292416475221367,-6.49937897278757,1.0553034346780904e-12,1.0553323877062102e-12,1.0553321532532005e-12,1.0553326812287432e-12,1.0553304993048936e-12,1.0564871425345436e-12,1.0553321315394897e-12,1.0560868353309232e-12,1.0553320520130144e-12,1.0553246607719804e-12,1.055331147288562e-12,1.0553293724154194e-12,1.0557226962150511e-12,1.0553214315836052e-12,1.055332245294156e-12
749.0,1287.0,1.3532131200262574,0.6857855398963892,-1.3092269384160957,0.9482543644020276,1.3895445812299633e-12,1.3889735826111739e-12,1.3890709231796796e-12,1.3889736763772662e-12,1.3895509334970703e-12,1.3890962766732027e-12,1.388974337168198e-12,1.3890364350006813e-12,1.3889784878027787e-12,1.3889763809214652e-12,1.3902194535216344e-12,1.3889794123993922e-12,1.3889790469607687e-12,1.3889901534843253e-12,1.3889957132559504e-12
1619.0,2869.0,1.3477514455925628,-0.9529044714975641,1.1375807719714663,0.021077605610234085,9.3586770958894e-12,9.358600951965383e-12,9.358604671544411e-12,9.358604783429378e-12,9.358630717670744e-12,9.368236683073632e-12,9.359034477634098e-12,9.363871519649206e-12,9.358552494509868e-12,9.358599527384903e-12,9.358291959354287e-12,9.358601000493485e-12,9.363848881648548e-12,9.35860504727797e-12,9.358601567010048e-12
342.0,2760.0,1.3463648157796073,1.1180437133272751,-0.9780764205094763,-0.853932532547826,1.7225450730354106e-11,1.7225451094035022e-11,1.7225452167397406e-11,1.7243213576278635e-11,1.722550907574127e-11,1.722546200051583e-11,1.722622596711888e-11,1.7225670035655927e-11,1.7231502688165572e-11,1.7225730223244834e-11,1.7225728155066655e-11,1.7225488221982843e-11,1.723711882197717e-11,1.7225456390652603e-11,1.7225476143370563e-11
1114.0,2869.0,1.3446935388993464,-1.0763949896866023,1.0264100678949117,-0.04937662530258538,7.02213988265705e-12,7.028244148383298e-12,7.0282418934492435e-12,7.041296888784405e-12,7.028805908013195e-12,7.028274668489062e-12,7.0282564331142005e-12,7.031739382298971e-12,7.0281861059007805e-12,7.028240352939193e-12,7.028321648769058e-12,7.028240615380441e-12,7.032242562381761e-12,7.028245679227226e-12,7.028244645728743e-12
1481.0,2859.0,1.3314869132505098,-1.3394302743555493,-0.6798317265492924,3.7179510192771006,1.024098940484895e-11,1.0240643722638991e-11,1.024151904296124e-11,1.0247553177001057e-11,1.0240642471704918e-11,1.0241974165570562e-11,1.0240644203515684e-11,1.0240778310823072e-11,1.024061595570267e-11,1.024065748313569e-11,1.0249553310164125e-11,1.0240714250595394e-11,1.0240642063027444e-11,1.0240840871993719e-11,1.0240737183979147e-11
780.0,3153.0,1.3284002881188963,1.07585076798738,1.0532269495416546,-5.35274401598248,1.6257687190848423e-12,1.6259381885923906e-12,1.625754307029452e-12,1.6257543976799685e-12,1.6270669507311502e-12,1.625812008135513e-12,1.6257717731034668e-12,1.626579900258292e-12,1.625975577527818e-12,1.625804606752676e-12,1.6257920568341832e-12,1.6257586639495651e-12,1.6257583444786865e-12,1.6261931975955005e-12,1.6257515928684512e-12
537.0,1203.0,1.3136015947517372,-0.8491491405012008,-1.2637437850784665,4.213946807157691,3.625207301652061e-13,3.6252052639407666e-13,3.6256536340763674e-13,3.628727199352983e-13,3.6251944881426046e-13,3.625201821431869e-13,3.625200891625543e-13,3.6272927389691466e-13,3.6252342463673636e-13,3.6251526551827224e-13,3.625036273777753e-13,3.6252435638599997e-13,3.625209005885944e-13,3.6271825820599003e-13,3.6252224728229127e-13
1835.0,2279.0,1.2960557604846468,1.266774530729339,0.881234416302877,-6.583171089796785,1.785864991705277e-11,1.7865554432070417e-11,1.7868279889878118e-11,1.7858958236851597e-11,1.7859903217265792e-11,1.7858580085779933e-11,1.7858818170871532e-11,1.785895549181882e-11,1.785854761732975e-11,1.786018538859588e-11,1.7858817159898005e-11,1.7858527994190252e-11,1.7858564067187695e-11,1.787507109805528e-11,1.7858545003993845e-11
1710.0,3064.0,1.2952820333073114,1.1780198058475484,0.9982018278519459,-5.750775296203583,1.6289743225770072e-12,1.6285809448252696e-12,1.6285831553055782e-12,1.6286195504202059e-12,1.6286353800190185e-12,1.6297904635209896e-12,1.6286230905694125e-12,1.6294757730877689e-12,1.6285885522509907e-12,1.6285912502713713e-12,1.62858851354889e-12,1.62858320199403e-12,1.6293639490496225e-12,1.6285960810388998e-12,1.6285960972525963e-12
1726.0,2279.0,1.293331781762423,1.1494253194497237,1.0344827814209971,-6.349425450662206,1.0760601884837791e-11,1.0761242795766674e-11,1.0760655639663104e-11,1.0760631596384742e-11,1.0760579940052123e-11,1.0766540051520788e-11,1.0765766014686957e-11,1.0760647232939892e-11,1.0772601193607724e-11,1.0760559151569825e-11,1.0760539654546214e-11,1.0760556227299831e-11,1.0760538823348812e-11,1.0760553053238455e-11,1.0760542523038592e-11
211.0,1619.0,1.2916820489482328,0.3588435010863155,-1.5062127476370024,2.637450416522846,5.495645577608764e-13,5.491180532932715e-13,5.491394631585694e-13,5.491203478148976e-13,5.491182206323553e-13,5.492042674473056e-13,5.491535750496187e-13,5.491237973876333e-13,5.491178338108479e-13,5.491179933316532e-13,5.493950067602697e-13,5.491449656517498e-13,5.491242236881643e-13,5.49327940662755e-13,5.491834342173611e-13
55.0,3153.0,1.290981147181684,-0.6761469148491687,1.3938704410145129,1.1861636505888287,2.6111364850372443e-12,2.608672880453332e-12,2.6086777132487197e-12,2.6086895012564752e-12,2.608868989082758e-12,2.608870478014892e-12,2.6086738947421475e-12,2.6086902942796466e-12,2.6094710256308274e-12,2.608716934109643e-12,2.608681026140212e-12,2.608683311288434e-12,2.6087000574706514e-12,2.6106265635198852e-12,2.608687009602768e-12
477.0,537.0,1.2870451933397902,-0.7045639037067946,-1.3850418561254294,6.142476507725092,1.0025866837272056e-11,1.0025903736472384e-11,1.0025153757049503e-11,1.0038398358814527e-11,1.0025896181989428e-11,1.0025902833737508e-11,1.0025963231512388e-11,1.0025924983958444e-11,1.0025671027448029e-11,1.0025830033868962e-11,1.0036773684536434e-11,1.0025765917372943e-11,1.0026394705659136e-11,1.0026731961981968e-11,1.0025837000493889e-11
749.0,2170.0,1.2861268028020372,1.160261351537298,-1.0353717642949773,-1.1679980306542261,2.931171068975959e-11,2.9311078554300904e-11,2.9311103995834206e-11,2.9313683923408666e-11,2.933971450035468e-11,2.9310903078346914e-11,2.931084558362526e-11,2.934819914843447e-11,2.931081920344255e-11,2.931082043566332e-11,2.9313955055107304e-11,2.931170745045083e-11,2.9310854273076944e-11,2.931264153658844e-11,2.930083413361763e-11
738.0,780.0,1.2857361749676148,1.057622975147842,1.1406596067594112,-5.744269575561214,1.3300778883530655e-11,1.3314274009393465e-11,1.3300670868883577e-11,1.330066980669082e-11,1.3301446405499875e-11,1.3300805797931003e-11,1.3300704693926715e-11,1.3301008318078665e-11,1.330077041193022e-11,1.3313314309940095e-11,1.330067157059061e-11,1.3300649919296895e-11,1.3300645545537633e-11,1.3302230769508498e-11,1.3300666422450501e-11
780.0,2718.0,1.2834525132298649,1.2468741702401729,0.9346624287356226,-5.259786883734524,5.458160640761061e-12,5.458068128985061e-12,5.458343302124907e-12,5.4582044942684596e-12,5.458375567638425e-12,5.458889537889779e-12,5.462456764657981e-12,5.4613036798058065e-12,5.458214113781242e-12,5.458134597639565e-12,5.458059530676789e-12,5.458017847911347e-12,5.46075826511954e-12,5.4579939025190575e-12,5.458006543778349e-12
859.0,1509.0,1.2739728736761788,1.3771251199660968,0.7537159497001898,-4.262586660268137,7.301565023524715e-12,7.301760086454796e-12,7.301590557936648e-12,7.312745959552335e-12,7.302792762895418e-12,7.301708891514217e-12,7.29727951512342e-12,7.308588221351552e-12,7.301539284302345e-12,7.301765581070361e-12,7.301895541859684e-12,7.301539018777885e-12,7.302562688240102e-12,7.301536507886852e-12,7.301542706033073e-12
80.0,3153.0,1.2632869451232405,0.9780198567791966,1.2449535892057715,-5.4426015933637455,2.1076909962926366e-11,2.107733784486677e-11,2.1076911401041486e-11,2.1076914700898214e-11,2.110138038952742e-11,2.1077073594407132e-11,2.1076949127863314e-11,2.1079062671587456e-11,2.107790192963147e-11,2.109287434229594e-11,2.1076975664113495e-11,2.1076907640343413e-11,2.107692365305543e-11,2.1082773933847063e-11,2.1076920640163373e-11
2575.0,3153.0,1.262678381071053,-1.2180963497825568,1.012467361847232,0.7877431527489068,1.4481442678568339e-11,1.4482224349593283e-11,1.4481013571205767e-11,1.449180862888508e-11,1.4482349816456336e-11,1.4480545701721699e-11,1.4480682874868561e-11,1.4480372263512465e-11,1.4480379635565494e-11,1.4484676984068569e-11,1.448032559234759e-11,1.4480420303898862e-11,1.4480412665201061e-11,1.4493434910655103e-11,1.4480425049667302e-11
1619.0,2151.0,1.2603256236380862,-1.3156936194731474,0.8872287662367283,2.1898637107258554,5.2393507753868785e-12,5.2392268579386824e-12,5.239225609122708e-12,5.239226121579503e-12,5.239228244746167e-12,5.2449771152435235e-12,5.239724907717342e-12,5.239429109829603e-12,5.239250406452403e-12,5.239245654265766e-12,5.23931584432654e-12,5.239240681882099e-12,5.243304469126974e-12,5.239383361189176e-12,5.241008754492465e-12
1019.0,3154.0,1.2592458034175238,0.8954934396233072,1.3117304441870437,-4.816855727735235,8.171422870839221e-13,8.169634587624601e-13,8.171482620680193e-13,8.171615074278717e-13,8.1820111826468e-13,8.171527071357167e-13,8.171458212429711e-13,8.17216772064753e-13,8.171574501284221e-13,8.171418098825995e-13,8.179753932826774e-13,8.171389998351581e-13,8.171374289944887e-13,8.171446388832562e-13,8.171377782611109e-13
421.0,3064.0,1.2574160542995938,1.0098063033336415,1.2288951436850462,-6.606352272562743,1.117341546206088e-12,1.117268255382545e-12,1.1172677288067987e-12,1.1172738275165523e-12,1.1172389384205337e-12,1.1184660385869399e-12,1.1172617175374417e-12,1.1172595593267536e-12,1.117258791926135e-12,1.1172613342448096e-12,1.1172586598676161e-12,1.1172648844539543e-12,1.1173300079095802e-12,1.1172617971101487e-12,1.1184783790139292e-12
1509.0,3153.0,1.2559589355626815,1.165196953451342,1.0853947163205178,-5.324175234720819,2.9409165909975713e-13,2.9409335975853315e-13,2.940916670918082e-13,2.9409166061375614e-13,2.9444730547366563e-13,2.940982887772371e-13,2.940916697256482e-13,2.9434650581030873e-13,2.9409187705456547e-13,2.941004546512107e-13,2.940925079490185e-13,2.940916354343072e-13,2.94091710222091e-13,2.9418930412755813e-13,2.9409292720215804e-13
780.0,3064.0,1.2537560230156037,1.096033869877782,1.1590488131416066,-6.6324390236370565,8.752075233580332e-13,8.744065416714724e-13,8.744056881586378e-13,8.744071082550885e-13,8.74417874061542e-13,8.745722440750544e-13,8.744054556195431e-13,8.749417139136033e-13,8.744064040803043e-13,8.744124416389605e-13,8.744032732289181e-13,8.744022476076766e-13,8.74840319643483e-13,8.744077656029972e-13,8.744067552850494e-13
537.0,547.0,1.2510546736041994,-1.02677562967866,1.2253233550483338,-0.42250958871689037,8.265328959614302e-12,8.261612314065233e-12,8.27011242404843e-12,8.26061011380057e-12,8.261726662545104e-12,8.261729859621643e-12,8.261509851604662e-12,8.270632839460953e-12,8.26210147340562e-12,8.261730285580884e-12,8.262950375373466e-12,8.26172344717133e-12,8.261724866495388e-12,8.26176133659598e-12,8.261724315937207e-12
870.0,1619.0,1.2508355039958057,1.0249541391238404,-1.2272123762451854,0.716021021452265,9.568668174714923e-13,9.568539259737545e-13,9.568534943101205e-13,9.568534447531872e-13,9.568729101362488e-13,9.57839787757665e-13,9.569516096936654e-13,9.56860394438024e-13,9.568530163334325e-13,9.568605744475826e-13,9.574515292576446e-13,9.568534708109533e-13,9.573404054323716e-13,9.56869475847536e-13,9.56853943368807e-13
1509.0,2279.0,1.2490430812772637,1.1496267654153511,1.114577204478817,-6.238302569306842,1.4910626254145288e-11,1.492723238689225e-11,1.4910591567945093e-11,1.491059769901048e-11,1.491069014879188e-11,1.4911227901026923e-11,1.4911080080934615e-11,1.491065821376607e-11,1.4920178296780692e-11,1.4918957492398153e-11,1.4910585262729234e-11,1.4910577020857327e-11,1.4910556809695192e-11,1.4910476436795198e-11,1.49105567231752e-11
1710.0,3153.0,1.2474206254654274,1.2428369521756444,1.0128939827455234,-5.257593385252804,7.942016769075441e-13,7.94222924566653e-13,7.942002639119865e-13,7.942018260910539e-13,7.950140309221735e-13,7.942273807451567e-13,7.942466533308999e-13,7.946948884371885e-13,7.942343078068753e-13,7.942023157879219e-13,7.942708072717202e-13,7.942015442703736e-13,7.942061013259958e-13,7.945021789282839e-13,7.941992576965573e-13
978.0,1019.0,1.2451341066321098,1.0403684906452335,1.2237978128260754,-6.941259116663684,2.1390200350799106e-12,2.1406624948089082e-12,2.1389617945739475e-12,2.1390190187609613e-12,2.138927717067505e-12,2.1388722723322854e-12,2.1388471046826455e-12,2.138847844382782e-12,2.13885264861066e-12,2.1388381367296658e-12,2.1404370726540573e-12,2.138844076408415e-12,2.1396271251504134e-12,2.1388588555935995e-12,2.138833995247063e-12
1708.0,3153.0,1.2442560634539808,1.3054305815046587,0.9378386463137108,-5.857716670257093,7.318446768135195e-12,7.318627281348938e-12,7.318385239229291e-12,7.318392530075e-12,7.327005056647511e-12,7.318441222163812e-12,7.318489505150806e-12,7.318474108865878e-12,7.33148597467003e-12,7.318393538672555e-12,7.312387590433366e-12,7.318373677245278e-12,7.318375863773977e-12,7.320284456699046e-12,7.318381235238582e-12
1619.0,3053.0,1.242810872795965,-0.7737824364914531,-1.411015025835773,5.660901262702706,1.6396513053235237e-12,1.6378488938005811e-12,1.637890740591983e-12,1.637869553462216e-12,1.6378428000232796e-12,1.6378989124054658e-12,1.6378484670649532e-12,1.6380999514259855e-12,1.6386467452279137e-12,1.6378737242421086e-12,1.6386333850427132e-12,1.6378670143130649e-12,1.6378549183282604e-12,1.6378513106373527e-12,1.6378597851924774e-12
2892.0,3153.0,1.2389934713715391,-1.5678967717663341,0.3839074995311572,2.1557989026445505,1.2984754780570156e-11,1.3000348851364143e-11,1.2985067428245776e-11,1.2984714506392071e-11,1.2984927537947086e-11,1.2984773090998009e-11,1.2984751943424614e-11,1.2984832120704871e-11,1.2990441869793456e-11,1.2984778666855841e-11,1.298475783978867e-11,1.2985176563584446e-11,1.2984809886504217e-11,1.299441886717927e-11,1.2984779499637087e-11
1287.0,2892.0,1.2364628255287786,-1.1135414566551196,-1.1731954701024456,5.354344799547733,4.460332309429398e-13,4.460203214587864e-13,4.465746733462495e-13,4.4602037720553167e-13,4.460213764969551e-13,4.460274196928601e-13,4.4602040679393727e-13,4.465935075147844e-13,4.4602607428069217e-13,4.460290633660845e-13,4.460259700979144e-13,4.459975687157632e-13,4.4602252184974685e-13,4.4602106198022923e-13,4.4602231707194506e-13
